,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
1,,2.5,35.5,29.0,,-1,,,,9.11111111111111,17.5,3.5,18.333333333333332,-1,7.583333333333333,12.0,-1,24.0,2.676470588235294
2,-1,9.777777777777779,,37.0,-1,,,,,15.0,-1,3.4615384615384617,10.8,,9.0,-1,,4.0,2.8125
3,,4.944444444444445,,,,,,,,19.5,1.6363636363636365,4.090909090909091,,,,,,,1.5789473684210527
4,,17.0,,,,-1,,,,-1,10.5,4.0476190476190474,26.0,-1,14.5,2.0,-1,32.0,3.8636363636363638
6,,11.333333333333334,,,,,,,,16.333333333333332,3.3333333333333335,2.1707317073170733,10.428571428571429,7.285714285714286,14.8,-1,4.8,-1,1.6981132075471699
7,11.666666666666666,30.0,-1,-1,,-1,,-1,,13.5,25.5,3.6666666666666665,11.666666666666666,,9.0,33.0,,-1,2.3157894736842106
8,,15.0,-1,-1,,56.0,,,,4.45,,2.870967741935484,14.2,,-1,6.0,,-1,2.4722222222222223
9,14.0,7.0,,,,11.0,,,,14.0,-1,6.833333333333333,4.2105263157894735,,4.0,5.0,,,2.210526315789474
10,,1.0,,,17.5,,,,,10.375,1.74,1.403225806451613,,-1,,,70.0,,1.359375
11,-1,-1,,-1,,37.0,,,43.0,7.777777777777778,-1,6.0,13.6,,14.0,-1,,,3.4615384615384617
12,,-1,,,,,,,,-1,2.3333333333333335,10.142857142857142,,,,,,-1,2.081081081081081
13,,11.666666666666666,,,,-1,,,,5.3076923076923075,2.142857142857143,1.6666666666666667,-1,17.5,29.0,,10.0,,1.6363636363636365
14,-1,15.25,-1,34.0,,-1,,,,8.444444444444445,3.9047619047619047,2.1951219512195124,50.0,-1,16.2,,2.0,,1.7647058823529411
15,,29.5,-1,,,-1,,,,16.25,3.7083333333333335,2.282051282051282,-1,13.0,-1,-1,,,1.7115384615384615
16,,-1,,,,,,,,5.666666666666667,,4.684210526315789,20.5,,-1,,,-1,3.9130434782608696
17,,7.428571428571429,13.5,,,,,,,6.5,13.333333333333334,7.2727272727272725,-1,,15.0,6.0,,3.0,4.0
18,,16.0,,,,,,,,16.5,,8.875,9.0,,,,,,5.461538461538462
19,,17.666666666666668,,26.0,,,,,,16.8,2.0,5.055555555555555,11.0,,,,,,3.9565217391304346
20,,9.125,,,,,,,,3.6956521739130435,,2.5757575757575757,,,,,,-1,2.2972972972972974
21,,,,,-1,,73.0,-1,18.25,4.75,2.4545454545454546,1.816326530612245,,12.5,-1,,24.0,,1.679245283018868
22,-1,,-1,,,,,,,35.0,,2.5,12.75,,,-1,,,2.1794871794871793
23,4.5,26.0,6.5,8.6,,4.5,,2.0,,6.9,8.4,2.466666666666667,9.857142857142858,,10.25,,-1,-1,1.9736842105263157
24,,12.0,,,9.666666666666666,,,,,,4.095238095238095,2.903225806451613,,8.88888888888889,,,37.0,,2.4324324324324325
25,-1,15.75,,,,-1,,,,-1,5.0,7.0,14.5,,,,,,5.055555555555555
26,8.666666666666666,62.0,,-1,,-1,,,66.0,12.285714285714286,-1,5.6875,14.2,-1,9.333333333333334,12.666666666666666,,-1,2.84375
27,,10.0,,-1,,-1,,,,8.5,-1,4.944444444444445,15.4,,22.0,,-1,,4.045454545454546
28,,-1,,,,,,,,5.5,3.5,2.4722222222222223,,15.0,,,,-1,2.1707317073170733
29,38.0,37.0,26.0,10.666666666666666,,14.8,,,,20.5,14.4,7.0,7.0,33.0,6.125,12.333333333333334,42.0,-1,2.774193548387097
30,5.0,10.25,3.0,,,,,,,10.875,8.090909090909092,2.3421052631578947,7.416666666666667,-1,-1,-1,14.833333333333334,-1,2.3076923076923075
31,,5.533333333333333,-1,,,,,,19.25,5.714285714285714,,3.2222222222222223,8.0,,35.0,2.0,,-1,2.71875
32,,-1,,,39.0,-1,,,,8.181818181818182,4.5,1.338235294117647,,21.666666666666668,,,,,1.2816901408450705
