CUSTNO,Monetary_식품/생활_중가_증감여부_q2_q1,Monetary_식품/생활_중가_증감여부_q3_q2,Monetary_식품/생활_중가_증감여부_q4_q3,Monetary_식품/생활_중가_증감여부_q5_q4,Monetary_식품/생활_중가_증감여부_q6_q5,Monetary_식품/생활_중가_증감여부_q7_q6,Monetary_식품/생활_중가_증감여부_q8_q7,Monetary_식품/생활_중가_q2_q1_로그변환,Monetary_식품/생활_중가_q3_q2_로그변환,Monetary_식품/생활_중가_q4_q3_로그변환,Monetary_식품/생활_중가_q5_q4_로그변환,Monetary_식품/생활_중가_q6_q5_로그변환,Monetary_식품/생활_중가_q7_q6_로그변환,Monetary_식품/생활_중가_q8_q7_로그변환
1,1,4,4,2,1,1,2,-12.371116118245874,12.760913523321618,13.579290907770535,-12.353671438871839,-13.164944049869005,-12.960507601816948,-11.636232191463765
2,2,2,2,2,1,2,4,-13.318257014301317,-12.034096128420098,-8.88566510007876,-12.33832450943563,-13.033948161471145,-9.778275387592036,13.421947361107215
3,4,4,1,1,3,4,2,11.264118075554832,11.712611997374152,-11.468116826699392,-11.778751023161123,9.92984172954113,11.047474880766305,-10.807911476621667
4,4,1,2,4,2,2,3,12.671395878131609,-13.030946694028666,-11.726183659720421,13.181413893732376,-12.059848489579085,-10.604549080566095,8.776129412414559
6,3,2,3,3,1,4,3,11.94069378021651,-11.800114775185326,10.379305663138846,12.240881738296197,-12.85762347140452,12.18562432010506,11.957360465920765
7,1,3,3,2,3,2,4,-12.391541345448424,10.381060626640293,11.14944917894863,-10.297223377292758,11.154500631407313,-11.200533561958375,12.223369640693699
8,3,4,1,4,2,3,3,11.883463509583033,13.491065169433288,-13.637166308836427,13.36077909135897,-12.512038540382774,12.944255072378764,11.730240972032231
9,4,4,2,2,4,3,3,11.286163924412163,11.862339806355992,-9.019005136200379,-11.180466715923053,12.519007877481059,11.468261216479501,10.79577222892748
10,3,2,3,3,3,2,3,11.573260011954117,-12.442135338774703,11.639481586292126,9.229437435386146,11.359456255422714,-12.44935477018903,11.032708118931787
11,1,4,1,3,1,4,2,-13.757115057294435,13.557884786512092,-13.240991363523344,11.16274541124643,-12.899274365078785,13.930021873361543,-12.90902055385016
12,1,1,1,4,4,1,3,-11.774607481376915,-10.947421474578405,-10.863225093406799,11.898513208254773,12.094317500722171,-11.821764473716994,10.524880867604661
13,2,3,3,3,3,2,2,-11.937656409934048,11.588533805307854,12.837253574777378,11.18655442481779,10.93849038863779,7.533354942888968,-12.109869249885534
14,4,1,3,2,3,3,2,13.533274808906803,-13.312579293037299,12.44264422097278,-11.4454495416491,11.380614747811883,11.640308903456173,-12.617834470754369
15,2,3,2,1,4,2,2,-10.821667942018427,11.428588258961234,-10.736165238988727,-12.394572373243676,12.252418959912857,-11.132805261971852,-11.432602029970719
16,2,4,4,3,1,1,4,-11.528292909219473,12.259073885553013,12.689214923216916,12.554395214810324,-13.171898704356733,-12.582912835614133,12.595078867051228
17,1,4,3,1,4,2,4,-13.199175687761358,11.955248198444256,11.287434111305767,-12.369855611642738,14.932206880834167,-11.798117420903738,16.32445595738422
18,4,2,1,4,3,3,3,12.545477587048701,-12.341546487267955,-12.447253186397939,12.061794219583925,-9.386842547157164,10.853575959595481,-9.222290889832447
19,1,1,4,2,4,2,3,-13.84849115066191,-13.516948594999768,13.754129924190272,-12.939788100834914,13.218084795803192,-11.571497301925643,11.245974536337856
20,2,3,2,3,1,2,3,-11.929784294458234,9.975512595488306,-6.782324307884022,8.317481525343453,-13.256069025335988,-11.162768427885021,11.630970492338061
21,3,3,1,2,4,3,2,12.74581339388796,12.705981353916483,-13.278789231246446,-12.32668161261348,12.676552578394107,12.862976189996655,-12.857249864791164
22,3,2,4,3,2,1,4,11.42535526839994,-11.716626803125992,14.063101814897246,13.002617635740242,-12.794961031584377,-14.055415709269946,14.518098653071442
23,1,4,3,4,1,1,2,-13.02527241838507,13.013676331340529,12.19435640658985,13.657033253848882,-14.348435916177623,-12.349944942371236,-11.600055914974234
24,4,2,3,1,3,3,2,12.388234960331395,-11.392908926389023,11.654561147316809,-12.353028931473963,9.073041024533307,11.68002956240338,-11.368145854737996
25,2,4,1,3,1,3,4,-9.946283945117283,12.905544201861414,-12.275605170071563,11.918769917867285,-12.720547087791255,11.361821304034269,12.936717182616269
26,1,3,2,3,4,3,1,-12.811027899621301,10.040293010574802,-11.549056272881447,11.22706958389274,12.88706769191085,9.95080576232545,-12.670143813706527
27,4,2,2,2,4,4,1,12.426837681007642,-11.675758704448286,-11.840522073698963,-9.766538367987902,11.776617554683536,13.622752566691702,-13.468660398997955
28,3,1,4,1,4,2,1,12.201261225606125,-12.763383324647833,12.589677875378586,-12.290818117720095,12.773412184384668,-11.994231485775341,-12.62552822639397
29,3,4,2,3,1,3,3,9.137758998092044,11.76280839359083,-11.19277450960069,11.340044592568079,-12.009096063095306,8.511962155187652,10.289231019286849
30,3,2,2,2,3,2,3,13.5441980743623,-11.097772221370448,10.622890795917924,-13.374795432527879,12.99086674628443,-11.92244874651722,12.291989588135682
31,4,1,3,3,4,2,2,12.62522541367401,-12.289434340182058,11.710521765349267,8.812006800966655,12.432361336402609,-11.260109170239046,-12.346480126959698
32,3,4,2,2,2,3,3,12.64996768137308,13.05074947434059,-11.59859054968332,-12.61374212560348,-11.297252671012837,12.343389296727194,12.655127554566766
33,3,3,2,3,3,3,2,10.638604689787789,8.880572933806546,-11.793702104130967,12.076962136067277,10.26786418647097,11.287022457881571,-11.970719696141805
34,3,1,4,2,2,1,1,12.321632833815766,-12.823832159346352,12.92810943173655,-12.159643118009834,-12.147293744996109,-12.801565816271648,-12.296619185947057
35,3,1,3,4,4,1,3,12.321302092792042,-13.00951110033589,12.232713701418355,13.09968124937832,14.317883990967966,-14.432544167716637,12.529463284330081
36,4,1,3,3,3,2,3,13.217977023308483,-13.080894346920113,11.580614230545963,12.432840673829865,12.245563493623767,-11.595510205933293,12.489142988328648
37,4,3,3,2,1,3,3,13.777806832538738,12.606250872217347,12.810400691919094,-12.846950880989432,-13.314162544510737,12.521480476687431,11.21298842405046
38,3,3,3,1,2,4,3,12.130467423074858,11.536930871682411,12.982587535900834,-13.089129446774756,-12.122575327720142,12.83821805132269,12.056548575323262
39,4,1,4,2,3,1,3,12.893206184342343,-12.452473639903465,12.807070937190229,-12.187930748859614,11.744819684353727,-12.639205941749545,-8.006367217378504
40,3,2,2,2,2,4,2,10.958617775952824,-11.526990382540369,-8.495424382141131,-9.017117926059584,-11.226460973023608,11.75815979592196,-10.833566402743504
41,2,1,4,3,2,2,3,9.287997197453326,-13.153483719322812,13.130273092072088,12.576750713685167,-13.123262493344784,-12.128013287655453,10.377304074532622
42,4,3,2,3,3,2,3,12.805170010594557,11.374797244345128,-10.449966010116157,11.79177965436401,11.789167667806371,-12.493448137153806,11.68994578909913
43,2,1,4,1,4,2,2,-11.513035220206813,-12.094236058713475,12.711060815296937,-12.247239207354138,12.223504736463326,-11.285550111265266,-11.350851992181857
44,3,4,2,2,2,3,3,11.750656115930367,13.47220857395237,-12.746376682006957,-12.155207552664564,-11.281552777398817,12.128111757322278,11.833506636621827
45,2,4,4,2,2,2,3,-10.751232664820394,12.484535969411853,12.88128934353168,-11.55309712298544,-11.875396486591338,-9.873762106966424,12.31994466678229
46,3,4,2,2,2,2,4,12.35971175881951,13.522535391131942,-11.858705756640893,-12.194446030086903,-12.400935523435098,-11.64047379567834,12.989499048410385
47,2,1,2,2,3,1,4,9.955274877882276,-13.08402870769264,-11.590025178180529,-11.538415781827384,11.916343562281787,-13.369852340271146,12.675170737015081
48,3,3,2,1,3,3,1,10.295314504416048,12.106846697081288,-11.922910712041679,-12.561889855020212,12.066903317810059,11.674790742297036,-13.096093125163138
49,3,2,3,3,2,3,2,12.405554600219537,-11.913135700300016,11.535717472251871,9.655443492442242,-11.770074725530321,11.570645131016896,-12.260352626725451
50,2,2,2,3,2,4,2,-10.955437180945514,-12.622823980868302,-8.830385467798811,12.410725515210816,-12.666625689289601,12.669096683622131,-11.365503605941905
51,2,2,2,4,1,3,2,-11.795585553113927,-11.621497556168912,-12.477427874379789,12.724573919726426,-13.118271661799005,10.719484705145495,-10.695352673794384
52,3,4,3,3,3,1,2,10.502191660950412,13.164023101088402,13.174186205281393,10.96783923353539,13.02022857121104,-13.864605370540506,-12.615934874465962
53,4,4,2,3,2,2,2,12.73131271050134,13.175903421580736,-11.92699705305065,11.288501434018082,-12.801570841626903,-9.569088138063709,-11.43738474480565
54,2,3,3,1,3,3,4,-8.667678039420053,10.915611036020548,10.994677541892873,-12.258702177828738,11.216348418892983,11.427978352629465,12.5139375384405
55,3,3,2,2,4,1,2,11.167164681571267,11.171386774932916,-11.24816112924609,-11.07489688751926,11.704712157732807,-11.379670217026533,-11.164310301143535
56,2,2,4,1,2,4,4,-10.82796170100831,-11.61306404782016,13.049733948098252,-13.148860242915246,-11.011390663583102,12.957283877327013,13.065252732145362
57,3,1,3,1,3,4,3,11.054135350993116,-11.973183808614598,10.309747240689225,-12.235135140148797,10.468984093548668,12.60793154606272,11.57818452933641
58,1,2,2,4,3,2,4,-12.63307272788393,-9.63732639790778,-11.68416435835418,11.940044386820317,11.002097694055223,-10.69523449240827,12.555061939456222
59,2,3,3,3,2,3,4,-10.073476013590021,12.529915538720571,11.466356057494469,10.52584958109584,-12.079526868960032,10.757384913710835,12.914741553635318
60,3,3,2,2,4,3,2,12.0622866147766,12.238064506773643,-11.900648220010158,-11.063743662936565,12.888276072826276,11.241215500687177,-12.94773943617438
61,3,1,2,2,3,4,2,10.58322397384884,-12.91991391950476,-11.445111582296947,-12.069314469270829,-9.017692335997232,12.783598160976275,-12.561923907510817
62,3,1,3,3,1,3,4,12.847652066322738,-12.97859321465818,12.290537879345019,12.482221976555527,-13.140822936677441,10.292517841379496,13.051642684756443
63,3,2,1,3,4,2,2,11.232991221690684,-10.028493601227133,-11.674063401783044,10.934161324389903,12.068088720808458,-10.506731635963368,-11.438641614940298
64,2,2,4,1,1,1,4,7.550363854239116,-10.931131741658756,12.237748900283833,-12.631210908884347,-11.732118527712784,-12.033436548721047,11.75631105814844
65,1,3,1,4,2,1,4,-12.462768682377662,12.1959642142727,-12.442388514916615,13.237671050879147,-12.568634916853547,-12.80006085195343,12.616794273237222
66,2,3,3,3,2,2,2,8.952036683482724,11.474726171862244,12.488449377761155,11.68968069944104,-11.671411682823727,-12.183796978788607,-11.986137841100495
67,2,3,3,3,2,3,3,-10.388575024029288,11.699711317611621,11.009788888528377,10.927079798274622,-11.785391119233172,11.91043333829709,11.32092946766116
68,4,4,2,1,2,3,2,12.649097105789659,12.778882336405974,-11.753690416144286,-12.818149242229829,-11.185463554905125,11.887960101508524,-11.60573996205887
69,3,3,3,2,2,3,3,10.678115712931923,11.37544377709226,12.867363889759535,-12.854523799911354,-10.769177483067878,12.325169940596867,9.157467990979667
70,2,3,3,3,1,4,1,-11.33896338027464,8.099898478100908,11.136294863318039,10.648916787018866,-13.591596595744933,11.741340813959823,-11.477059436960225
71,3,2,3,2,2,4,2,10.800958663457928,-11.244641596330258,10.689308013711946,-10.525321200529847,-9.538193004945684,11.930221485723843,-11.980296726310392
72,2,4,3,2,4,1,3,-11.144844150170083,12.498521335619323,10.267668802216544,-11.396596025862136,12.110000878674983,-11.90968764617019,11.295921929551413
73,3,2,1,2,3,4,1,9.467685987067437,-8.743364638711794,-12.244895344247391,-9.935887559048007,9.485301220382865,11.871275322448827,-11.935052542046911
74,2,3,3,4,1,2,4,-12.105991707035168,12.100679850399468,10.237210407358203,12.798330183272304,-13.252563982284254,-10.548395984173572,12.351906716639542
75,2,3,3,2,2,2,4,8.491289131633328,11.523700594460525,11.959458707619126,-12.07759037852642,-11.428333636211184,7.721627783459624,12.274137820656367
76,3,1,3,1,4,4,2,11.424500512755275,-12.390519111771091,11.63076383109819,-11.763269155593784,11.56517862572812,12.191265808666557,-11.89949842006062
77,3,3,2,3,2,2,3,11.120597544779582,12.028644973404395,-11.24657956183029,11.302992638231357,-12.367171585079912,-11.501535759888423,12.228848259776278
78,1,4,4,3,3,1,3,-13.113351077893327,12.933611682709092,13.517193378775625,12.592379059241095,10.20421408406744,-13.51050644201514,12.981792210218064
79,2,3,2,2,4,2,2,-12.041357499843317,12.81683921751712,-11.817073802662618,-12.54684150945128,12.895891944091323,-10.22836550827777,-12.480939933066734
80,1,4,3,2,2,3,3,-12.624456988481349,12.487486089813533,12.020927994782964,-11.73368750762593,-11.007889110003436,10.704618166654292,11.504198136923685
81,4,1,4,4,1,3,2,12.839760265386746,-12.931710597681876,12.347007102796983,13.354958856567658,-13.348188412992801,11.36882135080207,-12.076108461763337
82,3,3,2,3,2,1,3,12.546158073237915,12.151221618333697,-11.447507285797188,10.62283937159056,-11.69644222011701,-12.735556824524542,11.377462413110852
83,4,3,2,2,3,3,2,13.006802973338763,10.461550760429349,-11.956686945655177,-7.4600559741522625,10.610264111136345,12.390907463390912,-10.706056035746448
84,1,4,1,4,3,1,4,-13.027945575600656,12.258219600453033,-12.150900903866383,12.910539177609596,10.578265557379162,-12.961943962554768,12.385223676969876
85,3,4,4,2,4,2,2,9.255061850405843,11.882540027795281,12.6031062095613,-11.85648708924697,13.615087512453004,-12.475533038580016,-12.437674829345168
86,3,2,3,4,2,2,3,11.192706218698802,-11.516639459869566,12.039161961964615,13.260651652566718,-12.238165869767467,-12.325090375631389,-10.339592251236228
87,4,1,4,4,1,1,2,12.928534248498359,-13.176037518350194,12.372951076207817,13.557021209260794,-13.372959133868644,-12.319980024619646,-11.488939221018967
88,3,3,2,3,2,3,4,11.169172936847096,11.332173622704557,-11.080749559723754,11.469775890941612,-12.85571038511462,10.708860444056212,12.922932498189407
89,3,3,3,2,4,2,4,12.091412059299577,-8.577909200047259,11.808920459152025,-12.074154818499343,12.37221612465358,-11.670485200647619,12.578364781945758
90,4,3,2,1,3,4,2,12.565608953755211,12.254768848591088,-11.93062885955183,-12.530375270208184,11.613133075447177,12.591688493869126,-11.861155496988227
91,3,2,3,2,2,2,3,12.880664402723047,-12.204199115623343,12.075979907218597,-10.486441031964377,-12.85291846344107,-11.326685868582466,12.356782480780279
92,2,3,2,2,3,3,4,-12.038318565523246,11.86012990394532,-10.738147772023433,-12.332940541482412,11.93305102224489,12.39807172767713,13.278506797365004
93,2,2,1,4,2,4,1,-11.287181364543242,-11.957707617995606,-13.258694471926267,13.560262895629476,-11.820596933071066,13.6071900466907,-13.690206419364875
94,1,4,3,2,2,2,4,-10.537865068057659,13.856346740423819,11.925480829910775,-12.64122542004148,-12.20274228823747,-9.844007180266063,17.125241676677657
95,3,2,2,3,4,2,2,11.120293551468906,-11.848978258676015,6.379505402318727,9.813283085289193,11.974285495920592,-11.498652335185943,-10.332210279170772
96,3,4,2,2,2,3,2,11.329770147745501,13.006409454879032,-12.8977137741663,-10.522453801176532,-12.237932761308565,12.097631230329435,-10.676849043856906
97,1,4,1,4,1,4,1,-14.652485066395805,14.337052663763512,-14.192053445521623,16.751394587347733,-16.768641580977366,15.641490253240796,-15.679688594240591
98,3,3,2,1,4,1,4,12.547695470394729,10.556798480650814,-11.184305006309776,-13.179057884007783,12.463357271610082,-12.441085875138985,12.55770989970861
99,3,3,1,3,4,2,2,11.606421068466462,10.87088432024724,-12.786310863400468,9.598234277149523,12.855678603783332,-11.543665984532321,-12.322956131080891
100,2,4,2,1,1,4,1,-10.250383081164292,13.700590916370595,-12.691048043373542,-13.079433055103214,-11.927445444242673,13.254183068611763,-13.613408672888882
101,1,1,4,2,1,4,4,-12.09831779352867,-11.859787232831197,12.956190732605652,-7.724963940686573,-12.39282182254765,12.427503519542695,12.421095208313085
102,2,3,2,4,2,2,3,-12.173163194750522,-7.735396090703963,-12.075755452387293,13.358881539474062,-13.362094028395514,-12.662351809231764,12.667377513748036
103,2,3,1,3,4,2,2,-11.384274615924584,11.545443053865956,-12.155482996357366,9.744956106773639,11.34146320619515,-10.276372958860652,-10.141104435123713
104,3,3,1,3,3,3,2,11.61346724289814,12.163768968432828,-13.220840862737186,9.768146333782502,11.78193776792142,12.79894031099477,-12.508339400355073
105,3,1,3,3,1,3,3,13.164901352703342,-13.529177159519444,12.474127034292167,11.044112493867637,-13.164530614722073,12.321935217888514,11.883182406253711
106,4,1,4,1,3,2,3,13.351042573373663,-13.418630289472171,12.771993451267758,-12.63431794800709,11.501561159867887,-9.355664824326034,11.324756535814311
107,3,2,4,1,4,1,2,10.143271309968373,-11.821351011596565,12.679181740215515,-12.8279558404114,12.901368948580664,-12.631785203660856,-11.447588280344934
108,1,2,3,2,3,4,2,-12.282470866347452,-10.315926974871626,11.731679357712185,-8.27961930368812,11.51532375364573,12.732531550744858,-11.944765528463602
109,1,3,2,3,2,3,3,-12.679926580336625,10.206779651337827,-11.747304708958799,8.707171891899373,-10.246701724372034,11.438124901014756,9.981090711932406
110,1,4,2,2,2,2,2,-12.851799228766073,13.018961733765057,-10.686310767938787,-9.748456080266628,-12.320610197660942,-11.088587073708185,-11.917721885793673
111,1,4,2,3,4,1,3,-11.428717949861998,11.506065486215732,-10.128158715954674,9.634415163936536,11.320102036966617,-11.565996989138567,11.305079371560563
112,2,4,1,2,4,3,1,-11.07727362862956,13.660309890666815,-13.506755336369485,-11.723824439857065,13.706850624255528,12.389387094252918,-13.714390281497733
113,3,2,3,2,3,2,2,12.14209739923762,-10.622737566980666,11.365059600083345,-12.653749467195343,11.676042077325427,-11.154368888293213,-12.827538857709575
114,2,2,2,4,3,1,4,-11.661130236190562,-11.215601899519122,-7.47421725366908,12.59661970947397,11.387583919809956,-12.860105536079455,12.807036673231673
115,4,1,4,3,2,1,2,13.530584347453061,-14.021822084388289,13.688999655469683,12.454153705588327,-13.176590075723396,-12.856797552039644,-10.499274526796514
116,4,2,1,4,2,2,3,12.536936938198206,-11.330659282589851,-12.114034213818229,12.228914741398045,-11.239264566083337,-10.974021136152642,11.464638060084859
117,1,4,1,4,1,4,1,-14.106683901029596,14.537032665168699,-14.521978421198042,14.20752809698375,-13.596357762174927,13.84884264139455,-14.198535758903123
118,4,1,4,1,2,3,3,12.046102088958174,-11.622369178855418,12.279776954390401,-12.388704102157813,-9.972844342971285,9.695908741559636,10.960562293149009
119,4,1,2,4,1,2,2,12.949153700727077,-12.61193987191275,-11.089002526805253,12.591612514137937,-12.936969566597355,-10.358586225824729,-10.492217896093736
120,3,2,2,2,2,4,1,11.29576557084085,-10.62656730453133,-10.550997527339918,-11.474763423089108,-10.651681830986988,12.226687344614344,-12.622014336085293
121,2,2,4,2,2,3,2,-11.677013603996208,-12.004604929186517,13.225015667545678,-12.382986392892544,-12.20123088721283,12.131440045821243,-11.453217628778022
122,3,3,2,4,2,2,3,11.345206979627035,12.5594033567544,-12.715053871116359,13.160300289265214,-11.770503599732898,-11.883599377665387,12.833460425451186
123,1,3,3,3,2,2,3,-13.118382758020392,12.015532720314528,10.823876320270067,12.166193681523904,-11.797335579625624,-11.748751419310777,11.18556476944556
124,3,3,2,3,2,2,4,9.911287046779371,10.39381579957779,-10.773521657558588,11.44777249295816,-10.63689367844449,-10.297243436028637,11.96624053219328
125,3,2,2,3,2,1,4,12.307734177909584,-12.392069694688,-11.789296544565136,12.163108552331378,-11.803841488741018,-13.006596339975035,13.529499032341127
126,2,3,3,3,4,1,3,-12.275363390461928,10.383817836294517,11.490817430389695,10.982887809628792,12.949374482664508,-12.892366374574147,9.90042702918473
127,3,3,2,4,1,3,2,11.884521533891224,9.426640648599154,-11.406342946321354,12.602755005243996,-12.48704354031875,12.083307289385555,-11.694052922040711
128,3,4,1,1,4,2,1,12.11589748489525,14.282669322534302,-14.187271135151438,-12.964384003111117,12.322588595699672,-11.654704926223344,-12.609250228298711
129,3,3,3,1,4,3,2,11.11780273728016,11.890634343936084,11.09283019464503,-12.267645874431118,11.99476335910413,11.61583371837754,-11.425518573389919
