CUSTNO,Monetary_가전/레저취미/멀티샵_고가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_고가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_고가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_고가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_고가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_고가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_고가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_고가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_고가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_고가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_고가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_고가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_고가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_고가_q8_q7_로그변환
1,3,1,4,1,1,4,2,13.384991385832882,-14.158057101806033,15.49493987132952,-15.466214342509021,-11.930649027995427,11.752029937892724,-8.882618057808589
2,2,3,1,4,2,4,1,-13.923113440412704,13.8979055272658,-14.611553398222117,14.376999298841447,-14.20329953050999,15.325901743321586,-15.369749504924679
3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,3,1,0,0,0,0,11.667293192210394,12.450323723931348,-12.826713535096902,0.0,0.0,0.0,0.0
6,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.346583256241988
7,3,1,4,4,1,4,1,13.075491026406345,-13.358652566923823,9.080998594486884,12.293530786761272,-12.332991827337143,11.678951334055743,-11.678951334055743
8,1,4,2,3,1,0,0,-13.983248175833554,13.342550617422283,-12.121974650970014,13.078268131195781,-13.729645661118305,0.0,0.0
9,1,0,0,4,1,1,0,-13.853458463440084,0.0,0.0,16.401987543067378,-16.397622412589772,-10.9657158577819,0.0
10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,0,4,1,0,0,0,-11.166511852205327,0.0,12.829321445979641,-12.829321445979641,0.0,0.0,0.0
12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2,2,2,4,2,1,4,-12.515709209626273,-11.76089814818726,-12.20403656686637,14.612061889066561,-14.318006143053445,-13.387949703663308,11.542811617278153
15,1,0,0,0,0,0,0,-10.630864271798243,0.0,0.0,0.0,0.0,0.0,0.0
16,0,4,1,0,0,0,4,0.0,10.924469044789861,-10.924469044789861,0.0,0.0,0.0,10.777354936470557
17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4,2,1,0,0,0,0,13.60396990386829,-13.092047826475453,-12.68932468545625,0.0,0.0,0.0,0.0
19,1,1,4,1,4,1,1,-12.836502491734782,-9.190848196025827,13.70550213987757,-13.70550213987757,13.169532185261167,-12.892784003895176,-11.749707904603621
20,4,1,0,4,1,4,3,12.225704112006996,-12.225704112006996,0.0,9.378161698333093,-9.378161698333093,12.542022644385938,9.551870786334582
21,1,0,0,0,0,0,0,-13.521213212844804,0.0,0.0,0.0,0.0,0.0,0.0
22,0,0,0,4,1,0,0,0.0,0.0,0.0,12.808188607687756,-12.808188607687756,0.0,0.0
23,3,2,3,2,2,3,2,14.233993978322925,-14.140308046285858,13.892935762068587,-13.26544737997121,-14.230683714274315,14.207603983010872,-13.365353229522484
24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,11.474158891397149,-11.474158891397149,12.48208595579103
26,4,1,4,3,2,3,2,13.416120538032434,-13.416120538032434,13.619916379625122,13.488861536136493,-13.17981762542194,13.570491961139195,-13.63880196511687
27,1,0,4,1,4,1,0,-12.444085411779668,0.0,11.819383367233094,-11.819383367233094,10.459129971333699,-10.459129971333699,0.0
28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3,3,2,1,4,2,2,12.891307748326385,11.048960461067402,-13.455286427026257,-14.371923768398975,14.980697507532563,-13.816840084349947,-14.250506787589073
30,1,0,0,0,0,0,0,-13.297077442829586,0.0,0.0,0.0,0.0,0.0,0.0
31,4,1,0,0,0,0,0,10.780002239375081,-10.780002239375081,0.0,0.0,0.0,0.0,0.0
32,4,1,0,0,0,0,0,12.067982192374258,-12.067982192374258,0.0,0.0,0.0,0.0,0.0
33,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,0,0,0,0,4,1,-13.675363700931625,0.0,0.0,0.0,0.0,10.736420539913006,-10.736420539913006
36,0,4,1,0,0,0,0,0.0,12.025175935759183,-12.025175935759183,0.0,0.0,0.0,0.0
37,4,1,4,1,4,4,2,11.96083820413428,-11.96083820413428,14.95734683329778,-14.95734683329778,11.815422204387266,14.629281405180405,-13.180363644504958
38,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,4,3,4,1,4,1,-11.379568571122174,10.696215011275045,10.199818571129521,14.669089591575023,-14.604081987685387,15.089382583781754,-15.148809165045394
41,4,1,0,0,0,0,0,13.404947254186162,-13.404947254186162,0.0,0.0,0.0,0.0,0.0
42,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4,1,0,0,0,0,0,12.196433875334591,-12.196433875334591,0.0,0.0,0.0,0.0,0.0
45,0,4,1,4,3,1,4,0.0,12.97653417863354,-12.97653417863354,12.741887062679838,13.62923763143709,-13.974063447237583,13.532650790020531
46,0,4,1,4,1,4,1,0.0,12.076061545597963,-12.076061545597963,14.16556959169822,-14.16556959169822,15.356846002986158,-15.356846002986158
47,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.667293192210394,-11.667293192210394,0.0
48,0,4,1,0,0,0,0,0.0,15.570058005689955,-15.570058005689955,0.0,0.0,0.0,0.0
49,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,11.421846267394304,16.596203853486937,-16.601847686773745
50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0,4,1,4,1,0,-13.840532003345404,0.0,14.534845705880814,-14.534845705880814,12.43334255750984,-12.43334255750984,0.0
52,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,4,1,4,2,3,2,3,16.223205439154672,-16.33713753499975,15.320641162934715,-15.002123896453595,11.32070938503681,-14.244675049530356,13.466579423412558
54,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,0,4,4,1,0,0,0.0,0.0,10.574835356714182,12.758758772315263,-12.865454808029803,0.0,0.0
57,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,0,0,0,0,0,0,-12.815994825836215,0.0,0.0,0.0,0.0,0.0,0.0
59,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4,1,4,1,4,1,0,11.31899006858929,-11.31899006858929,12.686385718235682,-12.686385718235682,13.104769266080314,-13.104769266080314,0.0
63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,0,0,0,0,0,0,-12.363763352548608,0.0,0.0,0.0,0.0,0.0,0.0
66,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2,3,1,4,2,3,1,-13.099186549665047,12.892540168975222,-13.484049967959816,14.48794270975886,-13.889269672356917,14.920457108902554,-15.17687466575307
69,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0,4,4,1,0,0,0,0.0,11.631389235521976,14.125337684086274,-14.204687086285132,0.0,0.0,0.0
71,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,3,1,3,3,2,2,2,12.50753649199299,-15.101226074077145,14.266548734539162,13.536344284826688,-11.80034959265428,-13.203948226126899,-12.851850532734279
74,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.93002016907646
78,2,3,3,4,1,4,3,-10.510760745031815,13.023825688969337,11.512999342010778,14.969162313158034,-15.18769027772177,13.50377210333742,12.326846332882152
79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,4,1,0,0,0,0,0.0,15.694968033612914,-15.694968033612914,0.0,0.0,0.0,0.0
82,3,3,1,4,2,1,4,10.735283807063377,12.459112537684916,-13.548011176566748,14.258376578831136,-13.898044994157171,-13.062886416781929,14.793783530127344
83,4,1,4,2,3,4,1,11.800823513638298,-11.800823513638298,11.608439044443674,-9.785694808446529,11.87239061796236,13.941122655263435,-14.129841134592379
84,1,4,1,4,1,1,4,-13.226096622654765,13.359085854291013,-13.359085854291013,17.17532736708019,-17.013159926161862,-15.276213508659895,10.084228622414493
85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.478351954805186,-13.478351954805186
87,2,1,0,4,1,0,4,-16.08801316012887,-15.948744441187014,0.0,15.258610366864628,-15.258610366864628,0.0,13.792052666732042
88,3,2,3,2,1,4,4,14.438733829499645,-13.796197102141674,14.477234795170661,-13.088415496439364,-15.222754811804128,12.780414815999364,16.13120062488911
89,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,4,4,4,1,4,4,2,10.84785023494647,13.10210911905127,14.571154170019902,-14.797730423084886,13.24197626816555,15.224613356062195,-14.93133882474013
91,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1,0,0,0,4,1,0,-13.106419699409264,0.0,0.0,0.0,12.041458618698895,-12.041458618698895,0.0
93,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,4,4,1,4,4,2,0.0,12.870946673766076,14.551837537960957,-14.722598812437264,11.923820817150458,14.992566809014608,-14.352681343792307
95,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2,1,0,0,0,4,1,-12.70878833295039,-14.125796262865192,0.0,0.0,0.0,13.32789836432157,-13.32789836432157
97,2,3,2,3,3,2,2,-17.504925169866244,16.910026379421165,-17.910936204960052,16.824636295109293,17.344547397676095,-17.221386378637703,-16.82490894562883
98,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,4,1,4,3,3,1,2,13.73426546869942,-13.73426546869942,13.52720976364536,13.09598531803362,14.222279022068165,-14.763681974075645,-11.455205889327658
100,0,4,1,0,0,0,0,0.0,11.25215141906131,-11.25215141906131,0.0,0.0,0.0,0.0
101,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,1,4,1,4,1,4,-14.656764852346623,-12.07862052983437,14.337433327157962,-14.295148887178494,14.60544362625796,-14.636621593336164,15.42276629361797
103,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2,2,3,2,3,3,3,-14.86218006014052,-15.157669060332804,14.77626163260604,-14.862799750630707,15.272318606282601,13.660771968594675,13.989719303594846
107,1,0,4,1,4,1,4,-15.2180444014886,0.0,11.462123521620974,-11.462123521620974,12.880128099834506,-12.880128099834506,12.571316765639665
108,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,4,2,1,0,0,0,0.0,11.521277021070906,-11.102227145224564,-10.449321826719373,0.0,0.0,0.0
111,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1,4,3,1,4,1,4,-11.907007422484845,13.319933159720096,14.299195437830084,-14.618076321132108,14.449434122643792,-14.449434122643792,14.0642991367771
114,4,1,4,3,1,1,0,10.577066077967102,-10.577066077967102,10.949201898646274,12.030481545640205,-12.130680441352673,-10.577066077967102,0.0
115,0,0,4,1,0,0,0,0.0,0.0,14.39153543799521,-14.39153543799521,0.0,0.0,0.0
116,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,4,3,1,1,0,0,4,12.752618724273043,13.77751467385151,-14.060666484529872,-10.320608614635422,0.0,0.0,13.45389503918998
118,2,3,2,2,1,4,3,-10.900918854368848,12.273573181901847,-11.408801571278833,-12.524717792469897,-11.927528921238691,12.892678459108716,12.678087539748423
119,1,0,0,0,4,4,1,-11.343801763357309,0.0,0.0,0.0,10.59686820538013,12.084978819148864,-12.288566988602815
120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,0,0,4,1,0,0,0.0,0.0,0.0,10.987531968088229,-10.987531968088229,0.0,0.0
122,4,1,0,4,1,3,1,13.76059076027739,-13.76059076027739,0.0,13.747019610286166,-13.60575951736773,10.066441904468451,-11.895159466466371
123,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1,0,0,0,0,0,0,-14.093088553553818,0.0,0.0,0.0,0.0,0.0,0.0
125,4,3,2,2,4,1,4,10.551748923675788,10.96929005999781,-9.75469742806968,-9.137525926468475,13.530446433303325,-13.619180446905164,12.025329749827414
126,4,1,0,0,0,0,0,11.25762189057843,-11.25762189057843,0.0,0.0,0.0,0.0,0.0
127,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
