CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
1,-2,4,-2,5,0,-2,0,0,0,1,0,1,-1,1,1,4,2,0
2,-1,0,-3,-1,-2,0,0,0,-5,-1,1,1,-2,0,0,-5,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0,0,-2,1,1,0,2,3,2
6,0,-2,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-2,1,0
7,5,-2,2,-1,0,0,0,1,0,-1,0,0,2,-1,-2,0,-1,-1
8,-1,0,1,-1,0,-1,0,0,0,1,0,-1,0,0,-1,5,0,1
9,-3,3,-3,-6,0,-2,0,0,0,6,0,0,-1,0,1,-2,0,0
10,0,-1,0,0,2,0,0,0,0,1,0,0,-1,0,-2,0,1,-1
11,4,1,0,2,0,3,0,0,2,2,0,0,0,0,3,1,0,-2
12,0,2,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,-1,1
13,0,0,-2,0,0,2,0,-1,0,1,1,0,1,0,0,0,0,-1
14,0,-3,0,-3,0,-1,0,0,0,1,1,0,-1,1,-1,-2,0,-1
15,0,0,-2,0,0,0,0,0,0,0,0,1,0,-1,-2,1,-1,0
16,0,-2,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,-2,0,1
17,0,6,0,0,0,0,0,0,0,3,-1,1,-1,0,1,0,0,7
18,0,1,-3,0,0,-1,0,-3,0,0,0,-1,-1,0,0,0,0,-2
19,0,0,0,3,0,0,0,0,0,0,1,1,1,0,-1,-1,0,-2
20,-2,-3,0,-1,0,-4,0,0,0,0,0,0,0,0,-1,0,0,1
