CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
1,-2,4,3,3,0,-1,0,0,2,4,0,-1,-1,0,0,-5,0,-6
2,0,-1,2,-1,0,2,0,0,1,3,0,0,-1,0,-2,0,0,-4
3,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,-1,0
4,0,-1,3,-1,1,0,0,0,0,0,1,1,1,-1,0,-2,1,-3
6,0,1,1,0,2,0,0,0,0,-1,0,0,-1,0,0,2,0,0
7,-3,2,-2,2,0,-1,0,0,3,0,0,0,-3,-1,0,2,0,-2
8,0,2,0,-2,0,2,0,-3,3,0,-1,0,-1,0,0,0,0,0
9,-2,1,0,0,0,4,0,0,0,1,0,0,-1,0,1,0,0,0
10,2,-1,0,0,0,0,0,0,1,0,0,1,-2,0,1,0,1,-3
11,-2,1,1,0,-1,0,0,0,1,2,1,-3,1,0,-1,-1,0,0
12,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-2,-2,0,1,0
13,0,2,0,0,3,0,0,1,0,1,0,-1,0,0,2,0,0,0
14,-2,2,0,0,1,0,0,3,1,1,1,2,1,2,-1,0,0,1
15,0,0,2,0,-2,0,0,0,0,0,0,0,2,-1,1,0,-1,0
16,0,2,0,-1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0
17,2,-2,0,0,0,0,0,0,0,-1,-1,-1,4,-2,3,-2,-3,1
18,2,0,3,1,0,-1,0,0,2,0,0,1,0,0,2,4,-1,1
19,-1,-2,2,1,0,0,0,0,0,1,1,3,1,0,2,0,0,1
20,0,-1,0,2,0,3,0,0,1,1,0,0,0,0,-1,0,0,1
21,0,0,1,0,3,1,-1,2,-1,-2,0,-1,0,-2,0,0,2,3
22,1,-1,3,0,0,0,0,0,0,0,0,0,6,0,0,-2,0,0
23,0,-3,0,1,0,1,0,0,0,0,0,-2,-1,0,1,-2,-1,1
24,2,1,-3,0,1,0,0,0,0,-1,1,0,0,1,-1,0,2,0
25,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,1,0,0
26,0,0,3,3,0,-1,0,0,-2,0,0,0,-1,0,2,-1,0,-3
27,2,0,0,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0
28,0,-1,2,0,0,0,0,1,0,0,1,1,0,1,-1,0,2,0
29,3,1,-3,0,0,2,0,0,1,2,-1,0,2,0,-1,0,0,2
30,1,0,2,0,-2,2,0,0,0,-1,0,1,0,0,0,1,-1,0
31,0,-1,1,1,0,0,0,0,-1,0,0,1,-1,0,-1,-2,0,0
32,0,-1,0,1,0,0,0,1,1,1,0,-1,0,-2,-1,0,0,0
33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3
34,0,-2,3,0,0,1,0,0,0,2,1,1,0,0,2,0,0,0
35,-3,0,-1,0,0,0,0,0,0,1,0,2,3,1,0,-2,2,0
36,3,2,1,-1,0,-4,0,2,4,0,-1,2,-1,0,-2,3,2,2
37,1,-1,-4,1,0,0,0,0,1,1,1,-1,-3,0,0,0,0,-1
38,1,1,1,0,0,0,0,-1,0,-1,-2,0,-1,-2,0,0,0,-2
39,3,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
40,1,-3,0,-1,0,-2,0,0,-1,1,1,0,2,2,0,1,-2,-1
41,2,1,-2,3,0,0,0,0,0,2,0,2,0,-1,2,0,0,1
42,0,-1,1,0,-2,1,0,0,0,1,0,-1,-1,2,0,0,1,0
43,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0
44,-1,-4,0,2,0,3,0,0,0,1,-1,-3,0,-2,-1,0,-1,0
45,0,-1,0,-2,0,-4,0,0,1,0,1,-1,-4,0,-1,-2,-1,0
46,4,2,0,-1,0,2,0,0,0,1,0,-3,2,0,2,0,0,0
47,-2,-2,1,0,-4,1,0,2,1,2,3,2,-5,0,0,1,1,3
48,-1,-2,5,-5,0,2,0,0,0,2,1,-1,0,0,-2,-4,1,-3
