CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
1,0,0,-5,-1,0,1,0,0,0,-2,-1,1,1,0,-1,2,0,5
2,0,0,0,1,3,-2,0,0,-1,-1,0,0,1,0,-1,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
4,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-2,0,-2,0,-1,2
6,-1,-3,-2,0,-2,0,0,0,0,0,1,0,0,0,-1,-2,0,2
7,0,-2,-1,-1,0,2,0,-2,-3,0,0,1,1,0,4,-2,-1,0
8,0,0,0,3,0,-1,0,0,-3,0,0,-1,1,0,-2,-1,3,0
9,0,0,0,3,0,0,0,0,0,-1,0,0,-1,0,-2,6,0,0
10,-2,2,0,0,0,-1,0,0,0,0,1,0,2,1,0,0,-2,0
11,-2,-2,3,1,0,-3,0,0,-1,-1,1,3,0,0,1,-1,1,1
12,0,4,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0
13,0,0,0,0,-2,0,0,-2,0,-1,0,1,-1,-1,0,0,0,0
14,0,-1,-2,0,4,1,0,-3,1,-1,-1,-3,-2,-1,0,0,-1,3
15,0,1,-2,1,0,1,0,0,0,2,1,0,-3,-1,1,0,-1,0
16,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,-5,7,-1,0,0,0,0,0,0,6,0,2,-4,1,-1,0,0,1
18,-2,-4,0,-3,0,-1,0,0,-2,0,0,-1,0,0,2,-1,0,-2
19,0,3,-2,1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,2
20,0,3,0,-2,0,-3,0,0,-1,0,0,0,2,0,1,0,0,-1
21,0,3,-1,2,-3,-1,1,-1,0,0,0,-1,0,-1,0,0,-3,-3
22,-2,4,-3,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0
23,-2,2,0,-2,0,-3,0,0,0,0,0,2,1,0,-1,2,1,-1
24,-2,-2,0,0,0,-1,0,0,0,-2,0,-1,0,-2,1,0,-1,3
25,0,0,-2,0,1,0,0,0,0,2,0,0,-2,-1,-1,-1,0,0
26,-1,-1,-5,-3,0,2,0,0,3,1,1,1,1,0,0,-1,0,0
27,1,0,-3,2,0,-3,0,0,0,0,-1,-1,2,-1,1,0,0,0
28,0,0,-2,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0
29,-5,0,-2,0,0,0,0,0,-2,-1,0,0,-2,0,1,3,0,-2
30,-3,0,-1,2,1,-2,0,0,0,0,-1,-1,-1,0,2,-2,-1,0
31,0,0,0,-1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0
32,0,1,-1,-1,0,0,0,-1,-2,-2,0,-1,0,3,0,0,0,0
33,0,1,0,0,2,0,0,0,0,0,1,-1,-1,1,-1,0,0,-3
34,0,1,-3,0,0,-1,0,0,0,-1,-1,-1,0,0,-2,0,0,1
35,-1,-2,-1,3,0,0,0,0,0,-1,2,-1,0,1,-1,0,-1,2
36,-3,0,-1,0,0,0,0,-2,-4,-3,0,-2,-2,0,0,0,-2,-2
37,-1,0,-2,-1,0,0,0,0,-1,-3,0,-3,1,0,0,0,0,1
38,-1,-2,0,0,1,0,0,-1,0,1,1,-1,0,2,1,0,-2,1
39,-3,2,0,0,0,0,0,0,0,3,-1,-2,0,0,1,2,0,0
40,-1,1,1,1,0,1,0,0,-2,-1,0,0,-1,-1,0,-1,2,2
41,-2,4,0,-3,0,0,0,0,0,-2,0,0,0,1,-1,0,0,-1
42,0,4,-1,0,0,-1,2,-1,0,0,0,-1,0,-3,1,0,-1,2
43,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-2,0
44,1,0,3,-2,0,-3,0,0,0,-1,0,0,0,0,1,0,0,0
45,0,-1,4,0,0,0,0,0,-1,1,-1,0,4,-1,0,2,-2,0
46,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,-2,3,0,0
47,0,1,1,0,4,-2,0,0,2,-2,-1,-1,0,1,1,-1,1,-3
48,-2,0,-3,0,0,-1,0,0,0,0,-1,0,0,0,2,1,-1,3
49,-2,-1,2,0,0,-2,0,0,0,1,1,0,0,0,-2,0,0,1
50,1,-2,1,0,-2,-4,3,0,-2,-1,0,0,2,-1,0,0,2,0
51,0,0,-3,3,1,-1,0,-1,1,1,2,1,1,2,0,0,1,2
52,-1,-1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,-2
53,-1,0,2,-3,0,0,0,0,0,0,1,-2,-1,0,0,0,0,0
54,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-2,0,3,0
55,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0
56,0,0,-3,0,0,0,0,0,1,4,-1,0,-2,-1,1,-1,0,1
57,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-1,-1,0,2,0,-3,0,0,-1,-1,0,2,-2,0,1,1,0,-2
59,-2,0,1,0,0,0,0,0,0,-1,0,0,-2,0,0,-2,0,1
60,0,3,0,0,1,1,0,4,1,-3,-1,0,-3,-4,1,-2,-2,0
61,0,0,0,0,0,0,0,0,0,-1,0,0,1,2,0,1,-1,1
62,0,1,0,-1,0,0,-2,1,-5,-2,1,-1,-2,0,-1,0,1,3
63,0,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0
64,0,-1,0,0,0,0,0,1,0,0,-1,0,0,2,0,0,-1,0
65,0,0,0,2,0,2,0,0,0,-1,0,1,-2,-2,-1,2,-1,-2
66,0,0,0,0,0,2,0,0,0,0,-1,0,0,1,1,-1,0,0
67,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
68,4,-4,0,1,0,0,0,0,-3,0,0,-1,-3,-1,-1,0,-1,2
69,0,1,0,0,-1,0,0,0,0,0,-2,-1,0,-1,0,0,-2,0
70,2,-1,0,0,-2,-1,0,0,-2,-1,0,0,0,0,0,0,0,-1
71,0,2,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0
72,0,1,0,0,0,0,0,0,-1,1,-1,0,-1,-1,1,0,0,-3
73,0,5,-3,0,1,-2,0,0,4,-3,1,0,-4,6,1,-1,0,-5
74,-2,-1,-1,0,0,-1,0,0,-2,0,0,1,-1,2,-1,0,-3,-2
75,0,-2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,-2,3,-1,0,0,0,0,-1,0,0,0,0,0,-2,0,0,0,1
77,-2,-1,5,0,0,-1,0,0,2,0,-1,0,-1,1,0,0,-2,0
78,0,3,-3,0,0,5,0,0,0,3,0,2,0,1,0,2,1,1
79,0,2,0,0,-3,-1,-2,-1,-1,1,2,1,1,-2,-1,0,0,0
80,0,1,0,0,1,0,0,0,0,0,1,1,-2,-1,0,-1,0,-1
81,1,-2,-3,0,0,0,0,0,2,0,0,-1,1,-1,-1,1,0,0
82,4,-1,1,0,0,-1,-2,-3,-3,-3,0,-1,0,0,0,0,-2,-2
83,-2,1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-2,-1,-2,0
84,0,0,3,2,4,5,0,0,2,1,1,2,-2,1,1,2,0,2
85,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
86,0,-3,-5,0,0,-3,0,2,-1,0,-1,0,0,0,-1,0,3,2
87,0,0,0,1,0,-1,0,0,3,4,0,-1,0,0,0,5,0,-2
88,2,-2,-2,-2,-1,0,0,0,0,-1,1,-1,-1,0,0,-2,-1,2
89,0,-2,0,0,0,0,0,0,0,0,-2,-1,-2,-2,-2,-4,-2,-2
90,0,2,2,-1,0,2,0,0,-3,-1,0,-1,0,0,0,1,0,1
91,0,-2,0,0,-1,0,0,0,1,3,0,0,1,0,-2,1,1,1
92,1,-1,-2,2,2,0,0,-1,-2,1,0,0,1,0,0,-1,0,1
93,-3,3,-2,0,0,-1,0,0,3,3,0,0,0,0,1,0,0,0
94,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-5,0
95,0,0,0,0,-2,-1,0,0,1,-1,0,0,1,-1,1,0,-3,1
96,-2,-2,0,0,0,-3,0,0,0,0,0,0,-2,0,-3,-1,0,0
97,1,2,3,0,-2,5,0,0,2,0,1,4,2,-3,1,0,0,1
98,0,2,1,0,0,-2,0,0,-2,0,0,-1,0,1,-1,1,0,3
99,1,-2,0,-3,-3,0,0,0,-2,0,0,0,-1,2,0,-3,0,-2
100,0,3,-3,0,0,-6,0,0,1,0,1,0,-3,-3,-1,-2,1,1
101,0,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,0
102,2,4,1,2,1,-3,0,0,0,1,0,0,-2,1,0,4,-1,2
103,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-1,0,0,0
104,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-2,0,0,1,0
105,0,1,0,0,1,-2,0,0,0,-1,0,-1,0,1,-1,0,1,0
106,-2,-1,1,0,0,1,0,0,-2,-1,1,-3,0,0,-1,0,0,0
107,2,1,2,5,0,0,0,0,2,0,-1,0,-4,0,0,2,1,2
108,0,1,1,0,0,0,0,0,0,0,-1,1,1,0,1,0,0,0
109,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,0
110,0,0,0,0,0,-2,0,2,0,0,0,2,-3,0,-1,1,2,0
111,0,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-2
112,5,2,1,0,0,-3,0,0,-1,2,0,0,-1,-2,2,-6,0,0
113,-1,-2,-3,1,1,-2,1,0,-1,-1,0,-1,-1,-1,2,0,-2,0
114,1,-1,0,-1,0,-1,0,0,0,-1,1,1,-3,-1,-1,0,-1,0
115,-4,1,-2,0,0,0,0,0,1,-2,-1,-2,0,0,0,1,0,0
116,0,-1,1,0,-1,0,0,0,1,-1,-3,-1,1,1,-1,0,0,2
117,0,1,0,-2,0,0,0,0,0,2,-1,3,-1,-1,5,0,-1,0
118,-2,-2,3,0,0,2,0,0,0,1,0,0,-3,0,1,1,0,1
119,-5,1,-2,1,0,0,0,0,0,-1,0,-2,1,-1,-2,-5,-2,-1
120,-2,-3,-1,0,0,0,0,0,0,1,0,0,0,0,-1,2,1,-4
121,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2
122,0,-3,0,-3,0,0,2,2,0,2,-1,0,1,-1,1,-3,-2,2
123,0,1,0,0,1,0,0,0,-3,2,1,2,0,2,-1,0,-2,0
124,-2,-1,0,3,1,-1,0,0,0,0,-1,0,2,-1,1,5,0,1
125,2,0,0,-1,0,1,0,0,0,-1,0,-1,-2,0,2,1,-2,1
126,0,0,0,-1,0,1,0,-1,0,0,0,1,4,-2,3,2,1,0
127,0,1,-1,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,2
128,0,-1,0,0,4,0,0,0,0,0,0,-1,0,1,0,0,0,0
129,0,-3,0,0,-1,0,-2,-1,-1,0,0,0,-1,-1,0,0,1,0
130,-1,1,-1,0,0,0,0,0,0,2,1,0,0,0,1,-4,0,-2
131,-1,-1,-1,-2,2,-2,0,0,0,-1,1,1,-1,0,-3,2,1,-1
132,0,0,0,0,6,0,0,1,0,0,0,0,2,0,1,0,-3,0
133,0,1,0,0,-1,-1,0,0,0,-1,0,0,0,-2,1,-2,0,-2
134,0,3,-3,1,0,1,0,0,4,-1,1,0,3,0,-2,0,0,4
135,0,0,0,-1,0,-2,0,0,0,-2,1,-1,-5,0,-1,0,0,1
136,0,0,0,0,0,-5,-1,0,-2,-2,0,-1,-2,0,-2,-3,0,-2
137,-2,-1,4,-2,0,1,0,0,-1,1,-1,1,2,-1,4,0,2,0
138,3,2,0,0,1,-2,0,0,0,1,1,1,0,1,1,0,-3,1
139,-1,-1,0,0,0,-1,0,0,0,-1,0,3,-2,-1,-1,-1,-1,0
140,1,-1,0,-1,-3,-1,0,1,0,-1,0,0,2,0,3,0,-1,1
141,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,1,0
143,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
144,-2,-3,0,0,1,0,0,0,0,0,0,0,-4,1,-3,0,-1,-6
145,-1,-1,-2,-1,0,4,0,0,-3,-1,2,0,0,-2,1,-3,0,-3
146,0,-2,2,0,0,-1,0,0,2,2,0,0,1,0,0,-1,0,-6
