CUSTNO,Monetary_가구인테리어/잡화_고가,Monetary_가구인테리어/잡화_저가,Monetary_가구인테리어/잡화_중가,Monetary_가전/레저취미/멀티샵_고가,Monetary_가전/레저취미/멀티샵_저가,Monetary_가전/레저취미/멀티샵_중가,Monetary_교육문화/아동_고가,Monetary_교육문화/아동_저가,Monetary_교육문화/아동_중가,Monetary_식품/생활_고가,Monetary_식품/생활_저가,Monetary_식품/생활_중가,Monetary_의류/이미용_고가,Monetary_의류/이미용_저가,Monetary_의류/이미용_중가,Monetary_침구/주방_고가,Monetary_침구/주방_저가,Monetary_침구/주방_중가
1,0.0,40465.236320696014,110237.05022182204,119805.49136753465,0.0,0.0,0.0,0.0,0.0,258463.00926281305,5519.5034680525205,367218.485302152,109377.86917303228,0.0,2629269.026835497,120221.28332192854,0.0,625313.0312615287
2,0.0,304898.12009143387,0.0,427178.4600200815,0.0,0.0,0.0,0.0,0.0,287942.5288153754,0.0,1568271.8239457111,4845373.86259573,0.0,2311184.722988136,0.0,0.0,386787.2323945917
3,0.0,1565.3863180153196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145628.2134335323,108123.3843828506,0.0,7013.903359160144,0.0,0.0,0.0,0.0
4,0.0,97335.72125419255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123301.22861485535,44522.66624193701,653999.7448042707,0.0,80929.65414415552,435737.6180935461,0.0,0.0,48293.62655623935
6,24073.65128095933,73494.88763081926,46318.08832849666,31149.427755559005,36391.94706957318,0.0,0.0,1849.9116469158805,0.0,358123.62545218726,133901.75931458318,747108.1097935721,801227.8170075619,141303.1761356955,497266.5598194661,0.0,4400.883953725434,0.0
7,96616.66065936854,176966.92325163187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431174.14030830615,12742.680389240386,742133.4516725618,0.0,0.0,10332812.632458584,0.0,0.0,84111.3995854502
8,415451.6408352848,185537.41334276577,108291.6905120252,0.0,0.0,134989.14720528366,0.0,0.0,0.0,602501.6853132539,0.0,2344621.268482936,1332626.7584105772,0.0,3591112.971478401,44859.339112501824,0.0,41943.90899051158
9,29202.385684294142,507498.2443005666,223994.27515660983,0.0,0.0,188848.6989170065,0.0,0.0,0.0,309196.6728658908,0.0,632159.5241112636,4035632.486424888,0.0,9828801.909356847,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182950.97301537803,382748.6728017576,1056767.0798713518,0.0,14792.142340792869,60820.65060495095,0.0,12971.026389927594,85408.17289112699
11,4216029.015639313,19567.328975191496,300141.21236865834,0.0,0.0,2815765.697159979,0.0,0.0,241859.6768855108,1438527.0239635166,0.0,1303521.3445028013,4106830.82290236,0.0,2237876.59196784,131828.85550473543,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31164.272288931923,278905.8643622603,517716.43560488615,22390.53764654969,0.0,0.0,0.0,0.0
13,93718.1608395875,7826.931590076598,0.0,0.0,9576.82817620347,0.0,0.0,0.0,0.0,142665.99455811662,295536.5328054678,1320812.4896593154,0.0,56785.64065781578,0.0,0.0,5628.498951343581,10731.917012497632
14,132847.90840663176,144446.0224948636,563598.4987811473,103032.7225760798,11971.035220254336,0.0,0.0,0.0,0.0,29803.661565205824,45530.92211010834,1024021.570115879,200512.3972818924,0.0,87766.5084679039,0.0,16086.388978222703,8943.26417708136
15,0.0,41091.39084790214,0.0,0.0,0.0,24304.85185547059,0.0,0.0,0.0,157076.1736973811,43317.14292129738,394023.8361478592,88217.23708283258,32461.783495600157,143813.89282284604,232325.99361377404,0.0,0.0
16,0.0,137597.4573535466,0.0,47922.19654701385,0.0,0.0,0.0,0.0,32399.15296523922,249023.73280066505,1584.1174213363734,713443.6804277488,0.0,0.0,183231.8334680801,0.0,0.0,319730.6375948357
17,1077517.3080036077,282270.46086452244,2467827.746142302,0.0,0.0,0.0,0.0,0.0,0.0,6645575.859089734,69649.35892502088,15489764.177220132,425513.603740016,657481.5024509132,666178.5945375197,300225.9271342535,0.0,197601.42199261265
18,0.0,44112.58644167171,0.0,0.0,0.0,44558.89506836275,0.0,0.0,0.0,333877.1502715302,0.0,519242.5130052944,49306.32720046535,0.0,0.0,0.0,0.0,0.0
19,41182.85160605585,78645.00861708965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86637.28626527898,0.0,1861743.834527801,1918755.723006109,0.0,0.0,930281.4542178588,0.0,40754.45485495976
20,0.0,112238.19900169842,0.0,293922.8054883517,0.0,67243.42346680196,0.0,0.0,0.0,1383422.881814125,986.3372623415156,472206.10944783885,292715.22914676263,2248.045948448764,267841.8271577524,0.0,0.0,0.0
21,0.0,92044.7154993008,0.0,0.0,76423.08884610368,77289.42890039648,31000.40561085774,7789.101671224759,180071.08174364534,448996.5123793243,362723.0374754298,1168606.3718951356,0.0,148505.91535452535,28485.621169407408,0.0,49683.66358284767,0.0
22,14304096.610619511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2598319.3046861463,1337310.8594946214,0.0,0.0,0.0,0.0,0.0
23,2911382.041202306,23793.872033832857,0.0,1634674.0464151895,0.0,201973.3189189606,0.0,0.0,0.0,1274324.0768874774,0.0,341948.196017514,171051.86677961436,0.0,230733.5314722,0.0,0.0,15292.981742809126
24,0.0,0.0,0.0,0.0,109175.84120871956,272295.3569541222,0.0,0.0,0.0,147930.58295138658,86917.23511785234,443476.1090034943,0.0,288685.0685159965,127030.47278249248,0.0,0.0,69757.46058123461
25,305952.75875466707,1356485.5138761753,266977.46112545475,263572.0810085762,0.0,0.0,0.0,0.0,0.0,21917.656224047347,17335.62461085088,751174.4349356875,1077713.0467841714,0.0,8711826.811588658,0.0,0.0,0.0
26,2103425.2164383363,39212.92726628376,0.0,958779.3863161062,0.0,168554.14761768855,0.0,0.0,24469.8865816412,674693.9852432798,66713.26204409113,558656.5419146816,2157028.549202358,0.0,3390304.739867144,19898.6951705261,0.0,83852.04492431483
27,0.0,0.0,226773.36045631964,0.0,0.0,0.0,0.0,0.0,0.0,1775036.4684316816,10939.3769096059,585864.1847557036,656102.8606141922,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28670.252245828287,136516.05120992067,282569.897509061,195581.7645618459,164350.14319919224,0.0,0.0,0.0,0.0
29,0.0,30157.16741656513,153303.60874965825,1117497.701279816,0.0,2785222.5999949374,0.0,0.0,350303.0522973207,170238.73240543058,38845.747332015846,279118.65565451887,2277738.655910297,19153.35148078347,3337667.9312359984,0.0,6138.074988090737,117246.19336153664
30,0.0,124776.94340900112,82724.10575469503,0.0,0.0,0.0,0.0,0.0,0.0,238864.3824715036,319910.0224882181,2190776.3401694214,10735672.06438732,0.0,201223.9677040004,0.0,30493.49328989228,0.0
31,0.0,69761.44126235272,0.0,0.0,0.0,0.0,0.0,0.0,288156.36125426047,260999.58367047948,3785.941006967433,500186.5763851233,44375.69448041881,0.0,360304.6137103423,88933.20341564078,0.0,19675.181189578994
32,0.0,0.0,23159.04416424833,0.0,4309.572679291561,79476.86556738883,0.0,0.0,0.0,469499.0385414617,92800.38818262672,1519547.911334225,0.0,811068.0016489327,210023.7150003876,20247.79508579849,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108837.75095673338,318397.63868596114,688080.2287863011,0.0,90461.36896557828,76834.18899207728,0.0,63465.37912214573,0.0
34,0.0,30681.571833100264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836634.4645800624,0.0,141860.86150571788,0.0,0.0,0.0,34037.241739057805,0.0,0.0
35,0.0,54945.05976233772,600903.0871209186,0.0,0.0,440808.99648538494,0.0,0.0,0.0,728980.1582869402,39726.47676626827,1344006.7405155003,2523374.560301815,42667.91210155754,628223.4290334174,0.0,0.0,0.0
36,0.0,193364.3449328424,0.0,0.0,0.0,21469.285805665688,0.0,0.0,248083.7246919909,615858.9467738644,0.0,1306580.8809934843,118335.18528111684,0.0,292555.0282263464,36655.49110360071,0.0,113946.12888019362
37,0.0,129927.06439527152,219733.01103038812,1861865.1932118244,0.0,0.0,0.0,0.0,0.0,390373.58026046416,36295.218653637785,1406550.4418291927,1606194.697161159,0.0,879859.2473907366,0.0,2524.717636610907,0.0
38,0.0,120440.82330809868,491203.3267237071,0.0,0.0,0.0,0.0,4186.642148283308,71874.96302551753,870405.0587630896,433948.5434196672,1394560.0230425228,0.0,20097.53077913195,366463.6669361602,11345.7472463526,13480.60242667475,71635.54605842169
39,0.0,112394.73763349994,291294.4574979155,0.0,0.0,0.0,0.0,0.0,0.0,104456.3951616732,2480.7876598286603,440691.82493065816,13588700.510630248,0.0,538516.8187993809,0.0,0.0,36667.38312603358
40,0.0,69972.76841528478,0.0,0.0,0.0,301704.2276992416,0.0,0.0,0.0,717837.5046711019,54011.42996571539,259532.3287984197,722584.2251228197,9801.480335236613,493725.1042146208,38400.990679962655,19618.677414765487,0.0
41,0.0,93923.17908091916,0.0,0.0,0.0,194600.84718946787,0.0,0.0,0.0,32849.29121420496,94210.1530575896,1130260.5340996238,999439.2523534326,0.0,0.0,0.0,0.0,0.0
42,0.0,55023.32907823849,0.0,0.0,66080.11441580394,0.0,0.0,1849.9116469158805,0.0,385850.8202317004,290772.2249382788,1057294.2941178433,0.0,105073.66763049524,813918.8837918247,0.0,10388.40238550451,0.0
43,0.0,7826.931590076598,0.0,0.0,0.0,0.0,0.0,1411.7746779094875,0.0,155509.84987789585,126656.66378756549,373481.5364713149,0.0,18433.976777279862,0.0,0.0,120676.87052057635,0.0
44,21426596.32054428,152312.0887428906,0.0,0.0,0.0,177749.4832363416,0.0,0.0,0.0,111383.02716339694,78857.16597407167,1030629.745470496,0.0,256870.7222535496,1015065.8633305024,0.0,8801.767907450869,0.0
45,1571059.3648168272,409935.5420302618,0.0,753624.4628983398,0.0,510280.364705605,0.0,0.0,0.0,89465.3709393496,5519.5034680525205,934164.359646608,29878081.134175185,53773.25908689444,2260680.48653643,0.0,2200.441976862717,129274.88367971109
46,476054.44123387366,74199.31147392615,0.0,0.0,0.0,736437.0112207589,0.0,0.0,0.0,511937.71225051535,20752.934519771483,1351743.4507832895,10116918.746627482,0.0,8414644.794626417,309651.6248466079,0.0,0.0
47,0.0,54592.84784078427,0.0,0.0,0.0,188727.17465772916,33818.624302753895,9249.5582345794,87051.40836186643,312244.4779646392,119090.75957522057,572567.3756474064,136989.41240529288,16006.0871529552,15320.64489922182,0.0,3242.7565974818986,8853.831535310546
48,0.0,82495.85895940734,740440.9600193476,0.0,0.0,273429.58337404416,0.0,0.0,0.0,97884.36146908293,0.0,414773.6338009344,2792504.9296043552,0.0,3977847.6223440343,359232.5403131688,694.8764137461211,0.0
49,2756634.3563795504,118570.18665807038,220974.33579759183,0.0,0.0,0.0,0.0,0.0,0.0,276075.4504330252,0.0,664840.4554148569,4508241.850362549,0.0,269997.4957867886,0.0,0.0,0.0
50,0.0,118147.53235220624,561819.8841893331,0.0,7278.389413914637,44477.87889551118,0.0,4186.642148283308,154748.5858734452,503072.7545221786,59485.1036215783,915595.4080733968,168463.28460158993,0.0,291823.6406557805,26182.49364542908,0.0,52765.25864478003
51,0.0,315386.2084221365,0.0,0.0,0.0,103012.06378076952,0.0,0.0,440628.4803272534,415676.23629439913,67077.907941078,505474.5987972208,0.0,89562.15058619877,57048.23050413754,294553.0535110772,19861.884159576628,0.0
52,0.0,40386.967004795246,0.0,0.0,2873.048452861041,0.0,0.0,0.0,0.0,75335.82481774289,0.0,1021472.3092613583,1398984.8571012034,0.0,0.0,0.0,0.0,0.0
53,0.0,1565.3863180153196,0.0,1447050.6599008725,0.0,80206.01112305294,0.0,0.0,0.0,31108.93141477688,632331.8521847606,702962.9152866547,113404.5525610703,0.0,0.0,0.0,18367.89987002247,0.0
54,40256.941941403566,139765.5174039978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317724.4358830884,0.0,779345.4612391737,256064.1925944167,0.0,0.0,0.0,0.0,0.0
55,0.0,4696.158954045959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72172.72088228236,100706.03078533371,173526.53485271437,0.0,161319.7772606833,0.0,0.0,45977.65604286835,0.0
56,4119895.43828324,804099.8169065192,17600.87356482873,0.0,0.0,0.0,0.0,0.0,994048.6434379672,340414.3767681319,0.0,1422059.856911721,1810980.309467092,0.0,616290.2634083953,0.0,0.0,45342.3493778025
57,0.0,7044.238431068939,0.0,0.0,15801.766490735725,0.0,0.0,0.0,0.0,128644.13319909954,550918.1797307209,618541.9400698602,0.0,13398.353852754635,0.0,0.0,12600.425635929663,0.0
58,145408.07429234966,85665.76625338837,0.0,0.0,0.0,28355.660498049023,0.0,0.0,0.0,756664.9317963423,0.0,732976.0154634241,1403011.5404892417,0.0,1115681.6965907686,46500.10871428205,0.0,184365.39101053224
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139348.43369045688,2630.2326995773747,1499886.419394791,1615234.1904812444,0.0,110555.00540342984,0.0,0.0,34342.13443999243
60,0.0,9079.240644488851,0.0,0.0,8418.031966882849,0.0,0.0,82759.20525676306,46722.98901302919,354237.1844750894,126759.2827148596,908512.9516295664,3604169.252536016,25789.583120604224,369196.7468051168,0.0,0.0,0.0
61,47503.1914908562,89227.02012687322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133931.56381473696,188609.6031655276,690206.0243825958,406736.1107978387,343168.7101226007,877049.1793564573,49746.73792631525,23973.23627424118,49187.95297394748
62,24073.65128095933,75921.236423743,445515.164396478,0.0,0.0,250502.0064570502,0.0,0.0,145796.18834357648,89933.0926354459,113412.8443650344,1160292.6902130132,0.0,25492.841055408982,19247.04133068068,0.0,0.0,0.0
63,0.0,89360.07796390452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155544.65707388442,0.0,338242.87500803627,22598.733300213284,0.0,0.0,0.0,0.0,0.0
64,0.0,23245.98682252749,50949.89716134632,0.0,0.0,0.0,0.0,0.0,0.0,8157.936559819112,39423.60148571088,163087.0575742973,0.0,37677.25009600128,0.0,0.0,6010.680978903948,0.0
65,247217.8804621593,19567.328975191496,0.0,0.0,0.0,246977.802938007,0.0,0.0,0.0,330359.4480269362,67818.15903796663,704936.263389988,41088.60600038779,60247.63141842688,197128.19730883156,109966.47331080216,5628.498951343581,118498.25034632804
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238298.7655366895,252785.28843468556,1025030.4760936024,268719.48324253614,23559.521539743047,291862.13473844185,0.0,28513.09551071584,48293.62655623935
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.7290215740234,0.0,165001.33713402672,369005.70694646577,885580.1905703362,0.0,155933.4591682001,0.0,0.0,0.0,0.0
68,405789.97476934793,2277.63709271229,23768127.02576806,0.0,0.0,0.0,0.0,0.0,0.0,708317.7365682303,150816.94521360766,425585.7605065904,0.0,0.0,1063037.1891430907,37964.61578587217,21274.799534193746,0.0
69,0.0,25515.79698364971,0.0,0.0,11482.61698326796,0.0,0.0,0.0,0.0,313629.1517300592,622984.5630986111,1218256.6147589914,0.0,24161.99785392732,0.0,0.0,12623.588183054537,0.0
70,3237865.8403470884,0.0,95415.26195670312,0.0,0.0,79962.96260449824,0.0,0.0,0.0,0.0,0.0,38111.87324034212,0.0,0.0,782507.7123401538,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23929.947242136062,77890.75471702998,322868.9688081405,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,27394.26056526809,0.0,0.0,0.0,0.0,0.0,23367.30501367428,0.0,423713.4353931329,228061.1010586582,508961.8351987121,0.0,353150.0341337133,10008.461491953954,0.0,7620.478004082462,0.0
73,9073528.246949725,0.0,435093.59452256624,2375702.958654423,0.0,81016.17285156864,0.0,0.0,0.0,2156055.61477022,0.0,65361.86260718673,2834292.04190675,0.0,2675608.2035432444,74663.74437888194,0.0,0.0
74,128017.07537366332,43869.95156237933,256824.53616384827,0.0,0.0,0.0,0.0,0.0,0.0,131179.61988189133,9963.002649914297,758383.9309569856,128237.5393272103,72117.31402623636,628177.2361342238,0.0,0.0,8853.831535310546
75,0.0,53849.289339727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49763.413014896585,1992.60052998286,586457.03611722,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,417958.1469100904,0.0,0.0,0.0,69673.90865234903,0.0,0.0,0.0,150628.1406405001,18212.368844043336,411004.7930027228,293783.5329027727,0.0,118561.774596993,94256.9771235447,0.0,57415.75601686233
77,71657.35665569834,20256.09895511824,678837.9025424471,151753.6223988772,0.0,1467202.890341908,0.0,0.0,16796.402984610857,480800.49998899776,85073.08332735319,1108798.2561495833,990687.37927535,89355.33035894147,1142427.3852238825,35171.81646369307,6844.532675399293,96587.25311247868
78,1529763.7937733354,453101.0697495343,774216.1100284874,957844.9034834396,0.0,41318.2481543,0.0,0.0,0.0,37526.50817516792,7292.917939737265,1766686.4706875144,892732.1425704255,124721.58921993744,2921585.3917493434,88845.92843682268,12623.588183054537,42927.66804999053
79,0.0,0.0,0.0,0.0,85808.38045878308,64731.92210840334,0.0,11537.606850501674,0.0,181529.31660422025,142178.02561586697,953044.5581846152,123265.81800116337,18344.05493934192,0.0,0.0,0.0,0.0
80,0.0,23699.94885475194,508016.79278695135,0.0,0.0,0.0,0.0,0.0,0.0,348797.47237700206,186437.66858784624,675435.556175672,0.0,51794.97865225952,284317.294536815,0.0,15982.157516160789,87643.98893539733
81,2769677.605568565,30133.686621794903,80593.4736915842,0.0,0.0,0.0,0.0,0.0,0.0,167368.2264612489,0.0,584434.9895091907,3643943.023144391,0.0,235468.30363954743,0.0,0.0,46129.356625385655
82,3478884.151750272,9517.548813533143,0.0,2659857.623079941,0.0,97899.94327383554,35086.82271410717,0.0,104700.4206350362,89410.98469561747,102658.77930471693,653957.3982784481,13435785.154539203,30753.268574779093,722510.8351041559,14836.74639907648,32230.684324257585,164314.59272551583
83,458929.13813200063,90988.07973464044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397150.1062294872,20882.453554220367,997853.5344838018,7616299.056328681,23559.521539743047,613049.0616483088,0.0,20359.87892276135,0.0
84,2141669.3112826697,18001.942657176176,0.0,23961.098273506926,0.0,1007476.6174956816,0.0,0.0,425724.8699632433,234948.5729227904,0.0,550568.3554825644,0.0,0.0,544945.3306038283,82911.22987719209,0.0,82984.54829913794
85,0.0,47900.82133126878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683254.3800067167,0.0,835094.6624846297,572651.9018274046,13173.549257909755,328377.62155100924,0.0,0.0,0.0
86,0.0,148946.50815915765,0.0,0.0,5746.096905722082,890853.8366758487,0.0,0.0,61873.85607072132,761567.3078063562,390400.2588368917,1173133.2155055718,1070358.186310102,35294.3213906456,334744.5428231984,2691603.984239518,31941.1524851967,0.0
87,0.0,0.0,0.0,976814.106283299,0.0,0.0,0.0,0.0,329695.4857928514,348528.80433296534,35667.549486693184,334410.5144210908,805336.6776076007,0.0,303487.347702173,130580.82330763665,0.0,0.0
88,1396432.802063407,22901.601832564127,0.0,10548585.981732143,1915.3656352406936,34634.41389404559,0.0,0.0,149846.08246423138,538505.3923136597,168620.8309490045,1358693.5743339243,1332626.7584105772,0.0,581453.1185998634,144963.73981685902,0.0,72556.70226866107
89,0.0,0.0,0.0,0.0,51714.872151498734,133109.57199512728,0.0,1849.9116469158805,0.0,130248.5273891973,417522.54095075344,1071107.730841176,0.0,160015.91061058303,67210.66832673694,0.0,6010.680978903948,0.0
90,0.0,19567.328975191496,97267.985489843,1603716.3074458188,0.0,64002.77655273922,0.0,0.0,0.0,744547.6766928243,0.0,633863.9717756233,2894979.9129693224,0.0,0.0,0.0,0.0,0.0
91,40256.941941403566,68548.26686589085,0.0,0.0,0.0,0.0,0.0,584.1826253418569,46040.90158218205,94987.75012790982,48051.56178053666,1608257.5309537034,0.0,7103.825197098095,0.0,0.0,2895.318390608838,150246.83817496686
92,185181.9329304564,389796.84704899474,26864.491230528063,0.0,0.0,298625.613130882,99764.941693124,0.0,487683.9869628205,825626.6888486799,37789.66905112493,2040541.453182284,941874.1153468892,200615.6204395677,1718260.3677551872,929714.1668555412,12160.33724055712,24638.692807859148
93,2804346.883968502,0.0,427460.37356602994,0.0,0.0,44558.89506836275,0.0,0.0,18501.621561728716,178745.82865000996,16435.965471563617,616861.8416578484,7019248.740258247,0.0,1475970.9126680463,0.0,0.0,113042.8591983084
94,739117.4540441694,62568.491131072326,0.0,1684465.2086275371,0.0,223337.28369991927,0.0,0.0,0.0,690183.1874581898,15492.469120616734,28067107.92911755,79547.54121675076,53413.57173514264,1247516.230889399,29673.49279815296,0.0,156149.39253184054
95,0.0,5478.852113053618,0.0,0.0,0.0,0.0,0.0,0.0,7673.483597030341,369319.577586883,101503.07099732688,431912.3314644871,0.0,107546.51817378888,3849.408266136136,0.0,7991.0787580803935,0.0
96,0.0,69111.80594037636,0.0,0.0,0.0,0.0,0.0,0.0,95577.5012474557,708870.3008045488,0.0,847565.7143393861,404229.7058318151,0.0,123950.94616958358,0.0,0.0,0.0
97,99434.6465952668,235316.6982556529,2655619.803461359,31161568.04535092,9174.601392802924,6420377.767758396,0.0,0.0,257573.2660736518,330352.9216776884,82380.08371108136,477626.4647531319,1865052.914963602,0.0,347409.0960187863,12597270.442604112,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27368.75816274155,1052112.7622467512,14585.83587947453,939904.4312218616,100708.17330695048,0.0,357225.08709743345,0.0,0.0,0.0
99,24607184.58389714,14323.284809840174,465302.2517304117,63097.55878690158,62249.38314532255,68053.58519531766,0.0,0.0,11424.96446668962,1329517.4124765897,14625.687890074189,637823.3719400367,7549373.93487525,79940.51392683806,392847.5111922572,269461.4971008743,0.0,24638.692807859148
