CUSTNO,Frequency_가구인테리어/잡화_고가,Frequency_가구인테리어/잡화_저가,Frequency_가구인테리어/잡화_중가,Frequency_가전/레저취미/멀티샵_고가,Frequency_가전/레저취미/멀티샵_저가,Frequency_가전/레저취미/멀티샵_중가,Frequency_교육문화/아동_고가,Frequency_교육문화/아동_저가,Frequency_교육문화/아동_중가,Frequency_식품/생활_고가,Frequency_식품/생활_저가,Frequency_식품/생활_중가,Frequency_의류/이미용_고가,Frequency_의류/이미용_저가,Frequency_의류/이미용_중가,Frequency_침구/주방_고가,Frequency_침구/주방_저가,Frequency_침구/주방_중가
1,0.0,4.73137162665589,3.0740625968391693,2.804579493087558,0.0,1.0245559645486384,0.0,0.0,0.0,15.244740619125926,17.352701497718755,120.35705976177566,4.946571609000565,1.9614915710261909,18.907423060911597,16.372608748629222,2.652758929122201,5.73789044816659
2,0.9097538838230328,10.409017578642958,0.0,1.869719662058372,1.9545940955538303,0.0,0.0,0.0,0.0,6.669574020867593,2.041494293849265,96.6971249368112,5.935885930800678,0.0,3.9805101180866513,0.9095893749238456,0.0,1.912630149388864
3,0.0,17.979212181292382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.858388866086111,93.9087375170662,31.889477372778167,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,5.677645951987068,0.0,0.0,0.0,1.0245559645486384,0.0,0.0,0.0,0.9527962886953704,20.41494293849265,45.26248401297546,2.967942965400339,1.9614915710261909,4.975637647608314,1.8191787498476912,1.3263794645611005,1.912630149388864
6,0.0,3.785097301324712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8111851547814815,61.24482881547795,88.46758238899749,7.914514574400904,7.845966284104763,7.961020236173303,0.9095893749238456,9.284656251927704,0.9563150746944318
7,4.548769419115164,1.892548650662356,1.024687532279723,0.934859831029186,0.0,2.049111929097277,0.0,3.210746145803208,0.0,7.622370309562963,6.124482881547795,54.5207193792659,6.925200252600791,0.0,9.951275295216629,1.8191787498476912,0.0,0.9563150746944318
8,0.0,3.785097301324712,1.024687532279723,0.934859831029186,0.0,2.049111929097277,0.0,0.0,0.0,49.54540701215926,0.0,121.38575258025236,6.925200252600791,0.0,1.9902550590433257,1.8191787498476912,0.0,0.9563150746944318
9,3.639015535292131,1.892548650662356,0.0,0.0,0.0,5.122779822743192,0.0,0.0,0.0,2.858388866086111,4.08298858769853,21.60254918801101,27.700801010403165,0.0,34.8294635332582,6.36712562446692,0.0,0.0
10,0.0,1.892548650662356,0.0,0.0,2.9318911433307457,0.0,0.0,0.0,0.0,10.480759175649077,201.08718794415265,232.4845769757376,0.0,1.9614915710261909,0.0,0.0,3.979138393683301,0.0
11,0.9097538838230328,0.946274325331178,0.0,1.869719662058372,0.0,4.098223858194554,0.0,0.0,2.9047298478755024,20.96151835129815,2.041494293849265,58.63549065317275,13.850400505201582,0.0,8.956147765694965,0.9095893749238456,0.0,0.0
12,0.0,0.946274325331178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9527962886953704,38.78839158313603,14.40169945867401,0.0,0.0,0.0,0.0,0.0,0.9563150746944318
13,0.0,3.785097301324712,0.0,0.0,0.0,1.0245559645486384,0.0,0.0,0.0,22.867110928688888,144.94609486329782,256.14451180070205,1.978628643600226,2.942237356539286,1.9902550590433257,0.0,3.979138393683301,0.0
14,0.9097538838230328,5.677645951987068,1.024687532279723,1.869719662058372,0.0,1.0245559645486384,0.0,0.0,0.0,9.527962886953704,67.36931169702575,95.6684321183345,2.967942965400339,0.9807457855130952,7.961020236173303,0.0,2.652758929122201,0.0
15,0.0,2.838822975993534,1.024687532279723,0.0,0.0,1.0245559645486384,0.0,0.0,0.0,4.763981443476852,35.72615014236214,66.86503320098647,0.989314321800113,1.9614915710261909,0.9951275295216628,0.9095893749238456,0.0,0.0
16,0.0,0.946274325331178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96151835129815,0.0,59.66418347164947,2.967942965400339,0.0,0.9951275295216628,0.0,0.0,0.9563150746944318
17,0.0,9.46274325331178,4.098750129118892,0.0,0.0,0.0,0.0,0.0,0.0,5.716777732172222,11.228218616170958,28.80339891734802,4.946571609000565,0.0,1.9902550590433257,1.8191787498476912,0.0,11.47578089633318
18,0.0,6.623920277318246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.716777732172222,0.0,24.68862764344116,3.957257287200452,0.0,0.0,0.0,0.0,0.0
19,0.0,6.623920277318246,0.0,2.804579493087558,0.0,0.0,0.0,0.0,0.0,5.716777732172222,3.0622414407738976,56.578105016219325,9.89314321800113,0.0,0.0,0.0,0.0,0.0
20,0.0,8.516468927980602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53668494955648,0.0,108.01274594005508,0.0,0.0,0.0,0.0,0.0,0.9563150746944318
21,0.0,0.0,0.0,0.0,0.9772970477769152,0.0,1.5767897048624488,2.140497430535472,6.777702978376173,20.00872206260278,60.22408166855332,165.61954377475112,0.0,6.865220498591667,0.9951275295216628,0.0,3.979138393683301,0.0
22,1.8195077676460656,0.0,1.024687532279723,0.0,0.0,0.0,0.0,0.0,0.0,3.8111851547814815,0.0,58.63549065317275,5.935885930800678,0.0,0.0,0.9095893749238456,0.0,0.0
23,2.7292616514690984,1.892548650662356,3.0740625968391693,8.413738479262673,0.0,3.073667893645915,0.0,3.210746145803208,0.0,20.96151835129815,14.290460056944855,103.89797466614822,16.81834347060192,0.0,5.970765177129977,0.0,2.652758929122201,0.9563150746944318
24,0.0,2.838822975993534,0.0,0.0,3.9091881911076607,0.0,0.0,0.0,0.0,0.0,34.70540299543751,86.41019675204406,0.0,9.807457855130954,0.0,0.0,2.652758929122201,0.0
25,0.9097538838230328,4.73137162665589,0.0,0.0,0.0,2.049111929097277,0.0,0.0,0.0,0.9527962886953704,5.103735734623163,33.946863009731594,2.967942965400339,0.0,0.0,0.0,0.0,0.0
26,9.097538838230328,2.838822975993534,0.0,0.934859831029186,0.0,1.0245559645486384,0.0,0.0,2.9047298478755024,10.480759175649077,1.0207471469246323,29.832091735824736,6.925200252600791,0.9807457855130952,13.93178541330328,5.4575362495430735,0.0,0.9563150746944318
27,0.0,1.892548650662356,0.0,0.934859831029186,0.0,1.0245559645486384,0.0,0.0,0.0,12.386351753039817,2.041494293849265,34.97555582820831,9.89314321800113,0.0,1.9902550590433257,0.0,1.3263794645611005,0.0
28,0.0,0.946274325331178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.244740619125926,57.16184022777942,121.38575258025236,0.0,5.884474713078572,0.0,0.0,0.0,0.9563150746944318
29,1.8195077676460656,1.892548650662356,2.049375064559446,8.413738479262673,0.0,8.196447716389107,0.0,0.0,0.0,8.575166598258333,12.24896576309559,30.86078455430145,6.925200252600791,2.942237356539286,10.946402824738293,4.547946874619228,2.652758929122201,0.9563150746944318
30,2.7292616514690984,10.409017578642958,2.049375064559446,0.0,0.0,0.0,0.0,0.0,0.0,9.527962886953704,85.74276034166914,174.87777914104154,20.775600757802373,0.9807457855130952,0.9951275295216628,0.9095893749238456,14.590174110172104,0.9563150746944318
31,0.0,19.871760831954735,1.024687532279723,0.0,0.0,0.0,0.0,0.0,5.809459695751005,16.197536907821295,0.0,74.06588293032348,1.978628643600226,0.0,4.975637647608314,1.8191787498476912,0.0,0.9563150746944318
32,0.0,0.946274325331178,0.0,0.0,1.9545940955538303,1.0245559645486384,0.0,0.0,0.0,11.433555464344444,26.53942582004045,153.27522995303053,0.0,4.903728927565477,0.0,0.0,0.0,0.0
33,0.0,0.946274325331178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.244740619125926,89.82574892936766,131.67268076501952,0.0,2.942237356539286,0.0,0.0,2.652758929122201,0.0
34,0.0,17.032937855961205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58388866086111,0.0,125.50052385415924,0.0,0.0,1.9902550590433257,0.0,0.0,0.0
35,0.0,4.73137162665589,5.123437661398615,0.0,1.9545940955538303,0.0,0.0,0.0,0.0,11.433555464344444,5.103735734623163,52.463333742312464,0.0,0.9807457855130952,8.956147765694965,0.0,0.0,0.0
36,0.0,4.73137162665589,2.049375064559446,0.0,0.0,1.0245559645486384,0.0,0.0,0.0,13.339148041735186,5.103735734623163,50.40594810535904,6.925200252600791,0.0,1.9902550590433257,0.0,0.0,1.912630149388864
37,0.0,5.677645951987068,2.049375064559446,4.674299155145929,0.0,0.0,0.0,0.0,0.9682432826251676,12.386351753039817,0.0,154.30392277150725,18.79697211420215,0.0,0.9951275295216628,0.0,0.0,0.9563150746944318
38,0.0,11.355291903974136,0.0,0.0,0.0,0.0,0.0,6.421492291606416,2.9047298478755024,28.58388866086111,102.07471469246326,210.88202778772657,0.0,7.845966284104763,0.9951275295216628,1.8191787498476912,5.305517858244402,0.0
39,0.0,2.838822975993534,0.0,0.0,0.0,0.0,0.0,0.0,0.9682432826251676,7.622370309562963,0.0,61.7215691086029,10.882457539801244,0.0,0.0,0.9095893749238456,0.0,0.0
40,0.0,8.516468927980602,3.0740625968391693,1.869719662058372,0.0,0.0,0.0,0.0,0.0,16.197536907821295,28.58092011388971,25.717320461917875,0.989314321800113,0.9807457855130952,4.975637647608314,5.4575362495430735,1.3263794645611005,0.9563150746944318
41,0.0,3.785097301324712,1.024687532279723,0.0,0.0,0.0,0.0,0.0,0.0,1.9055925773907407,1.0207471469246323,63.778954745556334,0.989314321800113,0.0,0.0,0.9095893749238456,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.070248715267736,0.0,10.480759175649077,60.22408166855332,162.53346531932098,0.0,7.845966284104763,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.716777732172222,27.56017296696508,70.97980447489334,0.0,3.922983142052381,1.9902550590433257,0.0,2.652758929122201,0.0
44,14.556062141168525,0.946274325331178,0.0,0.0,0.0,2.049111929097277,0.0,0.0,0.0,13.339148041735186,5.103735734623163,69.95111165641661,1.978628643600226,0.0,3.9805101180866513,3.6383574996953834,2.652758929122201,0.0
45,3.639015535292131,3.785097301324712,2.049375064559446,0.0,0.0,1.0245559645486384,0.0,1.070248715267736,0.0,3.8111851547814815,13.269712910020225,56.578105016219325,32.64737261940373,0.9807457855130952,9.951275295216629,0.0,0.0,0.0
46,0.9097538838230328,4.73137162665589,0.0,0.0,0.0,2.049111929097277,0.0,0.0,0.0,5.716777732172222,1.0207471469246323,55.54941219774261,4.946571609000565,0.0,3.9805101180866513,2.7287681247715367,0.0,0.0
47,0.0,0.0,0.0,0.0,2.9318911433307457,0.0,0.0,2.140497430535472,3.87297313050067,14.291944330430557,76.55603601934745,70.97980447489334,0.0,3.922983142052381,0.0,0.9095893749238456,0.0,0.9563150746944318
48,0.0,9.46274325331178,3.0740625968391693,0.0,0.0,2.049111929097277,0.0,0.0,0.0,3.8111851547814815,5.103735734623163,40.11901992059189,7.914514574400904,0.0,2.9853825885649883,0.9095893749238456,2.652758929122201,3.825260298777727
49,0.0,2.838822975993534,3.0740625968391693,0.0,0.0,0.0,0.0,0.0,0.0,3.8111851547814815,0.0,47.31986964992889,9.89314321800113,0.0,1.9902550590433257,0.0,0.0,0.9563150746944318
50,0.0,14.19411487996767,0.0,0.0,0.0,0.0,0.0,0.0,17.428379087253013,23.81990721738426,13.269712910020225,120.35705976177566,2.967942965400339,1.9614915710261909,3.9805101180866513,1.8191787498476912,0.0,1.912630149388864
51,0.0,6.623920277318246,0.0,0.934859831029186,0.0,2.049111929097277,0.0,1.070248715267736,0.0,12.386351753039817,56.14109308085479,110.07013157700852,6.925200252600791,5.884474713078572,0.9951275295216628,1.8191787498476912,17.242933039294307,0.9563150746944318
52,0.9097538838230328,9.46274325331178,0.0,0.0,0.0,4.098223858194554,0.0,0.0,2.9047298478755024,12.386351753039817,1.0207471469246323,122.41444539872909,6.925200252600791,0.0,6.96589270665164,0.9095893749238456,0.0,0.9563150746944318
53,3.639015535292131,4.73137162665589,0.0,7.478878648233487,0.0,1.0245559645486384,0.0,0.0,0.0,0.9527962886953704,2.041494293849265,73.03719011184677,0.989314321800113,0.0,3.9805101180866513,0.9095893749238456,0.0,0.9563150746944318
54,0.0,7.570194602649424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.527962886953704,0.0,72.00849729337006,1.978628643600226,0.0,0.9951275295216628,0.0,0.0,0.0
55,0.0,1.892548650662356,0.0,0.0,0.9772970477769152,0.0,0.0,0.0,0.0,11.433555464344444,57.16184022777942,31.889477372778167,0.0,10.78820364064405,0.0,0.0,7.958276787366603,0.0
56,0.9097538838230328,0.0,0.0,0.934859831029186,0.0,1.0245559645486384,0.0,0.0,4.841216413125837,6.669574020867593,5.103735734623163,78.18065420423034,3.957257287200452,0.0,7.961020236173303,2.7287681247715367,1.3263794645611005,0.0
