CUSTNO,Monetary_가구인테리어/잡화_고가,Monetary_가구인테리어/잡화_저가,Monetary_가구인테리어/잡화_중가,Monetary_가전/레저취미/멀티샵_고가,Monetary_가전/레저취미/멀티샵_저가,Monetary_가전/레저취미/멀티샵_중가,Monetary_교육문화/아동_고가,Monetary_교육문화/아동_저가,Monetary_교육문화/아동_중가,Monetary_식품/생활_고가,Monetary_식품/생활_저가,Monetary_식품/생활_중가,Monetary_의류/이미용_고가,Monetary_의류/이미용_저가,Monetary_의류/이미용_중가,Monetary_침구/주방_고가,Monetary_침구/주방_저가,Monetary_침구/주방_중가
1,0.0,396977.72396394616,929676.6724044974,1408528.9105298524,0.0,0.0,0.0,0.0,72849.88282567386,2872479.795491419,747.3809878253275,521241.2456842349,1455275.5081685956,0.0,3707521.037695056,0.0,0.0,0.0
2,0.0,529204.6679190304,285812.4200046928,1481465.6832708789,0.0,236452.983656963,0.0,0.0,348299.9145515058,792613.7558030987,0.0,1772862.2568761252,2887971.9003850822,0.0,822403.7904114401,1130607.084931369,0.0,115137.68984964782
3,0.0,1649.4005482962696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28543.00687922448,263918.16394483094,178181.04322254387,0.0,0.0,83669.02768893253,0.0,0.0,0.0
4,0.0,150865.17015083213,303519.2371316157,116690.99161309694,5053.969564207731,136807.35678170086,0.0,0.0,0.0,76022.14672442076,62879.65377570422,910305.3016598468,782360.5292291596,15053.8486040553,1260055.556995324,0.0,5983.75455848354,0.0
6,39405.98061110866,112159.23728414634,268490.7330276045,0.0,14384.374913514312,0.0,0.0,0.0,0.0,238634.46805743777,228323.89527265372,672896.7673163582,381095.56308448885,121434.37873937942,972652.4468838406,96520.73200734492,47072.20252673718,0.0
7,0.0,136570.3653989311,85453.04443593738,633269.2637288907,0.0,62822.17019293929,0.0,6078.40422139545,208974.01954890465,129009.25871852176,17191.755735950064,469819.3321858248,461667.020572268,0.0,575506.9483298613,97899.59960744984,8975.631837725308,0.0
8,0.0,146906.6088349211,0.0,0.0,0.0,142074.7541286473,0.0,0.0,155492.7979194219,1569060.5285515978,0.0,1552618.7705597784,1710153.0699975253,0.0,298729.8047348725,33828.21845590755,0.0,0.0
9,0.0,10446.20347254304,0.0,0.0,0.0,2685077.543741788,0.0,0.0,0.0,118289.5924651473,3188.8255480547305,152379.80219290854,6898264.926316337,0.0,15020002.38500564,0.0,0.0,0.0
10,360716.28405553306,0.0,0.0,0.0,6123.0785104824445,57023.20063666797,0.0,0.0,14822.954997085024,206905.8889760408,427364.40693432745,1293783.770152838,0.0,0.0,243372.2842901825,0.0,19846.119285637076,0.0
11,5506692.771572249,192100.1838582389,443404.0094108544,0.0,0.0,388530.9602701784,0.0,0.0,550129.2697918155,908978.7074284127,4554.041485815662,705792.3464704718,3721785.638368296,0.0,1121217.2641740015,1574574.8748131534,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9666.1274425409,160986.90359392998,0.0,0.0,0.0,0.0,25730.14460147922,0.0
13,0.0,72793.54419814203,0.0,0.0,37904.77173155799,0.0,0.0,11999.60833361688,0.0,295601.50401851523,250270.98710714045,888327.0983270988,282371.64284254605,61018.26634177082,299116.77398793376,0.0,11269.404418477332,0.0
14,0.0,251808.48370656383,133878.5758949121,414792.3483389917,8747.25501497492,66688.14989712017,0.0,20855.21448375336,33499.878293412155,499181.8469131228,204999.6294046009,1569575.1615832592,788942.1239119559,89971.83515690385,1415052.4307890714,0.0,26926.89551317593,12879.60630472127
15,0.0,16494.005482962697,206567.30679347157,0.0,0.0,45425.26152412533,0.0,0.0,0.0,35974.453418968624,50393.408739102415,540758.7007959217,3736859.6132869576,20071.7981387404,1172412.250491167,0.0,6981.046984897463,0.0
16,0.0,54980.01827654232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115245.1605912292,0.0,416812.4279865273,0.0,0.0,0.0,0.0,0.0,0.0
17,6313747.46268294,0.0,11920493.379090138,0.0,0.0,0.0,0.0,0.0,0.0,55336.34026769143,11061.238619814849,276209.708596415,2816179.44096613,0.0,2496265.441099302,0.0,0.0,8985.771840503212
18,443317.2818749724,488750.3704711506,4739127.361135915,809335.3775451223,0.0,9664.949260452198,0.0,0.0,70972.3085260431,299707.4044768262,47694.8651190611,800009.0088928416,9862360.400040664,0.0,3060613.032861152,925771.7067104484,0.0,70448.45122954517
19,0.0,115666.96245018972,190336.8219075815,9805.965681772852,0.0,0.0,0.0,0.0,0.0,373800.2445654384,3976.066855230742,1558958.733363328,2388216.554454955,0.0,349213.60431668215,0.0,0.0,14387.219135739031
20,0.0,117613.25509717932,0.0,203964.0861808753,0.0,371327.3505865735,0.0,0.0,13439.479197357088,1569223.8314107351,0.0,976956.1669495048,0.0,0.0,46750.06922119105,0.0,0.0,10982.610027281704
21,0.0,0.0,17422.55439728308,0.0,37904.77173155799,57023.20063666797,94777.33126073069,22532.01564827624,38539.68299242106,187152.07526538827,230532.1569646817,1326835.8420596975,0.0,28301.235375623965,17570.49581467583,0.0,61931.85968030463,149163.8125523533
22,25550332.623363223,0.0,388871.41414735833,0.0,0.0,0.0,0.0,0.0,0.0,502179.6208272874,0.0,608957.4399156235,5325943.187546917,0.0,0.0,0.0,0.0,0.0
