,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가,총 평균 구매주기
1,-1,19.25,21.5,-1,,35.0,,,,8.25,20.666666666666668,3.4782608695652173,19.5,,9.857142857142858,27.5,-1,19.5,3.0714285714285716
2,10.0,7.625,19.0,25.333333333333332,30.0,,,,23.5,5.785714285714286,,3.24,5.142857142857143,,47.0,17.75,,,2.1
3,,10.0,,,,,,,,-1,3.230769230769231,8.3,,,,,,,3.0
4,,24.0,,,,-1,,,,23.333333333333332,14.8,2.806451612903226,-1,-1,21.75,-1,,,2.4857142857142858
6,,9.0,,,,,,,,8.714285714285714,2.4722222222222223,1.6181818181818182,20.0,18.666666666666668,39.0,40.5,15.5,19.0,1.435483870967742
7,,34.0,,-1,,84.0,,-1,,13.833333333333334,24.333333333333332,3.25,27.666666666666668,-1,10.428571428571429,-1,-1,6.0,2.606060606060606
8,-1,13.0,,4.0,,-1,,,,2.9655172413793105,,2.15,15.5,,10.0,-1,,,1.8695652173913044
9,7.0,,-1,28.0,,21.5,,,,,13.0,6.0,12.0,,6.916666666666667,17.25,,,2.774193548387097
10,,44.0,,,,,,,,7.454545454545454,2.022727272727273,1.7450980392156863,3.5,27.0,17.5,,28.5,-1,1.6181818181818182
11,,,,,,,,,4.0,3.0,12.5,6.363636363636363,13.25,,,,,-1,5.571428571428571
12,,,,,,,,,,-1,5.076923076923077,3.8421052631578947,,-1,,,-1,,3.0416666666666665
13,,21.5,85.0,,,,,-1,,6.857142857142857,2.230769230769231,1.7058823529411764,-1,13.0,-1,,2.0,-1,1.6415094339622642
14,47.0,17.25,-1,12.666666666666666,,4.0,,,,11.333333333333334,8.444444444444445,2.4242424242424243,24.5,,6.0,-1,-1,-1,2.1025641025641026
15,,32.5,26.5,,,8.5,,,,9.428571428571429,3.8181818181818183,2.71875,-1,34.5,10.833333333333334,,-1,,1.76
16,,9.0,,,,,,,,3.782608695652174,8.6,3.48,-1,-1,-1,-1,,,2.3513513513513513
17,,-1,19.0,,,,,,,12.4,8.1,5.1875,28.5,,-1,-1,,,3.2222222222222223
18,,20.0,52.0,,-1,,,-1,,12.4,,5.384615384615385,12.6,,,,,-1,3.95
19,,24.333333333333332,,,,,,,,14.166666666666666,,5.3125,7.0,,-1,-1,,-1,5.3125
20,-1,10.0,,-1,,7.5,,,,5.0588235294117645,,2.2564102564102564,,,-1,,,,2.1463414634146343
21,,-1,,,,,,-1,,6.538461538461538,2.933333333333333,2.4444444444444446,-1,26.0,,,-1,,2.3157894736842106
22,26.333333333333332,,,5.0,,,,,,35.0,,2.0238095238095237,16.6,,,,,,1.9111111111111112
23,,26.5,-1,9.333333333333334,,,,,,9.75,,2.7096774193548385,7.0,,-1,-1,,,2.625
24,,-1,,,17.5,,,,,-1,6.076923076923077,3.739130434782609,,9.428571428571429,,,,,2.6875
25,9.5,16.75,16.5,,,-1,,,,15.0,-1,4.2105263157894735,10.857142857142858,-1,6.083333333333333,,,,2.806451612903226
26,13.333333333333334,7.833333333333333,23.0,12.333333333333334,,13.333333333333334,,,,11.5,,6.454545454545454,23.333333333333332,-1,11.833333333333334,2.0,,,2.896551724137931
27,-1,,,,,,,,,6.384615384615385,,4.611111111111111,12.5,,,,,,4.095238095238095
28,,,,,,,,,,9.4,4.2727272727272725,2.5454545454545454,,-1,,,,,2.4347826086956523
29,9.5,7.0,3.0,5.0,,12.142857142857142,,,-1,15.6,8.0,4.555555555555555,6.75,21.0,5.4,7.0,-1,-1,2.5294117647058822
30,,78.0,-1,,,-1,,,,8.142857142857142,9.5,2.892857142857143,6.166666666666667,-1,,14.0,9.5,,2.3823529411764706
31,,7.545454545454546,,,,-1,,,13.0,6.0,,3.36,-1,,31.0,,,,3.0
32,,-1,,,54.0,-1,,,,6.3076923076923075,3.185185185185185,1.3333333333333333,,10.142857142857142,,,30.0,,1.2222222222222223
