CUSTNO,주말,평일,주말 비율
1,66.0,314.0,0.1736842105263158
2,144.0,334.0,0.301255230125523
3,96.0,498.0,0.16161616161616163
4,104.0,251.0,0.29295774647887324
6,178.0,384.0,0.3167259786476868
7,111.0,176.0,0.3867595818815331
8,263.0,385.0,0.4058641975308642
9,70.0,158.0,0.30701754385964913
10,586.0,678.0,0.46360759493670883
11,115.0,240.0,0.323943661971831
12,43.0,118.0,0.2670807453416149
13,192.0,651.0,0.2277580071174377
14,198.0,370.0,0.3485915492957746
15,127.0,278.0,0.3135802469135803
16,21.0,122.0,0.14685314685314685
17,125.0,87.0,0.589622641509434
18,162.0,334.0,0.32661290322580644
19,80.0,144.0,0.35714285714285715
20,79.0,374.0,0.17439293598233996
21,288.0,453.0,0.38866396761133604
22,79.0,79.0,0.5
23,190.0,141.0,0.5740181268882175
24,63.0,244.0,0.20521172638436483
25,46.0,132.0,0.25842696629213485
26,182.0,186.0,0.4945652173913043
27,118.0,126.0,0.48360655737704916
28,161.0,432.0,0.2715008431703204
29,105.0,197.0,0.347682119205298
30,134.0,755.0,0.15073115860517436
31,208.0,105.0,0.6645367412140575
32,160.0,354.0,0.311284046692607
33,429.0,438.0,0.49480968858131485
34,115.0,360.0,0.24210526315789474
35,163.0,173.0,0.4851190476190476
36,114.0,258.0,0.3064516129032258
37,162.0,179.0,0.4750733137829912
38,136.0,789.0,0.14702702702702702
39,58.0,133.0,0.3036649214659686
40,36.0,301.0,0.10682492581602374
41,7.0,206.0,0.03286384976525822
42,174.0,494.0,0.26047904191616766
43,86.0,237.0,0.26625386996904027
44,209.0,190.0,0.5238095238095238
45,78.0,146.0,0.3482142857142857
46,49.0,146.0,0.2512820512820513
47,255.0,589.0,0.30213270142180093
48,92.0,156.0,0.3709677419354839
49,39.0,237.0,0.14130434782608695
50,221.0,420.0,0.34477379095163807
51,256.0,656.0,0.2807017543859649
52,94.0,323.0,0.22541966426858512
53,67.0,218.0,0.23508771929824562
54,65.0,203.0,0.24253731343283583
55,91.0,267.0,0.2541899441340782
56,58.0,196.0,0.2283464566929134
57,162.0,625.0,0.20584498094027953
58,114.0,105.0,0.5205479452054794
59,91.0,210.0,0.3023255813953488
60,120.0,360.0,0.25
61,146.0,527.0,0.21693907875185736
62,167.0,200.0,0.4550408719346049
63,71.0,160.0,0.30735930735930733
64,77.0,371.0,0.171875
65,77.0,225.0,0.25496688741721857
66,198.0,575.0,0.25614489003880986
67,122.0,409.0,0.2297551789077213
68,151.0,580.0,0.20656634746922026
69,376.0,938.0,0.2861491628614916
70,126.0,282.0,0.3088235294117647
71,93.0,340.0,0.21478060046189376
72,99.0,185.0,0.3485915492957746
73,122.0,177.0,0.4080267558528428
74,47.0,295.0,0.13742690058479531
75,87.0,244.0,0.2628398791540785
76,230.0,121.0,0.6552706552706553
77,13.0,395.0,0.031862745098039214
78,120.0,190.0,0.3870967741935484
79,98.0,638.0,0.1331521739130435
80,167.0,432.0,0.27879799666110183
81,108.0,155.0,0.41064638783269963
82,128.0,300.0,0.29906542056074764
83,119.0,255.0,0.3181818181818182
84,57.0,145.0,0.28217821782178215
85,71.0,124.0,0.3641025641025641
86,251.0,456.0,0.355021216407355
87,116.0,116.0,0.5
88,223.0,322.0,0.4091743119266055
89,195.0,460.0,0.29770992366412213
90,82.0,113.0,0.4205128205128205
91,66.0,252.0,0.20754716981132076
92,313.0,438.0,0.4167776298268975
93,78.0,216.0,0.2653061224489796
94,78.0,130.0,0.375
95,99.0,371.0,0.21063829787234042
96,97.0,244.0,0.2844574780058651
97,273.0,311.0,0.4674657534246575
98,139.0,229.0,0.37771739130434784
99,131.0,381.0,0.255859375
100,79.0,211.0,0.27241379310344827
101,82.0,190.0,0.3014705882352941
102,242.0,797.0,0.2329162656400385
103,94.0,284.0,0.24867724867724866
104,377.0,604.0,0.3843017329255861
105,216.0,791.0,0.21449851042701093
106,74.0,199.0,0.27106227106227104
107,104.0,190.0,0.35374149659863946
108,69.0,232.0,0.2292358803986711
109,190.0,409.0,0.31719532554257096
110,329.0,279.0,0.5411184210526315
111,202.0,348.0,0.36727272727272725
112,79.0,180.0,0.305019305019305
113,202.0,453.0,0.3083969465648855
114,106.0,220.0,0.32515337423312884
115,95.0,167.0,0.36259541984732824
116,170.0,498.0,0.25449101796407186
117,108.0,337.0,0.24269662921348314
118,62.0,189.0,0.24701195219123506
119,113.0,299.0,0.27427184466019416
120,127.0,351.0,0.26569037656903766
121,85.0,152.0,0.35864978902953587
122,138.0,249.0,0.35658914728682173
123,169.0,464.0,0.2669826224328594
124,157.0,88.0,0.6408163265306123
125,125.0,240.0,0.3424657534246575
126,120.0,343.0,0.2591792656587473
127,60.0,159.0,0.273972602739726
128,80.0,211.0,0.27491408934707906
129,76.0,250.0,0.2331288343558282
130,152.0,306.0,0.3318777292576419
131,385.0,638.0,0.3763440860215054
132,302.0,511.0,0.3714637146371464
133,80.0,427.0,0.15779092702169625
134,64.0,118.0,0.3516483516483517
135,78.0,203.0,0.2775800711743772
136,117.0,97.0,0.5467289719626168
137,103.0,276.0,0.2717678100263852
138,66.0,181.0,0.26720647773279355
139,112.0,308.0,0.26666666666666666
140,132.0,270.0,0.3283582089552239
141,71.0,371.0,0.16063348416289594
143,400.0,119.0,0.7707129094412332
144,100.0,3294.0,0.02946375957572186
145,216.0,102.0,0.6792452830188679
146,44.0,162.0,0.21359223300970873
147,24.0,628.0,0.03680981595092025
148,130.0,340.0,0.2765957446808511
149,82.0,183.0,0.30943396226415093
150,224.0,525.0,0.29906542056074764
151,226.0,359.0,0.38632478632478634
152,127.0,361.0,0.26024590163934425
153,107.0,311.0,0.25598086124401914
154,177.0,107.0,0.6232394366197183
155,50.0,275.0,0.15384615384615385
156,229.0,329.0,0.4103942652329749
157,64.0,314.0,0.1693121693121693
158,118.0,192.0,0.38064516129032255
159,33.0,162.0,0.16923076923076924
160,116.0,334.0,0.2577777777777778
161,69.0,205.0,0.2518248175182482
162,130.0,271.0,0.32418952618453867
163,222.0,384.0,0.36633663366336633
164,26.0,170.0,0.1326530612244898
165,61.0,139.0,0.305
166,143.0,184.0,0.43730886850152906
167,60.0,243.0,0.19801980198019803
168,99.0,328.0,0.23185011709601874
169,69.0,265.0,0.20658682634730538
170,158.0,514.0,0.23511904761904762
171,54.0,176.0,0.23478260869565218
172,91.0,447.0,0.1691449814126394
173,197.0,510.0,0.27864214992927866
175,121.0,1535.0,0.07306763285024155
176,122.0,355.0,0.2557651991614256
177,71.0,215.0,0.24825174825174826
178,104.0,426.0,0.19622641509433963
179,276.0,232.0,0.5433070866141733
180,86.0,207.0,0.2935153583617747
181,31.0,230.0,0.11877394636015326
182,55.0,415.0,0.11702127659574468
183,308.0,486.0,0.3879093198992443
184,80.0,187.0,0.299625468164794
185,135.0,258.0,0.3435114503816794
186,96.0,428.0,0.183206106870229
187,77.0,134.0,0.36492890995260663
188,221.0,804.0,0.21560975609756097
189,54.0,352.0,0.1330049261083744
190,211.0,141.0,0.5994318181818182
191,71.0,123.0,0.36597938144329895
192,84.0,236.0,0.2625
193,146.0,383.0,0.27599243856332706
194,133.0,619.0,0.1768617021276596
195,45.0,198.0,0.18518518518518517
196,134.0,384.0,0.25868725868725867
197,103.0,372.0,0.2168421052631579
198,135.0,391.0,0.25665399239543724
199,72.0,185.0,0.2801556420233463
200,179.0,412.0,0.30287648054145516
201,140.0,262.0,0.3482587064676617
202,90.0,477.0,0.15873015873015872
203,191.0,250.0,0.4331065759637188
204,129.0,528.0,0.1963470319634703
205,155.0,486.0,0.24180967238689546
206,218.0,606.0,0.2645631067961165
207,69.0,339.0,0.16911764705882354
208,105.0,100.0,0.5121951219512195
209,70.0,175.0,0.2857142857142857
210,104.0,192.0,0.35135135135135137
211,32.0,191.0,0.14349775784753363
212,170.0,502.0,0.25297619047619047
213,242.0,1175.0,0.1707833450952717
214,159.0,355.0,0.3093385214007782
215,71.0,572.0,0.1104199066874028
216,130.0,399.0,0.24574669187145556
217,51.0,178.0,0.22270742358078602
218,98.0,202.0,0.32666666666666666
219,115.0,151.0,0.4323308270676692
220,500.0,385.0,0.5649717514124294
221,129.0,312.0,0.2925170068027211
222,175.0,183.0,0.4888268156424581
223,26.0,188.0,0.12149532710280374
