CUSTNO,주말,평일,주말 비율
1,103.0,370.0,0.21775898520084566
2,113.0,313.0,0.2652582159624413
3,113.0,487.0,0.18833333333333332
4,100.0,249.0,0.28653295128939826
6,164.0,393.0,0.29443447037701975
7,121.0,168.0,0.4186851211072664
8,295.0,381.0,0.4363905325443787
9,74.0,229.0,0.24422442244224424
10,607.0,639.0,0.4871589085072231
11,122.0,212.0,0.3652694610778443
12,39.0,101.0,0.2785714285714286
13,168.0,859.0,0.16358325219084713
14,217.0,421.0,0.3401253918495298
15,91.0,278.0,0.24661246612466126
16,16.0,170.0,0.08602150537634409
17,97.0,104.0,0.48258706467661694
18,152.0,235.0,0.39276485788113696
19,74.0,145.0,0.3378995433789954
20,77.0,367.0,0.17342342342342343
21,305.0,488.0,0.38461538461538464
22,62.0,98.0,0.3875
23,221.0,180.0,0.5511221945137157
24,82.0,261.0,0.239067055393586
25,41.0,140.0,0.2265193370165746
26,136.0,166.0,0.4503311258278146
27,126.0,113.0,0.5271966527196653
28,143.0,483.0,0.22843450479233227
29,130.0,195.0,0.4
30,179.0,791.0,0.18453608247422681
31,221.0,119.0,0.65
32,169.0,412.0,0.2908777969018933
33,453.0,376.0,0.5464414957780458
34,151.0,360.0,0.29549902152641877
35,188.0,123.0,0.6045016077170418
36,123.0,265.0,0.3170103092783505
37,235.0,245.0,0.4895833333333333
38,157.0,873.0,0.1524271844660194
39,66.0,167.0,0.2832618025751073
40,33.0,282.0,0.10476190476190476
41,12.0,206.0,0.05504587155963303
42,195.0,562.0,0.2575957727873184
43,77.0,210.0,0.2682926829268293
44,251.0,199.0,0.5577777777777778
45,110.0,175.0,0.38596491228070173
46,61.0,152.0,0.2863849765258216
47,187.0,552.0,0.2530446549391069
48,98.0,144.0,0.4049586776859504
49,41.0,218.0,0.1583011583011583
50,214.0,421.0,0.33700787401574805
51,271.0,472.0,0.36473755047106327
52,108.0,361.0,0.2302771855010661
53,67.0,250.0,0.2113564668769716
54,82.0,194.0,0.2971014492753623
55,84.0,248.0,0.25301204819277107
56,80.0,186.0,0.3007518796992481
57,161.0,610.0,0.20881971465629054
58,105.0,119.0,0.46875
59,110.0,225.0,0.3283582089552239
60,143.0,439.0,0.24570446735395188
61,91.0,499.0,0.15423728813559323
62,174.0,207.0,0.4566929133858268
63,64.0,166.0,0.2782608695652174
64,76.0,365.0,0.17233560090702948
65,90.0,201.0,0.30927835051546393
66,197.0,605.0,0.2456359102244389
67,118.0,485.0,0.1956882255389718
68,136.0,590.0,0.18732782369146006
69,364.0,1114.0,0.2462787550744249
70,115.0,278.0,0.2926208651399491
