CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
1,8,6,7,7,8,8,8,8,8,5,7,7,7,8,4,6,8,2
2,8,2,8,6,8,8,8,8,8,5,8,2,2,8,4,8,8,3
3,8,7,8,8,8,8,8,8,8,8,6,7,8,7,8,8,8,8
4,8,5,8,8,8,8,8,8,8,6,7,6,8,6,6,8,8,6
6,7,5,7,7,5,8,8,7,8,5,6,5,5,5,6,8,7,8
7,7,4,8,8,8,8,8,8,8,5,7,5,8,8,2,8,8,5
8,6,4,7,8,8,6,8,8,8,4,8,1,4,8,4,7,8,6
9,7,2,6,8,8,6,8,8,8,5,8,6,2,8,2,8,8,8
10,8,8,8,8,8,8,8,8,8,6,3,4,8,7,7,8,6,5
11,4,6,5,8,8,2,8,8,5,2,8,3,2,8,4,6,8,8
12,8,8,8,8,8,8,8,8,8,8,7,7,5,7,8,8,8,8
13,7,7,8,8,6,8,8,8,8,6,4,3,8,6,8,8,7,7
14,7,4,4,7,6,8,8,8,8,7,7,4,6,8,7,8,6,7
15,8,6,8,8,8,7,8,8,8,6,7,7,7,6,7,5,8,8
16,8,4,8,7,8,8,8,8,7,5,7,5,8,8,6,8,8,3
17,6,3,2,8,8,8,8,8,8,1,6,1,6,2,6,5,8,4
18,8,6,8,8,8,7,8,8,8,5,8,6,7,8,8,8,8,8
19,7,5,8,8,8,8,8,8,8,7,8,2,4,8,8,4,8,6
20,8,5,8,6,8,7,8,8,8,2,7,6,6,7,6,8,8,8
21,8,5,8,8,4,7,6,6,5,4,4,4,8,5,7,8,4,8
22,2,8,8,8,8,8,8,8,8,8,8,1,4,8,8,8,8,8
23,5,6,8,5,8,6,8,8,8,2,8,7,6,8,6,8,8,7
24,8,8,8,8,4,5,8,8,8,6,6,7,8,4,7,8,8,6
25,6,1,6,6,8,8,8,8,8,7,7,5,5,8,2,8,8,8
26,5,6,8,5,8,6,8,8,7,4,7,6,3,8,4,7,8,5
27,8,8,6,8,8,8,8,8,8,2,7,6,5,8,8,8,8,8
28,8,8,8,8,8,8,8,8,8,7,6,7,6,5,8,8,8,8
29,8,6,6,5,8,2,8,8,5,6,7,7,3,7,4,8,7,5
30,8,4,7,8,8,8,8,8,8,6,4,2,1,8,6,8,5,8
31,8,5,8,8,8,8,8,8,5,5,7,6,7,8,6,6,8,7
32,8,8,7,8,7,7,8,8,8,4,6,2,8,2,6,7,8,8
33,8,8,8,8,8,8,8,8,8,6,4,6,8,5,7,8,3,8
34,8,6,8,8,8,8,8,8,8,3,8,7,8,8,8,7,8,8
35,8,5,4,8,8,5,8,8,8,3,7,3,3,6,6,8,8,8
36,8,4,8,8,8,7,8,8,5,4,8,3,7,8,6,7,8,5
37,8,4,6,5,8,8,8,8,8,5,7,3,4,8,5,8,7,8
38,8,4,5,8,8,8,8,7,6,3,3,3,8,7,6,7,6,5
39,8,5,5,8,8,8,8,8,8,6,7,7,1,8,6,8,8,6
40,8,5,8,8,8,5,8,8,8,3,7,7,5,7,6,7,5,8
41,8,5,8,8,8,6,8,8,8,7,6,4,5,8,8,8,8,8
42,8,5,8,8,4,8,8,7,8,5,4,4,8,5,5,8,6,8
43,8,7,8,8,8,8,8,7,8,6,6,7,8,7,8,8,2,8
44,2,4,8,8,8,6,8,8,8,6,6,4,8,4,5,8,6,8
45,5,2,8,5,8,5,8,8,8,7,7,5,1,6,4,8,7,5
46,6,5,8,8,8,4,8,8,8,4,7,3,1,8,2,5,8,8
47,8,5,8,8,8,6,6,6,6,5,6,6,6,7,7,8,7,7
48,8,5,4,8,8,5,8,8,8,7,8,7,3,8,3,5,7,8
49,5,4,6,8,8,8,8,8,8,5,8,6,2,8,6,8,8,8
50,8,4,4,8,7,7,8,7,5,4,7,5,6,8,6,7,8,6
51,8,2,8,8,8,6,8,8,4,5,7,6,8,5,7,5,5,8
52,8,6,8,8,7,8,8,8,8,7,8,4,4,8,8,8,8,8
53,8,7,8,5,8,7,8,8,8,7,2,6,7,8,8,8,5,8
54,7,4,8,8,8,8,8,8,8,5,8,5,6,8,8,8,8,8
55,8,7,8,8,8,8,8,8,8,7,6,7,8,5,8,8,4,8
56,4,1,7,8,8,8,8,8,3,5,8,3,4,8,6,8,8,6
57,8,7,8,8,6,8,8,8,8,6,2,6,8,7,8,8,6,8
58,7,5,8,8,8,7,8,8,8,3,8,5,4,8,5,7,8,4
59,8,8,8,8,8,8,8,8,8,6,7,2,4,8,7,8,8,6
60,8,7,8,8,7,8,8,3,6,5,6,5,2,7,6,8,8,8
61,7,5,8,8,8,8,8,8,8,6,5,6,6,3,5,7,5,6
62,7,5,5,8,8,6,8,8,5,7,6,4,8,7,7,8,8,8
63,8,5,8,8,8,8,8,8,8,6,8,7,7,8,8,8,8,8
64,8,6,7,8,8,8,8,8,8,7,7,7,8,6,8,8,7,8
65,6,6,8,8,8,6,8,8,8,5,7,6,7,6,6,6,7,5
66,8,8,8,8,8,8,8,8,8,6,5,4,6,7,6,8,5,6
67,8,8,8,8,8,8,8,7,8,6,4,5,8,5,8,8,8,8
68,6,7,1,8,8,8,8,8,8,3,6,7,8,8,5,7,5,8
69,8,6,8,8,6,8,8,8,8,5,2,3,8,7,8,8,6,8
70,5,8,7,8,8,7,8,8,8,8,8,7,8,8,5,8,8,8
71,8,8,8,8,8,8,8,8,8,7,6,7,8,8,8,8,8,8
72,8,6,8,8,8,8,8,5,8,5,5,6,8,3,7,8,6,8
73,3,8,5,4,8,7,8,8,8,2,8,7,3,8,4,6,8,8
74,7,6,6,8,8,8,8,8,8,6,7,5,6,6,6,8,8,7
75,8,5,8,8,8,8,8,8,8,7,7,6,8,8,8,8,8,8
76,8,2,8,8,8,7,8,8,8,6,7,7,6,8,7,6,8,6
77,7,6,4,7,8,3,8,8,7,4,6,4,5,5,5,7,6,5
78,5,2,4,5,8,7,8,8,8,7,7,2,5,5,4,6,6,6
79,8,8,8,8,4,7,8,6,8,6,6,5,6,7,8,8,8,8
80,8,6,5,8,8,8,8,8,8,5,5,6,8,6,6,8,6,5
81,5,6,7,8,8,8,8,8,8,6,8,6,2,8,6,8,8,6
82,4,7,8,4,8,6,6,8,6,7,6,6,1,6,6,7,5,4
83,6,5,8,8,8,8,8,8,8,5,7,4,2,7,6,8,5,8
84,5,6,8,7,8,3,8,8,4,6,8,6,8,8,6,6,8,5
85,8,6,8,8,8,8,8,8,8,3,8,5,5,7,6,8,8,8
86,8,4,8,8,7,4,8,8,6,3,3,4,5,6,6,2,5,8
87,8,8,8,5,8,8,8,8,5,5,7,7,5,8,6,6,8,8
88,5,6,8,2,7,7,8,8,5,4,6,3,4,8,6,6,8,5
89,8,8,8,8,5,6,8,7,8,6,3,4,8,5,7,8,7,8
90,8,6,7,5,8,7,8,8,8,3,8,6,3,8,8,8,8,8
91,7,5,8,8,8,8,8,7,6,7,7,2,8,7,8,8,7,5
92,7,2,7,8,8,5,5,8,4,3,7,2,5,4,5,4,6,7
93,5,8,5,8,8,7,8,8,7,6,7,6,2,8,5,8,8,5
94,6,5,8,5,8,6,8,8,8,3,7,1,7,6,5,7,8,5
95,8,7,8,8,8,8,8,8,7,5,6,7,8,5,7,8,6,8
96,8,5,8,8,8,8,8,8,6,3,8,5,6,8,7,8,8,8
97,7,3,2,1,7,1,8,8,5,5,6,6,4,8,6,1,8,8
98,8,8,8,8,8,8,8,8,7,2,7,5,7,8,6,8,8,8
99,2,7,5,7,5,7,8,8,7,2,7,6,2,6,6,5,8,7
100,8,8,8,8,8,8,8,8,8,7,8,7,7,8,8,8,8,8
101,8,7,8,8,8,8,8,8,8,7,6,5,8,8,8,8,8,8
102,8,6,7,3,8,8,8,8,8,5,4,3,4,7,6,7,6,6
103,8,8,8,8,8,8,8,8,8,7,5,7,8,8,8,8,8,8
104,8,6,8,8,7,8,8,8,7,7,4,4,8,6,8,8,4,8
105,8,8,8,8,8,8,8,7,8,4,2,4,8,6,6,8,5,8
106,8,6,6,2,8,3,8,8,7,5,8,6,6,8,6,6,8,8
107,8,8,6,6,8,5,8,8,6,5,7,7,1,8,5,4,8,8
108,7,3,6,8,8,4,8,8,8,6,8,5,6,8,7,8,8,8
109,8,7,8,8,8,8,8,8,8,6,6,6,8,7,7,8,8,8
110,8,7,5,8,7,8,8,8,8,5,7,6,5,8,8,8,6,8
111,8,8,8,8,8,8,8,8,8,6,5,7,8,7,8,8,8,8
112,5,5,5,8,8,4,8,8,5,6,7,5,4,8,1,5,4,8
113,6,2,7,5,8,4,8,8,5,4,7,5,4,8,5,7,6,7
114,8,6,8,8,6,7,8,8,5,7,6,5,6,6,8,8,8,7
115,4,7,8,8,8,4,8,8,8,6,7,5,4,7,8,8,6,8
116,8,7,8,8,8,8,8,8,8,7,2,7,8,8,6,8,8,8
117,5,7,8,6,8,8,8,8,8,6,6,4,6,7,8,5,6,7
118,6,5,7,5,8,5,8,8,7,5,8,7,5,8,2,5,8,8
119,7,6,8,8,8,7,8,8,5,7,8,7,6,8,5,8,8,5
120,7,4,3,8,8,8,8,8,8,7,8,7,1,8,4,7,6,7
121,8,6,7,8,8,7,6,8,6,3,7,6,8,8,5,6,8,4
122,8,5,5,8,8,6,6,3,5,5,6,3,5,6,5,8,2,6
123,8,8,8,8,8,8,8,8,6,5,4,6,8,7,8,8,7,8
124,8,4,8,8,8,8,8,8,8,5,8,6,2,8,5,6,8,5
125,8,6,8,7,8,8,8,8,8,5,7,4,8,6,6,8,7,6
126,8,5,8,8,8,7,8,8,3,5,6,5,3,6,7,8,8,8
127,8,6,6,8,8,8,8,8,8,6,7,6,6,8,7,8,8,8
