CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
1,8,8,3,7,8,6,8,8,8,6,7,6,5,8,3,2,8,8
2,8,1,8,3,8,8,8,8,6,4,7,5,3,6,3,4,8,5
3,8,7,8,8,7,8,8,8,8,7,6,7,8,8,8,8,8,8
4,8,5,6,8,7,6,8,8,8,7,7,6,7,5,5,7,8,8
6,7,6,6,8,8,8,8,7,8,3,6,6,5,5,5,8,6,6
7,6,6,8,7,7,6,8,8,8,4,7,6,5,8,5,6,8,8
8,7,5,8,8,8,5,8,8,8,2,7,2,4,8,6,8,8,8
9,5,5,6,8,8,7,8,8,8,4,7,6,3,8,2,1,8,8
10,8,6,8,8,8,7,8,8,8,6,2,4,7,7,6,8,6,7
11,8,6,8,8,8,8,8,8,7,6,7,2,4,8,8,8,8,8
12,8,7,8,8,8,8,8,8,8,6,7,7,4,7,6,8,7,8
13,8,5,8,8,8,8,8,8,8,7,4,3,8,6,7,5,5,7
14,7,6,7,8,8,8,8,8,8,6,6,3,7,8,5,8,8,8
15,8,2,7,8,8,8,8,8,8,5,6,6,6,6,8,6,8,7
16,8,5,8,8,8,8,8,8,8,5,7,7,7,8,6,8,8,5
17,6,5,1,8,8,8,8,8,8,1,7,1,4,8,5,7,6,8
18,8,5,8,8,8,6,8,8,8,6,7,6,7,8,6,8,8,8
19,8,5,8,7,8,4,8,8,8,6,8,2,2,7,6,6,8,8
20,8,5,8,6,8,7,8,8,8,3,8,7,6,8,7,8,8,8
21,8,8,8,8,5,8,8,7,6,4,4,2,8,4,7,8,7,5
22,8,8,8,8,8,8,8,8,8,5,8,6,4,8,8,8,8,8
23,7,6,5,4,8,5,8,8,8,2,8,7,2,8,6,5,8,6
24,8,6,8,8,2,7,8,8,7,7,6,6,8,4,7,8,4,4
25,8,4,7,8,6,8,8,8,8,7,7,7,5,8,5,8,8,8
26,8,5,5,4,8,3,8,8,8,6,7,5,5,8,3,7,8,8
27,5,8,7,8,8,7,8,8,8,1,8,3,2,8,4,8,8,8
28,8,8,8,8,8,8,8,8,8,6,6,6,5,6,8,8,6,6
29,8,6,3,4,8,4,8,8,8,4,7,7,5,6,4,6,7,6
30,8,4,8,8,8,7,8,8,8,5,4,2,2,8,4,7,3,6
31,8,5,6,8,8,8,8,8,5,5,7,5,8,8,6,8,8,8
32,8,7,7,8,7,8,8,8,8,4,6,4,8,2,8,8,6,7
33,8,8,8,8,8,8,8,8,8,6,4,5,8,5,8,8,8,8
34,8,6,8,8,8,8,8,8,8,7,8,7,5,8,8,5,8,6
35,8,5,3,7,8,8,8,8,8,3,7,4,5,8,5,6,7,8
36,8,2,8,8,8,6,8,8,8,2,7,4,7,8,4,5,8,3
37,8,4,5,4,7,8,8,8,8,4,7,3,4,8,8,8,7,6
38,7,5,7,8,8,6,8,5,5,4,3,4,7,6,6,6,6,8
39,8,5,5,8,8,8,8,8,8,6,8,7,1,8,7,8,8,5
40,8,3,7,3,8,6,8,8,8,6,7,7,5,7,6,6,5,6
41,8,4,8,8,8,8,8,8,8,5,7,4,7,6,8,8,7,8
42,8,6,8,8,8,8,8,7,8,5,3,5,8,5,6,8,6,8
43,8,7,8,8,8,8,8,8,8,6,5,6,8,7,8,8,8,7
44,3,6,8,8,8,8,8,8,8,7,6,5,7,8,7,8,8,8
45,5,8,8,8,8,8,8,8,8,7,7,6,1,6,6,8,8,8
46,6,3,6,3,8,5,8,8,8,4,7,5,4,8,5,7,8,8
47,8,8,8,8,8,6,8,6,8,5,6,7,8,4,8,7,7,8
48,5,4,6,8,7,8,8,7,8,2,7,5,2,8,5,5,7,7
49,4,6,5,1,8,8,8,8,8,5,8,5,2,8,6,6,8,7
50,8,5,8,8,7,6,7,6,4,5,6,4,6,6,7,6,8,6
