,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
1,272.0,16.266666666666666,21.571428571428573,18.75,,187.0,,,92.0,10.16,21.4,4.278688524590164,9.653846153846153,,7.833333333333333,52.333333333333336,,31.857142857142858
2,,8.75,70.5,21.583333333333332,272.0,47.0,,,51.0,9.307692307692308,,3.0952380952380953,8.766666666666667,,19.923076923076923,24.272727272727273,,36.0
3,,4.029850746268656,,,272.0,,,,,48.0,1.560693641618497,3.857142857142857,,,272.0,,25.0,
4,,15.818181818181818,66.5,50.5,272.0,73.5,,,,16.0,11.176470588235293,3.375,24.625,47.0,17.692307692307693,272.0,272.0,92.5
6,94.0,27.666666666666668,51.0,,272.0,,,,,10.76,2.8617021276595747,2.25,14.470588235294118,10.521739130434783,11.0,31.0,12.631578947368421,272.0
7,31.0,37.0,42.333333333333336,53.0,,64.66666666666667,,94.0,7.0,17.266666666666666,29.875,3.6301369863013697,21.0,20.0,13.2,8.0,39.833333333333336,272.0
8,,23.5,,258.0,,37.0,,272.0,42.0,3.371794871794872,272.0,2.3333333333333335,17.266666666666666,,13.8,140.0,272.0,
9,272.0,90.0,,33.0,,23.375,,,,28.714285714285715,46.5,9.678571428571429,4.930232558139535,,4.754716981132075,272.0,,
10,272.0,39.2,,,86.5,125.0,,,85.0,12.142857142857142,1.7828947368421053,1.4782608695652173,39.666666666666664,272.0,24.5,,25.0,18.666666666666668
11,63.75,22.166666666666668,35.166666666666664,272.0,272.0,27.2,,,50.0,11.681818181818182,31.2,4.803571428571429,12.095238095238095,,22.9,21.88888888888889,272.0,23.0
12,,55.0,,,,,,,,65.25,4.962962962962963,5.955555555555556,272.0,36.0,107.0,,28.857142857142858,
13,,23.454545454545453,,,66.0,,,94.0,,7.542857142857143,3.011111111111111,2.2113821138211383,43.166666666666664,16.0,29.0,,26.22222222222222,
14,272.0,12.095238095238095,35.25,19.6,32.5,61.5,,272.0,28.0,8.16,5.3125,2.16260162601626,13.866666666666667,37.25,8.347826086956522,,35.5,65.0
15,,33.0,6.0,272.0,272.0,55.5,,,,12.666666666666666,5.413043478260869,1.794701986754967,12.944444444444445,57.666666666666664,12.25,,23.4,
16,,35.666666666666664,,272.0,,,,,,16.0625,,5.115384615384615,,272.0,14.0,,,
17,41.25,20.90909090909091,8.428571428571429,,,,,,,16.5625,49.6,5.930232558139535,20.571428571428573,147.0,26.666666666666668,272.0,272.0,40.0
18,272.0,11.173913043478262,9.631578947368421,44.0,,66.0,,,272.0,8.964285714285714,18.0,3.9545454545454546,5.923076923076923,,7.875,24.5,272.0,59.5
