CUSTNO,주말,평일,주말 비율
1,118.0,410.0,0.22348484848484848
2,119.0,297.0,0.2860576923076923
3,92.0,386.0,0.19246861924686193
4,58.0,236.0,0.19727891156462585
6,169.0,433.0,0.2807308970099668
7,129.0,169.0,0.43288590604026844
8,348.0,373.0,0.4826629680998613
9,75.0,213.0,0.2604166666666667
10,579.0,724.0,0.444359171143515
11,105.0,208.0,0.3354632587859425
12,38.0,131.0,0.22485207100591717
13,176.0,935.0,0.15841584158415842
14,120.0,395.0,0.23300970873786409
15,103.0,268.0,0.2776280323450135
16,39.0,240.0,0.13978494623655913
17,92.0,139.0,0.39826839826839827
18,95.0,161.0,0.37109375
19,58.0,140.0,0.29292929292929293
20,107.0,348.0,0.23516483516483516
21,285.0,491.0,0.36726804123711343
22,62.0,121.0,0.33879781420765026
23,223.0,196.0,0.5322195704057279
24,86.0,239.0,0.26461538461538464
25,39.0,194.0,0.16738197424892703
26,125.0,152.0,0.45126353790613716
27,107.0,94.0,0.5323383084577115
28,91.0,364.0,0.2
29,149.0,219.0,0.4048913043478261
30,187.0,688.0,0.21371428571428572
31,245.0,103.0,0.7040229885057471
32,164.0,435.0,0.27378964941569284
33,415.0,411.0,0.5024213075060533
34,170.0,269.0,0.38724373576309795
35,161.0,107.0,0.6007462686567164
36,68.0,230.0,0.22818791946308725
37,221.0,268.0,0.45194274028629855
38,170.0,926.0,0.1551094890510949
39,57.0,160.0,0.2626728110599078
40,35.0,276.0,0.11254019292604502
41,23.0,224.0,0.0931174089068826
42,240.0,578.0,0.293398533007335
43,78.0,236.0,0.2484076433121019
44,225.0,224.0,0.5011135857461024
45,97.0,206.0,0.3201320132013201
46,46.0,176.0,0.2072072072072072
47,168.0,452.0,0.2709677419354839
48,106.0,142.0,0.4274193548387097
49,49.0,198.0,0.19838056680161945
50,191.0,430.0,0.3075684380032206
51,241.0,452.0,0.3477633477633478
52,141.0,398.0,0.26159554730983303
53,69.0,258.0,0.21100917431192662
54,66.0,186.0,0.2619047619047619
55,110.0,266.0,0.2925531914893617
56,82.0,182.0,0.3106060606060606
57,146.0,494.0,0.228125
58,128.0,113.0,0.5311203319502075
59,119.0,242.0,0.3296398891966759
60,128.0,434.0,0.2277580071174377
61,68.0,475.0,0.1252302025782689
62,141.0,248.0,0.36246786632390743
63,46.0,158.0,0.22549019607843138
64,75.0,304.0,0.19788918205804748
65,117.0,251.0,0.3179347826086957
66,223.0,614.0,0.26642771804062126
67,123.0,597.0,0.17083333333333334
68,112.0,503.0,0.1821138211382114
69,369.0,1091.0,0.25273972602739725
70,105.0,212.0,0.3312302839116719
71,72.0,364.0,0.1651376146788991
72,137.0,269.0,0.3374384236453202
73,109.0,145.0,0.42913385826771655
74,63.0,242.0,0.20655737704918034
75,74.0,299.0,0.19839142091152814
76,134.0,157.0,0.46048109965635736
77,10.0,436.0,0.02242152466367713
78,127.0,281.0,0.3112745098039216
79,94.0,662.0,0.12433862433862433
80,170.0,482.0,0.2607361963190184
81,91.0,191.0,0.32269503546099293
82,158.0,385.0,0.29097605893186
83,153.0,315.0,0.3269230769230769
84,79.0,98.0,0.4463276836158192
85,119.0,202.0,0.3707165109034268
86,347.0,531.0,0.3952164009111617
87,98.0,77.0,0.56
88,308.0,314.0,0.49517684887459806
89,232.0,464.0,0.3333333333333333
90,87.0,142.0,0.3799126637554585
91,58.0,298.0,0.16292134831460675
92,269.0,407.0,0.3979289940828402
93,58.0,160.0,0.26605504587155965
94,165.0,409.0,0.2874564459930314
95,140.0,274.0,0.33816425120772947
96,89.0,218.0,0.2899022801302932
97,219.0,384.0,0.36318407960199006
98,118.0,172.0,0.4068965517241379
99,122.0,370.0,0.24796747967479674
100,107.0,262.0,0.2899728997289973
101,70.0,228.0,0.2348993288590604
102,199.0,931.0,0.17610619469026548
103,81.0,237.0,0.25471698113207547
104,250.0,567.0,0.30599755201958384
105,176.0,710.0,0.1986455981941309
106,69.0,228.0,0.23232323232323232
107,84.0,212.0,0.28378378378378377
108,107.0,257.0,0.29395604395604397
109,159.0,397.0,0.28597122302158273
110,315.0,294.0,0.5172413793103449
111,158.0,371.0,0.29867674858223064
112,94.0,262.0,0.2640449438202247
113,256.0,426.0,0.375366568914956
114,64.0,184.0,0.25806451612903225
115,67.0,150.0,0.3087557603686636
116,114.0,549.0,0.17194570135746606
117,124.0,396.0,0.23846153846153847
118,88.0,247.0,0.2626865671641791
119,112.0,327.0,0.255125284738041
120,103.0,360.0,0.2224622030237581
121,82.0,263.0,0.23768115942028986
122,232.0,255.0,0.47638603696098564
123,231.0,383.0,0.3762214983713355
124,136.0,98.0,0.5811965811965812
125,127.0,190.0,0.40063091482649843
126,138.0,405.0,0.2541436464088398
127,55.0,196.0,0.21912350597609562
128,71.0,192.0,0.26996197718631176
129,105.0,245.0,0.3
130,168.0,318.0,0.345679012345679
131,264.0,529.0,0.3329129886506936
132,400.0,699.0,0.36396724294813465
133,11.0,415.0,0.025821596244131457
134,98.0,247.0,0.28405797101449276
135,91.0,186.0,0.3285198555956679
136,90.0,110.0,0.45
137,103.0,300.0,0.2555831265508685
138,94.0,210.0,0.3092105263157895
139,93.0,393.0,0.19135802469135801
140,141.0,250.0,0.36061381074168797
141,76.0,343.0,0.18138424821002386
143,450.0,119.0,0.7908611599297012
144,134.0,3215.0,0.04001194386383995
145,270.0,48.0,0.8490566037735849
146,43.0,146.0,0.2275132275132275
147,56.0,577.0,0.08846761453396525
148,131.0,436.0,0.2310405643738977
149,98.0,217.0,0.3111111111111111
150,257.0,510.0,0.3350717079530639
151,93.0,382.0,0.1957894736842105
152,120.0,264.0,0.3125
153,98.0,281.0,0.25857519788918204
154,96.0,98.0,0.4948453608247423
155,125.0,262.0,0.32299741602067183
156,259.0,246.0,0.5128712871287129
157,67.0,273.0,0.19705882352941176
158,175.0,319.0,0.354251012145749
159,55.0,187.0,0.22727272727272727
160,124.0,395.0,0.23892100192678228
161,93.0,160.0,0.3675889328063241
162,139.0,307.0,0.3116591928251121
163,164.0,442.0,0.2706270627062706
164,32.0,254.0,0.11188811188811189
165,107.0,126.0,0.4592274678111588
