CUSTNO,ENGEL
1,13.667061813251754
2,13.998142796925054
3,86.55868561186108
4,31.842710865424785
6,34.48741626090676
7,9.067365066588488
8,52.008594691048756
9,2.5810968294147343
10,71.94503747212279
11,11.023160166030907
12,41.71231221510296
13,74.93733764380706
14,35.127766388550285
15,21.536439297934212
16,70.61899305446691
17,28.047288640269226
18,11.991719427887274
19,32.52249089476655
20,73.1097124804996
21,65.8006869730014
22,8.015283441399061
23,28.790526806913846
24,51.49270187070193
25,9.312977584572698
26,6.023374248449135
27,42.79049680114932
28,69.9122946853429
29,5.722709659809803
30,19.024831762601046
31,51.57211274717306
32,70.43476782410052
33,88.31503051442125
34,58.80033516092607
35,34.1067268829172
36,34.1738581296172
37,22.96772917837104
38,72.15050761651585
39,3.8035981935218315
40,13.309730531869562
41,66.80407508793206
42,72.74108912862648
43,60.719652014378156
44,10.318977853465345
45,2.965547283715004
46,10.518372737591648
47,54.93050818715985
48,12.009402026267328
49,9.694224418018898
50,41.95945053406181
51,43.20151651915239
52,39.72906711358247
53,16.23485563601788
54,55.86732405827093
55,55.48707888338531
56,8.296974726345931
57,84.05080974636276
58,32.16866793046815
59,37.30508144871936
60,44.54222652116474
61,55.96584758420736
62,36.64509740908341
63,68.23400519863999
64,86.7243221038203
65,38.35770093883183
66,76.1558493441487
67,72.91497656601643
68,4.380733083379474
69,91.24911971699493
70,15.127114692833803
71,86.45493214460159
72,60.892220665047226
73,1.3113696778566255
74,18.351409133228223
75,75.69500480222217
76,36.64458075441551
77,32.754376109541
78,15.252841604757148
79,71.59806892082518
80,69.33741576691979
81,9.717960916610568
82,5.126932641614691
83,8.887085201905805
84,5.887355474224363
85,59.96195333589716
86,42.843302649101695
87,17.264918478392097
88,28.23209596794511
89,50.59253742608586
90,14.382653186851718
91,71.33622644830643
92,24.91243418814147
93,9.041728220762694
94,31.88713591093763
95,59.28201557577344
96,45.40154682331147
97,5.664047330711501
98,50.44841115175206
99,4.4539732441259465
100,17.218033206085057
101,84.29012975090721
102,21.99344478769186
103,86.12887988977201
104,78.84411118006453
105,73.55710072352208
106,9.796552298498794
107,7.177723300231886
108,43.20782079326467
109,92.0614285763373
110,33.15153403352867
111,90.57253561388137
112,17.063625755683784
113,13.43790654741487
114,25.011433295169965
115,15.901667425084002
116,82.32310187549132
117,45.21448994735549
