CUSTNO,ENGEL
1,15.02276507188654
2,16.04270786988225
3,88.18245336274546
4,33.03751391284395
6,34.88401149004798
7,8.007897062334013
8,48.390076680751704
9,1.955662303273507
10,70.87575679809676
11,10.355874289735752
12,59.10622989231944
13,73.730415204842
14,31.778407277929134
15,19.204094165591755
16,74.8185998328519
17,39.621458843920756
18,6.054197843704399
19,35.64548090361069
20,74.90631464982806
21,62.03170466423502
22,7.304483049256223
23,31.054087390268553
24,52.51991386320445
25,10.015069001946996
26,5.98182635499195
27,34.53831674742633
28,80.95458631316423
29,4.840177380120257
30,18.999250003552305
31,49.960329356276354
32,69.5204729549754
33,86.95399444446191
34,63.501772597178764
35,33.40763402112969
36,30.24000797073278
37,21.887885195632677
38,73.45420935718454
39,2.9697899903946103
40,15.801811480551184
41,66.68104285741737
42,69.99703633779163
43,57.16465930416348
44,10.494864736181091
45,2.6786555374200995
46,8.450910691581239
47,55.440193172661246
48,11.599990455853096
49,11.703797891250227
50,40.20564281245003
51,41.60398196864992
52,33.13044416189732
53,14.830149117424698
54,53.40757413335593
55,55.63027145109473
56,7.525720315781354
57,85.69535677031942
58,31.788407624388682
59,35.11718392526259
60,42.775275654223485
61,50.833094453646495
62,38.34201409023526
63,72.6667417531818
64,87.3661827988831
65,39.29831448867967
66,69.55505650734989
67,69.9864099062634
68,3.143697600863235
69,91.23062829704789
70,16.389310452725873
71,86.16900200712823
72,58.77903909054106
73,1.3040662784523638
74,16.805571994228018
75,75.82932807275398
76,35.706758208163855
77,31.712528399233058
78,15.353492845137282
79,70.76306697125551
80,69.1971095639726
81,10.270753163507809
82,6.00325105684119
83,10.756350420965514
84,5.946221607256627
85,52.30292828312676
86,42.449180656929265
87,13.145341229321609
88,29.083790170523706
89,49.387275985634346
90,12.609727590941738
91,72.99128853158817
92,24.9819150090338
93,8.260920591747091
94,39.885357240634725
95,60.290153073273956
96,43.39557829398928
97,4.742580085594249
98,52.78069357771543
99,4.689429296721894
100,15.488381930633913
101,72.57627619002027
102,15.519993240188795
103,87.58703556846723
104,78.42816010489682
105,78.16883531934057
106,8.667837214054511
107,6.468228380216541
108,38.733384862960754
109,90.80662363599639
110,35.8107008216803
111,91.03527453946103
112,15.182067514404007
113,12.77804267851409
114,26.519587430046094
115,16.19568108431607
116,77.28825058004787
117,39.97136447139937
118,6.377807996311178
119,11.706914060213114
120,1.6764791676541029
121,55.84982246894569
122,27.158384362069754
123,80.54968518560116
124,9.510473346342248
125,52.079730132550594
126,18.79798667926575
127,53.9608772237986
128,72.80129328105052
129,80.40493292549523
130,22.900116771915453
131,36.422919704942316
132,62.75636923935991
133,59.02188092310384
134,2.7503199351706287
135,38.47454831234545
136,15.04302381210803
137,11.164658652954003
138,15.273951461290011
139,19.944713415325715
140,19.64771758679085
141,81.7090823643046
143,79.36069682418537
144,82.06453708173136
145,11.511129460335692
146,4.298384743122493
147,13.359344803227296
148,88.45635852953684
149,39.71746122574979
150,30.978493191900586
151,19.39828247070263
152,18.248604184658838
153,45.0798073305269
154,17.688779522778063
155,18.01681782482405
156,17.768260932374975
157,45.183512366772455
158,87.55957294167544
159,1.3327457445256228
160,60.14856114844294
161,2.902430850986942
162,8.550812422317476
163,72.82111364437289
164,15.73863265578916
165,7.683440831547905
166,24.32814163882078
167,15.600358545117817
168,12.89779626982189
169,49.57387501633671
170,70.60313687124005
171,16.817814077127558
172,73.43515722749001
173,59.60635876101252
175,71.67754246641671
176,70.38309658870975
177,4.689373869668455
178,58.23471439849784
179,34.643644516387354
180,30.58707392832683
181,15.274488786773427
182,23.838921405475872
183,77.52658491301055
184,8.13309629208561
185,67.42537811422416
186,30.094793729760948
187,18.102524309167354
188,92.25512392871384
189,17.536306844955472
190,26.687433203178735
191,5.141176890633468
192,26.563966004218955
193,81.13753539532557
194,54.79306943159562
195,50.4748880422262
196,22.677422771023643
197,4.789854558337078
198,40.62344204512085
199,56.109558435733774
200,34.206101302588635
201,25.072863761036473
202,10.421277277324412
203,71.88675706223997
204,33.12479617371778
205,32.63410255413869
206,66.46508214135773
207,81.26607196767617
208,2.34676896009691
209,17.416481133568816
210,70.9835017518277
211,43.37964096226836
212,52.35630375006688
213,46.96715084217652
214,37.43084806660064
215,58.34562704419891
216,73.1280900846475
217,50.13370742185788
218,6.197995324857672
219,22.038305673337845
220,71.19327151566809
221,64.74776878774799
222,13.571294313505675
223,8.043944430389065
