CUSTNO,금토일,평일,금토일 비율
1,375,444,0.45787545787545786
2,373,404,0.4800514800514801
3,289,554,0.3428232502965599
4,242,418,0.36666666666666664
6,490,719,0.4052936311000827
7,370,218,0.6292517006802721
8,1002,478,0.677027027027027
9,421,191,0.6879084967320261
10,1360,1174,0.5367008681925809
11,324,260,0.5547945205479452
12,154,238,0.39285714285714285
13,1041,1278,0.4489003880983182
14,403,519,0.4370932754880694
15,309,433,0.4164420485175202
16,227,301,0.42992424242424243
17,454,275,0.6227709190672154
18,230,194,0.5424528301886793
19,222,185,0.5454545454545454
20,416,334,0.5546666666666666
21,869,898,0.4917940011318619
22,171,196,0.4659400544959128
23,394,173,0.6948853615520282
24,228,381,0.37438423645320196
25,244,271,0.47378640776699027
26,398,353,0.5299600532623169
27,306,165,0.6496815286624203
28,366,590,0.38284518828451886
29,488,262,0.6506666666666666
30,587,1158,0.3363896848137536
31,612,171,0.7816091954022989
32,482,693,0.4102127659574468
33,881,942,0.4832693362589139
34,322,291,0.5252854812398042
35,444,302,0.5951742627345844
36,296,423,0.41168289290681503
37,524,438,0.5446985446985447
38,823,1300,0.3876589731512011
39,196,242,0.4474885844748858
40,77,528,0.12727272727272726
41,178,389,0.31393298059964725
42,730,1072,0.4051054384017758
43,376,483,0.43771827706635624
44,407,412,0.49694749694749696
45,324,278,0.5382059800664452
46,233,315,0.4251824817518248
47,524,553,0.48653667595171773
48,292,210,0.5816733067729084
49,155,339,0.31376518218623484
50,541,771,0.41234756097560976
51,509,646,0.4406926406926407
52,365,634,0.36536536536536535
53,237,366,0.39303482587064675
54,241,334,0.4191304347826087
55,315,406,0.4368932038834951
56,290,283,0.506108202443281
57,482,972,0.3314993122420908
58,278,195,0.587737843551797
59,361,301,0.5453172205438066
60,527,654,0.4462320067739204
61,408,761,0.34901625320787
62,372,356,0.510989010989011
63,200,259,0.4357298474945534
64,196,302,0.39357429718875503
65,273,413,0.3979591836734694
66,693,936,0.425414364640884
67,548,1116,0.3293269230769231
68,322,829,0.2797567332754127
69,1048,2040,0.3393782383419689
70,177,183,0.49166666666666664
71,300,541,0.356718192627824
72,439,447,0.49548532731376976
73,291,151,0.6583710407239819
74,205,339,0.37683823529411764
75,275,447,0.3808864265927978
76,426,223,0.6563944530046225
77,332,550,0.3764172335600907
78,336,512,0.39622641509433965
79,671,898,0.42766093052899934
80,571,732,0.4382194934765925
81,290,317,0.47775947281713343
82,428,520,0.45147679324894513
83,429,439,0.4942396313364055
84,187,178,0.5123287671232877
85,425,342,0.5541069100391134
86,943,852,0.5253481894150418
87,229,143,0.6155913978494624
88,683,453,0.6012323943661971
89,678,943,0.41826033312769895
90,206,229,0.4735632183908046
91,205,521,0.28236914600550966
92,672,631,0.5157329240214888
93,262,316,0.4532871972318339
94,624,500,0.5551601423487544
95,622,322,0.6588983050847458
96,326,217,0.6003683241252302
97,627,582,0.5186104218362283
98,294,259,0.5316455696202531
99,502,499,0.5014985014985015
100,251,284,0.4691588785046729
101,266,398,0.4006024096385542
102,745,1289,0.3662733529990167
103,253,408,0.3827534039334342
104,843,1017,0.4532258064516129
105,741,937,0.44159713945172824
