CUSTNO,주말,평일,주말 비율
1,65.0,226.0,0.22336769759450173
2,90.0,271.0,0.24930747922437674
3,83.0,282.0,0.2273972602739726
4,79.0,287.0,0.21584699453551912
6,116.0,491.0,0.19110378912685339
7,123.0,167.0,0.4241379310344828
8,370.0,389.0,0.4874835309617918
9,131.0,193.0,0.404320987654321
10,489.0,742.0,0.3972380178716491
11,125.0,146.0,0.4612546125461255
12,58.0,165.0,0.2600896860986547
13,245.0,963.0,0.20281456953642385
14,134.0,273.0,0.32923832923832924
15,92.0,279.0,0.24797843665768193
16,59.0,190.0,0.23694779116465864
17,200.0,298.0,0.40160642570281124
18,34.0,134.0,0.20238095238095238
19,94.0,115.0,0.44976076555023925
20,92.0,203.0,0.31186440677966104
21,320.0,671.0,0.3229061553985873
22,52.0,132.0,0.2826086956521739
23,76.0,72.0,0.5135135135135135
24,51.0,233.0,0.1795774647887324
25,49.0,233.0,0.17375886524822695
26,98.0,376.0,0.20675105485232068
27,118.0,152.0,0.43703703703703706
28,65.0,436.0,0.12974051896207583
29,128.0,254.0,0.33507853403141363
30,138.0,732.0,0.15862068965517243
31,333.0,102.0,0.7655172413793103
32,145.0,431.0,0.2517361111111111
33,310.0,687.0,0.31093279839518556
34,74.0,100.0,0.42528735632183906
35,195.0,283.0,0.40794979079497906
36,79.0,342.0,0.1876484560570071
37,173.0,300.0,0.3657505285412262
38,241.0,786.0,0.23466407010710807
39,37.0,184.0,0.167420814479638
40,24.0,270.0,0.08163265306122448
41,13.0,307.0,0.040625
42,196.0,788.0,0.1991869918699187
43,169.0,376.0,0.3100917431192661
44,106.0,264.0,0.2864864864864865
45,68.0,231.0,0.22742474916387959
46,85.0,241.0,0.2607361963190184
47,145.0,312.0,0.3172866520787746
48,98.0,156.0,0.3858267716535433
49,45.0,202.0,0.18218623481781376
50,129.0,562.0,0.18668596237337193
51,127.0,335.0,0.2748917748917749
52,136.0,324.0,0.2956521739130435
53,75.0,201.0,0.2717391304347826
54,95.0,228.0,0.29411764705882354
55,89.0,256.0,0.2579710144927536
56,91.0,218.0,0.29449838187702265
57,162.0,652.0,0.19901719901719903
58,108.0,124.0,0.46551724137931033
59,112.0,189.0,0.37209302325581395
60,201.0,418.0,0.3247172859450727
61,145.0,481.0,0.23162939297124602
62,113.0,226.0,0.3333333333333333
63,70.0,185.0,0.27450980392156865
64,28.0,91.0,0.23529411764705882
65,71.0,247.0,0.22327044025157233
66,216.0,576.0,0.2727272727272727
67,142.0,802.0,0.1504237288135593
68,94.0,442.0,0.17537313432835822
69,244.0,1384.0,0.14987714987714987
70,16.0,27.0,0.37209302325581395
71,89.0,316.0,0.21975308641975308
72,177.0,303.0,0.36875
73,129.0,59.0,0.6861702127659575
74,2.0,237.0,0.008368200836820083
75,61.0,288.0,0.17478510028653296
76,122.0,236.0,0.3407821229050279
77,5.0,431.0,0.011467889908256881
78,105.0,335.0,0.23863636363636365
79,122.0,691.0,0.15006150061500614
80,200.0,451.0,0.30721966205837176
81,92.0,233.0,0.28307692307692306
82,108.0,297.0,0.26666666666666666
83,117.0,283.0,0.2925
84,62.0,126.0,0.32978723404255317
85,199.0,247.0,0.4461883408071749
86,351.0,566.0,0.38276990185387133
87,108.0,89.0,0.5482233502538071
88,242.0,272.0,0.4708171206225681
89,207.0,718.0,0.22378378378378377
90,56.0,150.0,0.27184466019417475
91,57.0,313.0,0.15405405405405406
92,155.0,472.0,0.24720893141945774
93,97.0,263.0,0.26944444444444443
94,205.0,345.0,0.37272727272727274
95,175.0,355.0,0.330188679245283
96,82.0,154.0,0.3474576271186441
97,212.0,394.0,0.34983498349834985
98,86.0,177.0,0.3269961977186312
99,102.0,407.0,0.20039292730844793
100,65.0,101.0,0.39156626506024095
101,115.0,251.0,0.31420765027322406
102,153.0,751.0,0.16924778761061948
103,76.0,267.0,0.22157434402332363
104,315.0,728.0,0.30201342281879195
105,209.0,583.0,0.2638888888888889
106,74.0,218.0,0.2534246575342466
107,119.0,212.0,0.3595166163141994
108,165.0,302.0,0.3533190578158458
109,134.0,369.0,0.2664015904572565
110,226.0,212.0,0.5159817351598174
111,188.0,477.0,0.28270676691729324
112,148.0,292.0,0.33636363636363636
113,130.0,433.0,0.23090586145648312
114,91.0,220.0,0.29260450160771706
115,64.0,139.0,0.31527093596059114
116,96.0,562.0,0.1458966565349544
117,130.0,398.0,0.24621212121212122
118,71.0,168.0,0.29707112970711297
119,79.0,193.0,0.29044117647058826
120,92.0,325.0,0.22062350119904076
121,95.0,305.0,0.2375
122,219.0,317.0,0.4085820895522388
123,161.0,481.0,0.2507788161993769
124,149.0,153.0,0.49337748344370863
125,110.0,161.0,0.4059040590405904
126,185.0,515.0,0.2642857142857143
127,45.0,230.0,0.16363636363636364
128,93.0,243.0,0.2767857142857143
129,127.0,310.0,0.2906178489702517
130,235.0,41.0,0.8514492753623188
131,310.0,502.0,0.3817733990147783
132,52.0,180.0,0.22413793103448276
133,20.0,437.0,0.0437636761487965
134,121.0,203.0,0.3734567901234568
135,89.0,140.0,0.388646288209607
136,109.0,89.0,0.5505050505050505
137,112.0,363.0,0.23578947368421052
138,176.0,321.0,0.35412474849094566
139,126.0,478.0,0.20860927152317882
140,125.0,183.0,0.40584415584415584
141,87.0,532.0,0.14054927302100162
143,616.0,107.0,0.8520055325034578
144,64.0,477.0,0.11829944547134935
145,166.0,182.0,0.47701149425287354
146,24.0,133.0,0.15286624203821655
147,30.0,719.0,0.04005340453938585
148,129.0,457.0,0.22013651877133106
149,93.0,280.0,0.24932975871313673
150,156.0,336.0,0.3170731707317073
151,129.0,376.0,0.25544554455445545
152,119.0,99.0,0.5458715596330275
153,85.0,324.0,0.2078239608801956
154,112.0,273.0,0.2909090909090909
155,123.0,248.0,0.33153638814016173
156,195.0,222.0,0.4676258992805755
157,98.0,284.0,0.25654450261780104
158,137.0,363.0,0.274
159,45.0,217.0,0.1717557251908397
160,57.0,442.0,0.11422845691382766
161,99.0,166.0,0.37358490566037733
162,165.0,185.0,0.4714285714285714
163,183.0,383.0,0.32332155477031804
164,61.0,494.0,0.10990990990990991
165,49.0,108.0,0.31210191082802546
166,126.0,213.0,0.37168141592920356
167,105.0,292.0,0.26448362720403024
168,154.0,283.0,0.3524027459954233
169,97.0,415.0,0.189453125
170,71.0,786.0,0.08284714119019837
171,92.0,304.0,0.23232323232323232
172,87.0,444.0,0.1638418079096045
173,243.0,627.0,0.2793103448275862
175,132.0,1768.0,0.06947368421052631
176,142.0,376.0,0.27413127413127414
177,52.0,161.0,0.24413145539906103
178,117.0,837.0,0.12264150943396226
179,230.0,330.0,0.4107142857142857
180,86.0,185.0,0.3173431734317343
181,119.0,309.0,0.2780373831775701
182,82.0,571.0,0.12557427258805512
183,122.0,686.0,0.15099009900990099
