CUSTNO,Monetary_가구인테리어/잡화_고가_등급,Monetary_가구인테리어/잡화_저가_등급,Monetary_가구인테리어/잡화_중가_등급,Monetary_가전/레저취미/멀티샵_고가_등급,Monetary_가전/레저취미/멀티샵_저가_등급,Monetary_가전/레저취미/멀티샵_중가_등급,Monetary_교육문화/아동_고가_등급,Monetary_교육문화/아동_저가_등급,Monetary_교육문화/아동_중가_등급,Monetary_식품/생활_고가_등급,Monetary_식품/생활_저가_등급,Monetary_식품/생활_중가_등급,Monetary_의류/이미용_고가_등급,Monetary_의류/이미용_저가_등급,Monetary_의류/이미용_중가_등급,Monetary_침구/주방_고가_등급,Monetary_침구/주방_저가_등급,Monetary_침구/주방_중가_등급
1,8,1,6,2,8,7,8,8,8,4,7,2,5,7,3,1,4,3
2,6,3,8,6,6,8,8,8,8,5,7,2,4,8,5,7,8,5
3,8,7,8,8,8,8,8,8,8,7,6,7,8,8,8,8,8,8
4,8,5,8,8,8,7,8,8,8,7,7,7,6,6,6,5,5,6
6,8,6,8,8,8,8,8,8,8,5,5,6,5,5,6,6,4,6
7,3,6,6,7,8,6,8,6,8,6,7,6,2,8,5,7,8,7
8,8,5,7,6,8,6,8,8,8,1,8,3,4,8,7,2,8,7
9,5,5,8,8,8,5,8,8,8,2,7,7,3,8,2,3,8,8
10,8,7,8,8,6,8,8,8,8,5,2,4,8,7,8,8,6,8
11,4,7,8,6,8,5,8,8,5,2,7,5,4,8,5,7,8,8
12,8,6,8,8,8,8,8,8,8,6,6,7,8,8,8,8,8,7
13,8,6,8,8,8,6,8,8,8,5,4,3,6,6,7,8,6,8
14,6,5,7,7,8,7,8,8,8,5,5,4,7,7,6,8,6,8
15,8,6,6,8,8,7,8,8,8,6,6,6,7,7,7,7,8,8
16,8,7,8,8,8,8,8,8,8,4,8,5,6,8,7,8,8,7
17,8,1,2,8,8,8,8,8,8,2,7,6,5,8,6,6,8,1
18,8,5,8,8,8,8,8,8,8,6,8,7,6,8,8,8,8,8
19,8,6,8,5,8,8,8,8,8,6,7,2,3,8,8,8,8,8
20,8,5,8,8,8,8,8,8,8,3,8,4,8,8,8,8,8,7
21,8,8,8,8,8,7,5,6,5,3,5,4,8,6,7,8,6,8
22,2,8,6,8,8,8,8,8,8,7,8,2,2,8,8,7,8,8
23,3,7,5,4,8,5,8,4,8,1,7,2,3,8,5,8,6,6
24,8,6,8,8,2,7,8,8,8,8,6,6,8,3,8,8,6,8
25,6,5,8,8,8,7,8,8,8,7,7,7,5,8,8,8,8,8
26,2,6,8,5,8,7,8,8,6,5,7,7,3,7,3,2,8,7
27,8,7,8,7,8,6,8,8,8,5,7,7,4,8,7,8,6,8
28,8,7,8,8,8,8,8,8,8,5,6,6,8,5,8,8,8,7
29,6,6,4,4,8,4,8,8,8,4,7,7,4,6,6,4,6,6
30,5,5,5,8,8,8,8,8,8,5,4,1,1,7,7,7,5,6
31,8,4,7,8,8,8,8,8,5,6,8,6,7,8,5,7,8,6
32,8,7,8,8,7,7,8,8,8,4,7,3,8,4,8,8,8,8
33,8,7,8,8,8,8,8,8,8,6,5,6,8,7,8,8,5,8
34,8,4,8,8,8,8,8,8,8,2,8,4,8,8,6,8,8,8
35,8,5,5,8,4,8,8,8,8,6,7,5,8,7,5,8,8,8
36,8,5,2,8,8,7,8,8,8,5,7,6,4,8,6,8,8,6
37,8,6,5,4,8,8,8,8,5,5,8,2,2,8,6,8,8,7
38,8,5,8,8,8,8,8,5,7,3,4,2,8,5,7,7,5,8
39,8,5,8,8,8,8,8,8,6,6,8,5,1,8,8,6,8,8
40,8,2,5,7,8,8,8,8,8,5,6,7,7,7,6,6,7,7
41,8,4,6,8,8,8,8,8,8,6,7,2,5,8,8,6,8,8
42,8,8,8,8,8,8,8,7,8,6,6,5,8,6,8,8,8,8
43,8,8,8,8,8,8,8,8,8,7,6,6,8,6,5,8,6,8
44,1,4,8,8,8,6,8,8,8,4,7,5,6,8,5,3,6,8
45,5,5,4,8,8,5,8,7,8,7,7,5,1,7,4,8,8,8
46,5,5,8,8,8,4,8,8,8,5,7,3,4,8,5,4,8,8
47,8,8,8,8,5,8,8,6,5,5,5,5,8,6,8,7,8,6
48,8,4,5,8,8,6,8,8,8,4,7,5,3,8,6,6,6,4
49,8,4,5,8,8,8,8,8,8,5,8,5,3,8,6,8,8,7
50,8,4,8,8,8,8,8,8,3,4,7,5,6,7,7,5,8,6
51,8,5,8,4,8,6,8,6,8,6,6,6,6,6,7,7,4,7
52,7,5,8,8,8,5,8,8,5,6,7,2,5,8,6,6,8,7
53,4,4,8,2,8,7,8,8,8,7,6,4,7,8,5,7,8,5
54,8,4,8,8,8,8,8,8,8,3,8,6,6,8,7,8,8,8
55,8,7,8,8,8,7,8,8,8,6,5,7,8,3,8,8,4,8
56,6,8,8,7,8,7,8,8,5,6,7,4,3,8,5,4,7,8
57,8,7,8,8,7,7,8,7,8,7,3,7,8,5,8,8,4,8
58,7,6,8,8,8,5,8,8,6,3,8,7,5,8,5,6,8,8
59,8,7,7,8,8,8,8,8,8,5,7,4,4,7,8,7,7,6
60,8,4,8,8,6,5,8,8,8,5,5,5,4,7,6,8,5,8
61,8,4,8,8,8,8,8,8,8,4,3,5,6,5,6,8,6,6
62,8,6,7,6,8,5,5,8,4,6,7,5,8,7,8,8,4,8
63,8,5,8,8,8,8,8,8,8,5,8,7,7,8,8,8,8,8
64,8,8,8,8,8,8,8,8,7,7,7,6,8,7,8,8,7,7
65,7,6,8,8,7,8,8,8,8,7,6,6,7,6,8,6,8,8
66,8,8,8,8,6,7,8,8,8,5,5,3,7,6,7,7,5,8
67,8,8,8,8,8,8,8,8,8,6,6,6,6,5,8,8,7,6
68,6,8,1,8,8,8,7,6,7,3,6,5,2,8,6,7,8,7
69,8,6,8,8,8,8,8,8,8,6,3,3,8,7,8,8,6,8
70,6,7,6,5,8,8,8,8,8,7,8,5,8,8,6,8,8,8
71,8,8,8,8,8,8,8,7,7,7,6,7,8,7,8,8,7,6
72,8,8,8,8,5,8,8,5,6,5,6,6,8,6,8,8,6,8
73,2,5,2,4,8,8,8,7,8,5,7,7,4,8,5,6,8,3
74,8,5,5,8,8,8,8,8,8,7,7,5,6,7,5,8,8,8
75,8,7,8,8,8,8,8,8,8,7,7,6,7,7,8,8,7,8
76,8,4,6,8,8,5,8,8,7,5,7,7,7,6,7,7,8,5
77,8,7,6,8,8,8,8,8,7,6,7,4,6,7,4,8,7,8
78,5,3,5,5,8,3,8,8,8,5,7,2,4,2,7,5,6,7
79,8,5,8,8,4,8,8,7,6,6,5,4,6,6,7,8,5,8
80,8,6,8,8,8,7,8,8,8,5,5,6,6,8,7,8,7,8
81,8,7,4,8,8,8,8,8,8,6,7,6,3,8,7,8,8,5
82,5,7,6,8,8,8,6,8,6,6,6,5,3,4,5,7,5,5
83,8,5,6,7,8,7,8,8,8,3,7,5,2,8,6,8,7,8
84,8,6,6,8,8,4,8,8,8,8,7,7,7,8,6,6,8,5
85,8,2,8,8,8,8,8,8,8,5,8,6,6,8,7,7,8,5
86,5,6,8,8,8,8,8,8,7,3,3,4,6,6,7,8,2,7
87,6,6,8,8,8,2,8,8,8,7,7,6,5,8,6,7,8,5
88,8,6,6,3,6,8,8,7,8,4,5,4,8,6,8,7,2,6
89,8,5,6,8,8,8,8,7,8,7,6,5,8,6,7,8,5,6
90,4,5,6,4,8,6,8,1,8,5,7,6,2,7,4,2,4,7
91,8,5,8,8,8,7,8,8,6,7,7,2,8,8,7,8,8,8
