CUSTNO,Monetary_가구인테리어/잡화_고가,Monetary_가구인테리어/잡화_저가,Monetary_가구인테리어/잡화_중가,Monetary_가전/레저취미/멀티샵_고가,Monetary_가전/레저취미/멀티샵_저가,Monetary_가전/레저취미/멀티샵_중가,Monetary_교육문화/아동_고가,Monetary_교육문화/아동_저가,Monetary_교육문화/아동_중가,Monetary_식품/생활_고가,Monetary_식품/생활_저가,Monetary_식품/생활_중가,Monetary_의류/이미용_고가,Monetary_의류/이미용_저가,Monetary_의류/이미용_중가,Monetary_침구/주방_고가,Monetary_침구/주방_저가,Monetary_침구/주방_중가
1,267033.4662159666,59901.97499623629,155860.009183118,0.0,0.0,12621.02975220188,0.0,0.0,0.0,209280.9917508891,25571.806491415515,869573.0107500551,3019305.1613326394,0.0,5012430.483498257,1587091.6250196272,0.0,1378011.9358125108
2,0.0,711480.1179513676,0.0,2567349.299500582,0.0,0.0,0.0,0.0,129283.75275933156,131452.10880826364,0.0,1604463.4677751458,4032181.494005245,0.0,3723412.487666992,1419193.7841187937,0.0,2617474.3729334925
3,0.0,8120.30702306543,0.0,0.0,27286.15317242301,0.0,0.0,0.0,0.0,23785.90579819565,256000.6801535801,300282.03802015947,0.0,0.0,0.0,0.0,6812.722248557336,0.0
4,0.0,229957.68004449055,0.0,372022.95825655176,0.0,242221.7831230664,0.0,0.0,0.0,21862.04577040042,20358.0425916795,453987.62623594346,412655.50939631305,61930.66316402665,762833.2301476472,109336.96333734928,0.0,105947.08323940387
6,64345.41354601605,34128.8266186808,54118.0587441382,0.0,0.0,0.0,0.0,0.0,0.0,448193.8003389789,274164.06923082867,539630.1194295996,976237.8655630948,120917.25405540007,870758.6051527484,0.0,45736.07536198158,0.0
7,1253042.263790839,55076.86502600901,360534.5073534487,0.0,0.0,130799.76288645584,0.0,7043.127731987965,0.0,122382.85774087072,39137.337983812766,502061.4734826867,2297350.076369908,27758.39571358749,479215.08304100914,0.0,10900.355597691738,53834.9000200223
8,0.0,24243.23546016636,0.0,623154.0339305724,0.0,0.0,0.0,20130.73075635366,0.0,1180795.326514251,13838.40137873858,2275545.9573019,2850768.21262889,0.0,291375.20249757345,6560.217800240956,0.0,0.0
9,270860.3250215981,0.0,0.0,0.0,0.0,268521.96936427086,0.0,0.0,0.0,17489.636616320335,15641.29169920804,294202.4724708078,8061171.895713855,0.0,12034805.963851774,0.0,0.0,0.0
10,0.0,8826.420677245032,0.0,0.0,2485.170084477189,75216.23791716271,0.0,0.0,0.0,169745.668179697,461282.6447187749,1040534.0315066604,294289.6229118773,0.0,25252.5175497897,0.0,2161.9038602088613,158489.94565894565
11,24095664.07262654,85204.38093767205,200810.4687759992,0.0,4868.904655302248,288498.8922144732,0.0,0.0,315505.1589883461,329237.1624112454,0.0,1478675.7598757364,2492124.8950682105,0.0,3434963.9872033936,3387915.145971105,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13117.227462240253,65342.5924256635,104180.52650634116,112279.1734001138,38798.66673603707,191660.13319840387,0.0,8702.117218823903,0.0
13,0.0,11297.81846687364,0.0,0.0,0.0,0.0,0.0,4625.337615036872,0.0,87377.35005330558,234944.8702811135,996180.1054054928,233540.68067223675,66430.88792365372,0.0,0.0,9991.992631217428,0.0
14,383814.7474674642,107564.64665335946,123497.41005412336,286650.85560806334,0.0,44619.80215424907,0.0,0.0,0.0,243952.44737908256,145505.91782089433,964820.8007137994,341565.06434350414,0.0,2806266.950276629,0.0,21210.275267175173,0.0
15,0.0,15781.64017091412,0.0,0.0,20084.23170312177,76491.08940728412,0.0,0.0,0.0,76941.28388434723,39907.22087741865,632669.827857735,1735481.4549550223,39955.26655743655,517352.8595456915,0.0,15124.243391797288,0.0
16,0.0,0.0,0.0,55517.35938654191,0.0,0.0,0.0,0.0,0.0,285413.3799417315,0.0,627697.618513929,0.0,7991.05331148731,130795.09089891074,0.0,0.0,0.0
17,1627600.3026429112,31751.57731627613,3228358.67632282,0.0,0.0,0.0,0.0,0.0,0.0,160633.56750259412,71842.74293243719,431840.5021250301,93605.3740346212,33404.705750783134,58275.04049951469,90749.6795699999,24952.73068904933,0.0
18,0.0,458279.5301234651,827421.8237508778,324266.69911078154,0.0,162926.02043751517,0.0,0.0,0.0,307930.4126034132,43954.4660130455,570994.1604609231,10689568.25070873,0.0,573672.4486862224,0.0,1625.9697099890177,10766.98000400446
19,94057.19046761504,250234.91048034816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105506.2328879524,0.0,817075.4222886855,1347562.820287808,0.0,0.0,0.0,0.0,0.0
20,0.0,208562.43632284863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875618.6571960775,0.0,998448.8120883686,0.0,0.0,271950.1889977352,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,150075.31148361854,2628.0327358164045,125370.31125084902,411266.1815872802,244627.85310499705,1656548.9946886862,0.0,227955.3102540064,128723.089458928,0.0,11300.035302940434,0.0
22,11367689.726462835,7414.193368885827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400189.12023633375,0.0,486365.24394813424,0.0,0.0,0.0,95013.82114015652,0.0,0.0
23,212339.86470185296,106246.5678322242,493708.22631102393,1803169.8426548487,0.0,121353.11334465625,0.0,0.0,0.0,1621726.555248303,10066.949735378135,1334795.234588883,1539347.4673155604,0.0,51282.035639572925,155805.1727557227,5422.92690985164,0.0
24,0.0,13651.530647472317,506761.5020801101,0.0,118679.5509729923,36970.69321352065,0.0,0.0,0.0,531859.8495023013,54534.99585593034,519538.5667182021,0.0,33089.269435856004,79772.05543933566,0.0,908.3629664743116,0.0
25,0.0,119097.83633829295,222490.16310890092,0.0,0.0,75471.20821518698,0.0,0.0,0.0,17926.877531728343,9950.00549837471,648812.2205854541,937531.0978909504,9463.08944781392,1145687.2962204588,0.0,0.0,0.0
26,3402404.8496086383,316009.3973671782,129558.63263346684,0.0,0.0,716249.8126949072,0.0,0.0,103969.04306117744,398457.646211318,0.0,489169.1570092251,746065.5600928615,0.0,2795842.193031716,354743.7775480297,0.0,100498.99135737764
27,0.0,0.0,412054.8992778682,0.0,0.0,0.0,0.0,0.0,0.0,2413517.3841423574,0.0,494123.3682624362,911517.7862431976,0.0,80419.55588933027,0.0,0.0,0.0
28,0.0,21183.40962538808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146387.38399677037,97233.2858564974,320075.201334853,0.0,4153.24481320722,20849.514489826368,0.0,908.3629664743116,0.0
