CUSTNO,Recency_가구인테리어/잡화_고가,Recency_가구인테리어/잡화_저가,Recency_가구인테리어/잡화_중가,Recency_가전/레저취미/멀티샵_고가,Recency_가전/레저취미/멀티샵_저가,Recency_가전/레저취미/멀티샵_중가,Recency_교육문화/아동_고가,Recency_교육문화/아동_저가,Recency_교육문화/아동_중가,Recency_식품/생활_고가,Recency_식품/생활_저가,Recency_식품/생활_중가,Recency_의류/이미용_고가,Recency_의류/이미용_저가,Recency_의류/이미용_중가,Recency_침구/주방_고가,Recency_침구/주방_저가,Recency_침구/주방_중가
1,-3122,32,-3122,7,-3122,33,-3122,-3122,76,8,-3122,6,11,-3122,2,11,-3122,66
2,-3122,9,76,1,7,-3122,-3122,-3122,30,2,-3122,2,5,-3122,20,17,-3122,2
3,-3122,1,-3122,-3122,-3122,-3122,-3122,-3122,-3122,73,1,8,-3122,-3122,-3122,-3122,-3122,-3122
4,-3122,4,76,-3122,-3122,53,-3122,-3122,-3122,19,54,4,53,78,25,-3122,-3122,41
6,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,10,1,1,15,8,15,-3122,57,78
7,-3122,46,-3122,79,-3122,73,-3122,-3122,-3122,3,63,14,16,-3122,3,-3122,67,-3122
8,-3122,11,-3122,76,-3122,48,-3122,-3122,-3122,4,-3122,2,10,-3122,-3122,-3122,80,-3122
9,-3122,25,-3122,39,-3122,9,-3122,-3122,-3122,13,44,3,9,-3122,18,10,-3122,-3122
10,-3122,23,-3122,-3122,6,-3122,-3122,-3122,45,13,2,1,23,24,23,-3122,-3122,-3122
11,81,34,18,6,-3122,-3122,-3122,-3122,44,13,18,1,15,-3122,18,18,18,6
12,-3122,32,-3122,-3122,-3122,-3122,-3122,-3122,-3122,20,5,5,-3122,-3122,86,-3122,5,-3122
13,-3122,45,-3122,-3122,4,-3122,-3122,-3122,-3122,10,7,4,87,4,10,-3122,11,-3122
14,-3122,19,-3122,27,52,87,-3122,-3122,16,8,1,1,55,69,1,-3122,52,61
15,-3122,2,-3122,48,-3122,4,-3122,-3122,-3122,3,5,2,30,-3122,10,-3122,-3122,-3122
16,-3122,78,-3122,-3122,-3122,-3122,-3122,-3122,-3122,25,-3122,5,-3122,-3122,-3122,-3122,-3122,-3122
17,-3122,3,11,-3122,-3122,-3122,-3122,-3122,-3122,2,3,2,2,3,9,-3122,-3122,45
18,-3122,4,2,-3122,-3122,-3122,-3122,-3122,-3122,2,36,4,4,-3122,9,38,-3122,-3122
19,-3122,26,-3122,88,-3122,-3122,-3122,-3122,-3122,5,-3122,5,17,-3122,88,-3122,-3122,77
20,-3122,19,-3122,-3122,-3122,-3122,-3122,-3122,-3122,4,-3122,2,21,-3122,9,-3122,-3122,-3122
21,-3122,66,-3122,77,-3122,-3122,3,5,52,3,2,2,-3122,63,90,-3122,29,-3122
22,20,44,-3122,-3122,-3122,-3122,-3122,-3122,-3122,16,-3122,2,46,-3122,-3122,-3122,-3122,-3122
23,-3122,36,30,26,-3122,-3122,-3122,-3122,-3122,9,18,2,30,-3122,2,51,29,-3122
24,-3122,-3122,-3122,-3122,8,-3122,-3122,-3122,-3122,30,10,3,-3122,18,10,-3122,30,74
25,5,3,-3122,-3122,3,-3122,-3122,-3122,-3122,5,15,3,53,-3122,5,-3122,-3122,-3122
26,40,20,-3122,-3122,-3122,44,-3122,-3122,45,4,59,1,16,-3122,2,58,-3122,-3122
27,50,-3122,-3122,23,-3122,-3122,-3122,-3122,-3122,6,-3122,2,25,-3122,79,-3122,-3122,-3122
28,-3122,44,-3122,-3122,-3122,-3122,-3122,-3122,-3122,10,4,1,-3122,1,-3122,-3122,4,-3122
29,-3122,5,6,18,-3122,24,-3122,-3122,9,12,2,2,11,12,6,32,12,-3122
30,-3122,11,70,24,63,-3122,-3122,-3122,-3122,19,11,8,8,29,8,-3122,19,85
31,-3122,2,88,-3122,-3122,16,-3122,-3122,16,9,-3122,1,-3122,-3122,32,-3122,-3122,-3122
32,-3122,48,-3122,-3122,1,-3122,-3122,-3122,55,3,10,1,-3122,16,73,-3122,12,-3122
33,-3122,8,-3122,-3122,61,-3122,-3122,-3122,-3122,10,1,1,-3122,2,-3122,-3122,2,-3122
34,-3122,1,-3122,-3122,-3122,-3122,-3122,-3122,-3122,12,-3122,1,-3122,-3122,83,-3122,-3122,74
35,-3122,54,17,74,-3122,-3122,-3122,-3122,-3122,8,8,6,86,6,30,-3122,54,30
36,-3122,4,-3122,-3122,-3122,-3122,-3122,-3122,-3122,4,85,4,-3122,-3122,-3122,14,-3122,88
37,-3122,12,-3122,-3122,-3122,-3122,-3122,-3122,-3122,1,12,1,12,-3122,-3122,-3122,-3122,72
38,-3122,46,38,-3122,1,-3122,-3122,-3122,67,1,1,1,-3122,10,25,-3122,34,88
39,-3122,5,-3122,-3122,-3122,-3122,-3122,-3122,-3122,2,-3122,5,4,-3122,4,84,-3122,-3122
40,-3122,3,49,29,-3122,28,-3122,-3122,-3122,31,1,1,12,1,6,-3122,28,30
41,-3122,25,-3122,-3122,-3122,-3122,-3122,-3122,-3122,4,10,1,-3122,84,88,-3122,-3122,-3122
42,-3122,14,-3122,-3122,-3122,-3122,69,-3122,-3122,5,6,5,-3122,10,9,-3122,6,5
43,-3122,30,-3122,-3122,-3122,-3122,-3122,-3122,-3122,13,2,2,-3122,22,29,-3122,7,-3122
44,88,-3122,1,-3122,-3122,-3122,-3122,-3122,-3122,2,12,2,-3122,-3122,32,-3122,-3122,-3122
45,-3122,1,72,-3122,-3122,-3122,-3122,-3122,-3122,26,75,1,11,-3122,15,17,-3122,-3122
46,54,47,-3122,-3122,-3122,30,-3122,-3122,-3122,7,-3122,1,27,-3122,-3122,49,-3122,-3122
47,-3122,42,7,-3122,15,-3122,-3122,11,11,3,3,2,-3122,31,58,-3122,15,-3122
48,-3122,9,45,-3122,-3122,74,-3122,-3122,-3122,5,-3122,1,1,-3122,1,46,-3122,46
49,24,4,73,-3122,-3122,-3122,-3122,-3122,-3122,8,56,5,4,-3122,-3122,47,-3122,50
50,28,4,6,-3122,-3122,78,38,38,2,1,7,1,40,-3122,30,79,52,73
51,-3122,26,-3122,70,4,-3122,-3122,3,2,1,2,1,14,3,69,-3122,4,40
52,-3122,56,-3122,-3122,-3122,16,-3122,-3122,-3122,32,1,1,16,-3122,8,56,-3122,-3122
53,-3122,27,30,26,-3122,58,-3122,-3122,-3122,74,16,2,-3122,-3122,-3122,-3122,-3122,-3122
54,-3122,6,11,-3122,-3122,-3122,-3122,-3122,-3122,4,-3122,4,18,-3122,-3122,-3122,20,-3122
55,-3122,22,-3122,-3122,61,-3122,-3122,-3122,-3122,22,1,25,-3122,5,7,-3122,12,-3122
56,10,9,-3122,-3122,-3122,-3122,-3122,-3122,44,33,-3122,8,19,-3122,20,-3122,-3122,40
57,-3122,7,-3122,-3122,-3122,-3122,-3122,-3122,-3122,42,2,2,-3122,2,-3122,-3122,2,-3122
58,13,38,-3122,73,-3122,-3122,-3122,-3122,61,10,-3122,10,-3122,-3122,2,62,-3122,-3122
59,-3122,7,9,-3122,-3122,-3122,-3122,-3122,-3122,22,7,2,32,-3122,-3122,-3122,-3122,47
60,-3122,23,-3122,-3122,18,13,-3122,30,30,23,15,1,-3122,2,23,-3122,-3122,-3122
61,47,18,17,-3122,-3122,-3122,-3122,-3122,-3122,7,5,5,18,21,7,50,5,29
62,-3122,10,-3122,-3122,-3122,33,-3122,31,31,11,6,1,39,10,10,-3122,10,24
63,-3122,36,-3122,-3122,-3122,-3122,-3122,-3122,-3122,14,-3122,4,-3122,-3122,-3122,-3122,-3122,-3122
64,-3122,-3122,-3122,-3122,-3122,-3122,-3122,35,-3122,23,13,3,-3122,53,43,-3122,-3122,-3122
65,-3122,56,-3122,88,-3122,86,-3122,-3122,-3122,2,47,2,-3122,-3122,66,77,47,2
66,-3122,7,-3122,-3122,-3122,14,-3122,56,-3122,3,1,1,-3122,56,8,-3122,17,-3122
67,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,1,1,1,-3122,28,28,-3122,1,-3122
68,65,-3122,1,65,-3122,-3122,-3122,-3122,-3122,6,14,21,10,-3122,10,83,-3122,10
69,-3122,9,-3122,-3122,-3122,-3122,-3122,-3122,-3122,9,1,1,-3122,22,-3122,-3122,1,-3122
70,27,-3122,-3122,-3122,-3122,32,-3122,-3122,-3122,4,32,2,-3122,-3122,24,-3122,-3122,-3122
71,-3122,11,-3122,-3122,-3122,-3122,-3122,-3122,-3122,63,3,1,-3122,19,-3122,-3122,34,-3122
72,-3122,53,-3122,-3122,-3122,-3122,-3122,7,48,3,30,2,-3122,2,85,-3122,66,-3122
73,3,10,27,27,16,-3122,-3122,-3122,10,2,6,2,13,31,4,80,-3122,-3122
74,49,21,15,-3122,-3122,32,-3122,-3122,-3122,10,74,4,10,15,4,10,-3122,-3122
75,-3122,3,-3122,-3122,-3122,-3122,-3122,-3122,-3122,9,3,1,46,85,-3122,-3122,-3122,-3122
76,-3122,2,-3122,-3122,-3122,2,-3122,-3122,3,2,6,2,-3122,-3122,61,23,49,3
77,11,17,4,-3122,-3122,-3122,-3122,-3122,1,11,-3122,4,18,10,11,-3122,-3122,-3122
78,37,21,-3122,24,-3122,44,-3122,-3122,-3122,37,24,21,24,72,-3122,49,72,49
79,-3122,4,-3122,-3122,8,-3122,-3122,8,8,49,4,4,32,4,-3122,-3122,32,-3122
80,-3122,8,-3122,-3122,74,-3122,-3122,-3122,-3122,7,1,2,-3122,64,-3122,-3122,27,-3122
81,27,12,7,-3122,-3122,-3122,-3122,-3122,71,15,85,11,20,34,-3122,73,-3122,27
82,19,27,30,1,-3122,-3122,-3122,-3122,-3122,44,1,1,3,15,40,-3122,64,44
83,-3122,53,20,-3122,-3122,-3122,-3122,-3122,-3122,8,25,7,10,20,-3122,-3122,-3122,-3122
84,-3122,35,5,36,78,5,-3122,-3122,63,35,78,5,65,26,7,5,-3122,5
85,-3122,9,-3122,-3122,-3122,-3122,-3122,-3122,-3122,12,-3122,5,23,-3122,21,88,-3122,21
86,-3122,74,-3122,-3122,-3122,-3122,-3122,61,-3122,13,4,4,53,5,38,-3122,19,74
87,-3122,-3122,-3122,64,-3122,-3122,-3122,-3122,37,37,4,4,-3122,-3122,64,52,-3122,-3122
88,24,5,-3122,10,32,-3122,-3122,-3122,-3122,17,5,5,33,-3122,-3122,-3122,6,50
89,-3122,19,-3122,-3122,-3122,6,-3122,-3122,-3122,31,4,6,12,3,-3122,-3122,4,-3122
90,-3122,16,50,-3122,-3122,16,-3122,-3122,-3122,37,-3122,1,16,-3122,12,16,-3122,65
91,-3122,24,-3122,-3122,-3122,-3122,-3122,-3122,74,14,5,5,74,-3122,-3122,76,21,76
92,67,11,-3122,11,24,27,24,-3122,11,1,5,1,20,16,13,20,5,20
93,-3122,57,20,-3122,-3122,-3122,-3122,-3122,65,25,-3122,2,2,-3122,20,-3122,-3122,-3122
94,-3122,73,-3122,-3122,-3122,-3122,-3122,63,-3122,-3122,63,32,-3122,-3122,-3122,-3122,1,-3122
95,-3122,4,-3122,-3122,-3122,-3122,-3122,-3122,39,7,2,1,18,45,39,-3122,7,7
96,-3122,4,-3122,10,-3122,-3122,-3122,-3122,-3122,4,-3122,4,6,-3122,77,-3122,-3122,4
97,6,4,16,3,-3122,9,-3122,-3122,80,10,9,4,32,-3122,16,3,62,13
98,-3122,55,71,-3122,-3122,-3122,-3122,-3122,-3122,5,1,1,68,38,4,88,45,89
99,17,53,26,-3122,-3122,-3122,-3122,-3122,-3122,19,27,5,1,29,5,-3122,72,47
100,-3122,69,-3122,-3122,-3122,-3122,-3122,-3122,24,24,8,8,23,4,-3122,17,8,17
101,-3122,8,-3122,-3122,-3122,-3122,-3122,-3122,-3122,1,2,2,30,-3122,-3122,-3122,2,-3122
102,11,13,40,80,20,-3122,-3122,-3122,-3122,7,1,1,20,90,8,80,-3122,16
103,-3122,50,-3122,-3122,-3122,38,-3122,-3122,-3122,11,1,1,-3122,-3122,-3122,-3122,39,-3122
104,-3122,26,-3122,-3122,-3122,-3122,-3122,-3122,-3122,6,2,2,-3122,-3122,61,-3122,30,-3122
105,-3122,30,-3122,-3122,73,-3122,-3122,-3122,-3122,5,1,3,-3122,4,-3122,-3122,30,-3122
106,-3122,36,17,3,-3122,8,-3122,-3122,10,28,36,11,27,-3122,5,-3122,-3122,-3122
107,37,21,81,25,-3122,66,-3122,-3122,61,17,4,8,15,-3122,10,11,73,4
108,-3122,1,11,-3122,-3122,87,-3122,-3122,-3122,24,-3122,1,32,-3122,26,-3122,-3122,-3122
109,-3122,79,-3122,-3122,-3122,-3122,-3122,-3122,-3122,25,2,1,-3122,22,49,-3122,-3122,-3122
110,-3122,10,-3122,-3122,-3122,1,-3122,82,20,1,1,1,3,1,73,55,49,-3122
111,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,-3122,31,1,2,-3122,66,-3122,-3122,32,-3122
112,25,11,67,-3122,-3122,-3122,-3122,-3122,-3122,19,50,19,25,-3122,25,-3122,-3122,-3122
113,28,6,-3122,19,69,69,34,7,7,11,7,6,61,48,23,16,-3122,29
114,17,8,-3122,-3122,-3122,55,-3122,-3122,-3122,5,1,1,24,19,5,-3122,8,-3122
115,-3122,2,-3122,-3122,-3122,-3122,-3122,-3122,8,4,-3122,2,21,-3122,8,8,-3122,-3122
116,-3122,50,44,-3122,-3122,-3122,-3122,-3122,44,3,2,6,44,7,-3122,-3122,66,4
117,-3122,4,-3122,-3122,-3122,-3122,-3122,-3122,-3122,4,6,2,-3122,-3122,17,-3122,14,-3122
118,32,-3122,74,13,-3122,5,-3122,-3122,5,12,-3122,5,72,-3122,32,7,-3122,21
119,-3122,6,-3122,34,-3122,10,-3122,-3122,8,6,6,6,7,-3122,10,-3122,-3122,-3122
120,-3122,-3122,46,-3122,-3122,-3122,-3122,-3122,-3122,31,31,3,4,-3122,48,87,11,-3122
