CUSTNO,Frequency_가구인테리어/잡화_고가,Frequency_가구인테리어/잡화_저가,Frequency_가구인테리어/잡화_중가,Frequency_가전/레저취미/멀티샵_고가,Frequency_가전/레저취미/멀티샵_저가,Frequency_가전/레저취미/멀티샵_중가,Frequency_교육문화/아동_고가,Frequency_교육문화/아동_저가,Frequency_교육문화/아동_중가,Frequency_식품/생활_고가,Frequency_식품/생활_저가,Frequency_식품/생활_중가,Frequency_의류/이미용_고가,Frequency_의류/이미용_저가,Frequency_의류/이미용_중가,Frequency_침구/주방_고가,Frequency_침구/주방_저가,Frequency_침구/주방_중가
1,0.0,2.838822975993534,1.024687532279723,0.934859831029186,0.0,0.0,0.0,0.0,0.0,6.669574020867593,3.0622414407738976,41.1477127390686,2.967942965400339,0.0,16.91716800186827,1.8191787498476912,0.0,0.9563150746944318
2,0.0,14.19411487996767,0.0,0.934859831029186,0.0,0.0,0.0,0.0,0.0,9.527962886953704,0.0,69.95111165641661,13.850400505201582,0.0,7.961020236173303,0.0,0.0,2.868945224083295
3,0.0,0.946274325331178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.39005884395038,23.659934824964445,0.0,1.9614915710261909,0.0,0.0,0.0,0.0
4,0.0,6.623920277318246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.716777732172222,18.373448644643386,66.86503320098647,0.0,0.9807457855130952,7.961020236173303,0.0,0.0,1.912630149388864
6,0.9097538838230328,3.785097301324712,1.024687532279723,0.934859831029186,1.9545940955538303,0.0,0.0,1.070248715267736,0.0,6.669574020867593,46.95436875853309,124.47183103568253,11.871771861601356,11.768949426157144,9.951275295216629,0.0,1.3263794645611005,0.0
7,0.9097538838230328,4.73137162665589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.244740619125926,7.145230028472428,58.63549065317275,0.0,0.0,10.946402824738293,0.0,0.0,0.9563150746944318
8,0.9097538838230328,11.355291903974136,3.0740625968391693,0.0,0.0,3.073667893645915,0.0,0.0,0.0,28.58388866086111,0.0,158.4186940454141,9.89314321800113,0.0,4.975637647608314,1.8191787498476912,0.0,2.868945224083295
9,0.9097538838230328,2.838822975993534,1.024687532279723,0.0,0.0,1.0245559645486384,0.0,0.0,0.0,13.339148041735186,0.0,48.3485624684056,18.79697211420215,0.0,37.81484612182319,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.575166598258333,163.3195435079412,153.27522995303053,0.0,1.9614915710261909,0.9951275295216628,0.0,5.305517858244402,2.868945224083295
11,2.7292616514690984,0.946274325331178,2.049375064559446,0.0,0.0,7.171891751840469,0.0,0.0,1.936486565250335,18.10312948521204,0.0,55.54941219774261,15.829029148801808,0.0,6.96589270665164,0.9095893749238456,0.0,0.0
