CUSTNO,ENGEL
1,11.121355887642274
2,12.718560281152651
3,88.71238469942332
4,35.58015205329624
6,34.89967582528843
7,8.108326305032023
8,46.70685702904645
9,3.023499426433969
10,73.97176050881069
11,11.490721593024327
12,38.822005598648225
13,78.28350798915748
14,34.589983259802466
15,27.135083754950262
16,65.61092857375736
17,48.3322438458682
18,23.928084759974354
19,31.752704273914862
20,69.72197502898902
21,65.09144843828423
22,10.178471283980384
23,27.39596350541666
24,48.11173066207193
25,7.559787073391336
26,6.532841941691145
27,44.358078403450136
28,66.30187865122909
29,5.830182679115804
30,17.948726336132957
31,48.03193474629397
32,68.3239480550469
33,88.23755642555628
34,63.1837955383784
35,33.38092712702635
36,38.70215329981828
37,20.969737345547028
38,70.14234067095664
39,4.478325578978957
40,15.831934144028665
41,64.29752295339107
42,69.62170143189972
43,61.88489553531655
44,7.371725808594695
45,2.6096876269083937
46,9.917631558973698
47,49.62556271541378
48,10.71691068013151
49,8.977802756756681
50,44.187426397395065
51,40.43459642206147
52,43.45503544488463
53,22.981611795023028
54,59.83643876904397
55,52.98706994114985
56,9.710065506350725
57,85.13720569202148
58,30.896501179207153
59,43.11761568762687
60,37.983253667537625
61,50.919624546554545
62,40.414402546507816
63,68.13742943405235
64,82.94985524649802
65,38.44296367117607
66,75.09601247009624
67,75.17314770923275
68,5.158483767942892
69,91.74288853210962
70,9.98934468857928
71,88.01512183740454
72,62.18379618986928
73,0.996485605449198
74,26.673165776452468
75,81.01614180924065
76,34.995265233256795
77,31.274406330008887
78,15.596294915402009
79,75.19458685560033
80,64.6586849754026
81,8.621279973264548
82,4.271541545691015
83,8.581931178079037
84,6.395896633628776
85,59.05139351572279
86,40.8372273501811
87,20.411403345063007
88,20.89880517115643
89,59.622836021158164
90,13.56390913897216
91,71.65515007008734
92,24.910108324642835
93,8.276799385741127
94,54.81647486882583
95,61.12164605191157
96,63.91301473556997
97,5.909329028835488
98,50.66128025609502
99,4.09204967066414
100,20.74568893466052
101,85.9611044402673
102,22.3458258639562
103,87.43753743565257
104,76.72652420447147
105,72.59619997817163
106,8.152982912812398
107,5.680393120878432
108,41.242324215431665
109,89.305571090254
110,34.57677714380915
111,92.16907966455959
112,11.717757183715278
113,12.61065028869974
114,29.49565959891555
115,12.667042635901401
116,79.39067813744565
117,40.82992368016334
118,6.290095374140901
119,11.528873215540532
120,1.7758194648925734
121,43.517871112179805
122,25.26606954429334
123,81.95974561176361
124,10.917911895982922
125,56.69793654370906
126,18.360781191961998
127,62.251137490685394
128,76.11235052242962
129,89.95756222662551
130,26.425174030304767
131,37.384868849290726
132,54.183665466814126
133,46.928356394340106
134,2.9560076924103065
135,41.48469537451267
136,8.394845013757912
137,6.548599513841897
138,17.880421939923266
139,20.45814883949624
140,20.47639793169832
141,85.28361034447694
143,79.70171448713383
144,71.01984531456893
145,9.758414694091472
146,2.9868480342729113
147,13.678654961077086
148,88.63107627996068
149,40.60507088561597
150,39.9025649444935
151,20.961640938085832
152,15.037647376404587
153,43.32589537509403
154,22.73846857591132
155,16.32186068890463
156,18.678517531794878
157,36.03901702504572
158,80.79609056026898
